#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:48:18 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:48:18	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC136 ;007.936053;+61.473117;19.422; 0.030;      ;      ; 0.622; 0.017; 1.275; 0.019
NGC136 ;007.951642;+61.467602;19.885; 0.062;      ;      ; 0.773; 0.024; 1.490; 0.024
NGC136 ;007.956709;+61.467440;20.080; 0.056;      ;      ; 0.776; 0.030;      ;
NGC136 ;007.839770;+61.516930;19.171; 0.015;      ;      ; 0.702; 0.015; 1.399; 0.017
NGC136 ;007.820285;+61.525875;19.035; 0.013;      ;      ; 0.659; 0.013; 1.280; 0.015
NGC136 ;007.943685;+61.479350;19.290; 0.019;      ;      ; 0.637; 0.032; 1.319; 0.061
NGC136 ;007.936941;+61.483111;19.290; 0.030;      ;      ; 0.591; 0.032; 1.220; 0.043
NGC136 ;007.884501;+61.505075;20.219; 0.034;      ;      ; 0.679; 0.032;      ;
NGC136 ;007.897791;+61.500041;18.971; 0.012;      ;      ; 0.795; 0.013; 1.604; 0.021
NGC136 ;007.819471;+61.532382;19.951; 0.067;      ;      ; 0.716; 0.051;      ;
NGC136 ;007.846562;+61.522844;18.976; 0.015;      ;      ; 0.702; 0.013; 1.397; 0.013
NGC136 ;007.955582;+61.481604;19.851; 0.042;      ;      ; 0.645; 0.039; 1.334; 0.033
NGC136 ;007.946101;+61.487735;20.142; 0.028;      ;      ; 0.687; 0.037; 1.448; 0.053
NGC136 ;007.873945;+61.515985;19.335; 0.038;      ;      ; 0.689; 0.041; 1.363; 0.029
NGC136 ;007.822624;+61.537618;17.921; 0.012;      ;      ; 1.124; 0.012; 2.318; 0.021
NGC136 ;007.956845;+61.486391;19.384; 0.016;      ;      ; 0.662; 0.020; 1.346; 0.032
NGC136 ;007.894911;+61.510788;19.069; 0.013;      ;      ; 0.644; 0.013; 1.254; 0.025
NGC136 ;007.936535;+61.500503;19.260; 0.036;      ;      ; 0.703; 0.017; 1.364; 0.016
NGC136 ;007.984881;+61.483079;20.169; 0.049;      ;      ; 0.707; 0.044; 1.427; 0.031
NGC136 ;007.881888;+61.523617;19.112; 0.014;      ;      ; 0.629; 0.030; 1.288; 0.015
NGC136 ;007.967224;+61.490454;19.479; 0.017;      ;      ; 0.680; 0.017; 1.275; 0.030
NGC136 ;007.823433;+61.548822;19.441; 0.033;      ;      ; 0.656; 0.017; 1.266; 0.022
NGC136 ;007.895849;+61.520722;19.877; 0.025;      ;      ; 0.804; 0.023; 1.551; 0.026
NGC136 ;007.954927;+61.499595;19.734; 0.022;      ;      ; 0.832; 0.020; 1.562; 0.022
NGC136 ;007.984301;+61.495314;20.383; 0.035;      ;      ; 0.751; 0.032; 1.436; 0.071
NGC136 ;007.959031;+61.507150;19.424; 0.022;      ;      ; 0.606; 0.017; 1.196; 0.054
NGC136 ;007.872806;+61.541293;19.882; 0.025;      ;      ; 0.790; 0.024; 1.466; 0.053
NGC136 ;007.955796;+61.510450;20.034; 0.038;      ;      ; 0.723; 0.025; 1.423; 0.031
NGC136 ;007.966290;+61.509175;19.992; 0.031;      ;      ; 0.717; 0.024; 1.374; 0.066
NGC136 ;007.915709;+61.529769;20.345; 0.038;      ;      ; 0.718; 0.030; 1.361; 0.039
NGC136 ;007.939733;+61.523141;19.207; 0.038;      ;      ; 0.763; 0.055; 1.413; 0.071
NGC136 ;007.851219;+61.557675;19.783; 0.024;      ;      ; 0.734; 0.021; 1.428; 0.024
NGC136 ;008.002211;+61.504081;19.775; 0.043;      ;      ; 0.638; 0.043; 1.204; 0.054
NGC136 ;007.876966;+61.555095;19.902; 0.025;      ;      ; 0.708; 0.023; 1.308; 0.040
NGC136 ;007.938981;+61.532527;19.861; 0.023;      ;      ; 0.631; 0.021;      ;
NGC136 ;007.880636;+61.557282;19.554; 0.021;      ;      ; 0.686; 0.031; 1.317; 0.022
NGC136 ;007.961926;+61.525589;20.216; 0.030;      ;      ; 0.709; 0.028;      ;
NGC136 ;007.964286;+61.527337;20.118; 0.059;      ;      ; 0.928; 0.026; 1.714; 0.046
NGC136 ;007.992947;+61.519208;19.851; 0.025;      ;      ; 0.872; 0.020; 1.515; 0.024
NGC136 ;007.930974;+61.543505;19.618; 0.027;      ;      ; 0.764; 0.019; 1.487; 0.021
NGC136 ;007.926848;+61.547005;20.060; 0.051;      ;      ; 0.734; 0.058;      ;
NGC136 ;007.989324;+61.525017;19.829; 0.039;      ;      ; 0.699; 0.033;      ;
NGC136 ;007.900990;+61.560331;19.903; 0.027;      ;      ; 0.677; 0.023; 1.298; 0.027
NGC136 ;007.973970;+61.537178;19.569; 0.019;      ;      ; 0.949; 0.018; 1.682; 0.026
NGC136 ;007.927485;+61.555631;19.635; 0.022;      ;      ; 0.859; 0.029; 1.528; 0.021
NGC136 ;008.008616;+61.525718;19.119; 0.053;      ;      ; 0.764; 0.019; 1.446; 0.027
NGC136 ;007.964142;+61.545849;20.101; 0.045;      ;      ; 0.687; 0.069; 1.283; 0.031
NGC136 ;007.933905;+61.558047;19.736; 0.038;      ;      ; 0.673; 0.026; 1.314; 0.025
NGC136 ;007.949403;+61.552062;19.536; 0.027;      ;      ; 0.641; 0.020; 1.248; 0.021
NGC136 ;007.810455;+61.472625;20.027; 0.028;      ;      ; 0.769; 0.027; 1.516; 0.053
NGC136 ;007.887765;+61.476008;19.210; 0.015;      ;      ; 0.496; 0.016; 1.021; 0.039
NGC136 ;007.903357;+61.485836;19.541; 0.017;      ;      ; 0.699; 0.037; 1.334; 0.065
NGC136 ;007.843843;+61.535220;20.070; 0.050;      ;      ; 0.721; 0.026; 1.428; 0.060
NGC136 ;007.884317;+61.536530;19.735; 0.027;      ;      ; 0.754; 0.020; 1.425; 0.024
NGC136 ;007.841258;+61.563677;19.344; 0.017;      ;      ; 0.742; 0.016; 1.425; 0.023
NGC136 ;007.817015;+61.475591;19.882; 0.042;      ;      ; 0.728; 0.070; 1.400; 0.033
NGC136 ;007.855100;+61.488467;19.943; 0.070;      ;      ; 0.691; 0.028; 1.418; 0.027
NGC136 ;007.926898;+61.463166;19.747; 0.021;      ;      ; 0.609; 0.025; 1.254; 0.022
NGC136 ;007.896414;+61.502281;20.136; 0.029;      ;      ; 0.792; 0.034; 1.491; 0.035
NGC136 ;007.929231;+61.503475;18.560; 0.011;      ;      ; 0.887; 0.014; 1.730; 0.011
NGC136 ;007.879310;+61.549406;19.150; 0.029;      ;      ; 0.676; 0.032; 1.231; 0.023
NGC136 ;007.901386;+61.543989;18.305; 0.016;      ;      ; 0.531; 0.010; 1.005; 0.016
NGC136 ;007.904436;+61.568985;19.068; 0.014;      ;      ; 0.890; 0.023; 1.594; 0.037
NGC136 ;007.912266;+61.489360;16.071; 0.006;      ;      ; 0.854; 0.009; 1.656; 0.007
NGC136 ;007.892801;+61.508710;18.393; 0.010;      ;      ; 0.646; 0.010; 1.310; 0.027
NGC136 ;008.008322;+61.509006;18.970; 0.015;      ;      ; 0.708; 0.016; 1.312; 0.016
NGC136 ;007.907615;+61.568934;18.947; 0.052;      ;      ; 0.603; 0.026; 1.156; 0.066
NGC136 ;007.868703;+61.451568;19.865; 0.035;      ;      ; 0.743; 0.034; 1.440; 0.025
NGC136 ;007.783883;+61.492428;20.675; 0.043;      ;      ; 0.685; 0.040; 1.551; 0.045
NGC136 ;007.847818;+61.470999;20.817; 0.066;      ;      ; 0.734; 0.046;      ;
NGC136 ;007.829052;+61.478484;20.798; 0.050;      ;      ; 1.001; 0.048; 1.826; 0.049
NGC136 ;007.808879;+61.488039;20.374; 0.035;      ;      ; 0.838; 0.032;      ;
NGC136 ;007.832573;+61.480621;20.678; 0.045;      ;      ; 0.838; 0.040; 1.589; 0.047
NGC136 ;007.892618;+61.468999;20.446; 0.037;      ;      ; 0.793; 0.033; 1.554; 0.038
NGC136 ;007.884185;+61.485975;20.246; 0.046;      ;      ; 0.855; 0.039; 1.583; 0.046
NGC136 ;007.896787;+61.482021;20.332; 0.062;      ;      ; 1.331; 0.034; 2.861; 0.042
NGC136 ;007.910387;+61.477127;20.281; 0.036;      ;      ; 1.130; 0.049; 2.013; 0.053
NGC136 ;007.964520;+61.472574;19.946; 0.025;      ;      ; 0.866; 0.023;      ;
NGC136 ;007.884783;+61.507324;20.346; 0.035;      ;      ; 0.897; 0.031;      ;
NGC136 ;007.944709;+61.484627;20.346; 0.033;      ;      ; 0.705; 0.031; 1.386; 0.044
NGC136 ;007.893389;+61.506850;21.003; 0.058;      ;      ; 1.215; 0.056;      ;
NGC136 ;007.944016;+61.493503;20.480; 0.041;      ;      ; 0.750; 0.037; 1.488; 0.038
NGC136 ;007.866519;+61.529572;20.869; 0.053;      ;      ; 0.719; 0.048; 1.454; 0.055
NGC136 ;007.850292;+61.537006;20.752; 0.045;      ;      ; 0.870; 0.042; 1.606; 0.051
NGC136 ;007.944448;+61.507876;21.030; 0.058;      ;      ; 0.909; 0.052;      ;
NGC136 ;007.941585;+61.513994;20.765; 0.048;      ;      ; 1.073; 0.042; 2.127; 0.045
NGC136 ;007.939907;+61.515954;20.443; 0.037;      ;      ; 0.820; 0.033; 1.629; 0.038
NGC136 ;007.998902;+61.503743;21.010; 0.057;      ;      ; 0.635; 0.052;      ;
NGC136 ;007.884190;+61.551243;20.618; 0.042;      ;      ; 0.692; 0.061;      ;
NGC136 ;007.840613;+61.448853;20.752; 0.047;      ;      ; 0.836; 0.042; 1.628; 0.049
NGC136 ;007.770046;+61.477892;20.219; 0.031;      ;      ; 0.717; 0.029; 1.533; 0.033
NGC136 ;007.874280;+61.438112;20.908; 0.054;      ;      ; 0.748; 0.049; 1.559; 0.057
NGC136 ;007.794061;+61.470964;20.240; 0.031;      ;      ; 0.722; 0.053; 1.423; 0.034
NGC136 ;007.807951;+61.466470;20.483; 0.038;      ;      ; 0.646; 0.036;      ;
NGC136 ;007.842557;+61.454599;21.220; 0.068;      ;      ; 0.859; 0.060; 1.665; 0.069
NGC136 ;007.886148;+61.441735;20.222; 0.034;      ;      ; 1.260; 0.034; 2.657; 0.032
NGC136 ;007.776361;+61.486534;21.304; 0.094;      ;      ; 0.838; 0.084;      ;
NGC136 ;007.754598;+61.495890;20.800; 0.048;      ;      ; 0.783; 0.044; 1.578; 0.049
NGC136 ;007.892009;+61.445910;20.417; 0.036;      ;      ; 0.870; 0.042; 1.528; 0.039
NGC136 ;007.821851;+61.473480;20.230; 0.031;      ;      ; 0.971; 0.028; 1.796; 0.030
NGC136 ;007.809551;+61.478713;19.840; 0.024;      ;      ; 0.708; 0.028; 1.426; 0.029
NGC136 ;007.826369;+61.473558;21.452; 0.095;      ;      ; 1.284; 0.079;      ;
NGC136 ;007.787201;+61.492207;20.851; 0.063;      ;      ; 0.851; 0.053;      ;
NGC136 ;007.870260;+61.460653;20.686; 0.063;      ;      ; 0.744; 0.061; 1.553; 0.066
NGC136 ;007.768127;+61.501091;20.369; 0.035;      ;      ; 0.829; 0.035; 1.573; 0.039
NGC136 ;007.776171;+61.498929;20.181; 0.032;      ;      ; 0.872; 0.029; 1.616; 0.066
NGC136 ;007.882685;+61.460857;20.584; 0.041;      ;      ; 0.958; 0.037; 1.868; 0.049
NGC136 ;007.915971;+61.448478;20.826; 0.050;      ;      ; 0.706; 0.043;      ;
NGC136 ;007.808592;+61.492057;20.212; 0.052;      ;      ; 0.717; 0.061;      ;
NGC136 ;007.893449;+61.458524;20.473; 0.036;      ;      ; 0.684; 0.033;      ;
NGC136 ;007.773389;+61.506566;20.211; 0.031;      ;      ; 0.780; 0.064; 1.505; 0.041
NGC136 ;007.922041;+61.451834;19.769; 0.050;      ;      ; 0.631; 0.052;      ;
NGC136 ;007.896831;+61.462550;20.775; 0.048;      ;      ; 0.743; 0.043;      ;
NGC136 ;007.917806;+61.455344;20.450; 0.062;      ;      ; 0.712; 0.032;      ;
NGC136 ;007.853945;+61.482770;21.079; 0.061;      ;      ; 0.573; 0.058; 1.196; 0.074
NGC136 ;007.931800;+61.455437;19.874; 0.023;      ;      ; 0.776; 0.021; 1.510; 0.024
NGC136 ;007.845645;+61.489631;20.277; 0.041;      ;      ; 1.096; 0.039; 1.948; 0.043
NGC136 ;007.948564;+61.457029;20.551; 0.037;      ;      ; 0.768; 0.052;      ;
NGC136 ;007.832163;+61.504480;20.992; 0.067;      ;      ; 1.157; 0.058;      ;
NGC136 ;007.957312;+61.458314;20.107; 0.030;      ;      ; 1.137; 0.027; 2.339; 0.030
NGC136 ;007.931910;+61.468231;20.714; 0.045;      ;      ; 0.823; 0.040; 1.491; 0.048
NGC136 ;007.810573;+61.518683;20.917; 0.057;      ;      ; 0.994; 0.050;      ;
NGC136 ;007.811325;+61.520522;19.616; 0.055;      ;      ; 0.710; 0.025;      ;
NGC136 ;007.873311;+61.499103;20.353; 0.056;      ;      ; 0.700; 0.031;      ;
NGC136 ;007.882426;+61.497730;19.279; 0.027;      ;      ; 0.699; 0.060; 1.422; 0.058
NGC136 ;007.852907;+61.508308;20.391; 0.037;      ;      ; 0.766; 0.034; 1.467; 0.040
NGC136 ;007.874801;+61.500632;20.852; 0.051;      ;      ; 0.883; 0.045;      ;
NGC136 ;007.928222;+61.480357;20.146; 0.032;      ;      ; 0.655; 0.060; 1.299; 0.031
NGC136 ;007.792294;+61.533884;20.062; 0.027;      ;      ; 0.828; 0.032; 1.499; 0.033
NGC136 ;007.866111;+61.507912;21.026; 0.058;      ;      ; 0.858; 0.052;      ;
NGC136 ;007.919421;+61.487108;20.035; 0.026;      ;      ; 0.738; 0.024; 1.444; 0.027
NGC136 ;007.806767;+61.533418;20.968; 0.069;      ;      ; 0.883; 0.052; 1.567; 0.061
NGC136 ;007.963322;+61.474244;20.680; 0.041;      ;      ; 0.758; 0.038;      ;
NGC136 ;007.935593;+61.485651;20.966; 0.055;      ;      ; 0.929; 0.049; 1.805; 0.055
NGC136 ;007.952633;+61.481145;20.366; 0.033;      ;      ; 0.769; 0.031; 1.527; 0.066
NGC136 ;007.933717;+61.489070;20.384; 0.036;      ;      ; 0.692; 0.033; 1.409; 0.037
NGC136 ;007.977526;+61.473627;20.910; 0.050;      ;      ; 0.796; 0.046; 1.494; 0.054
NGC136 ;007.832334;+61.530667;20.499; 0.040;      ;      ; 0.748; 0.037;      ;
NGC136 ;007.850012;+61.524792;20.772; 0.047;      ;      ; 0.643; 0.052;      ;
NGC136 ;007.963259;+61.482060;20.216; 0.030;      ;      ; 0.727; 0.045; 1.444; 0.049
NGC136 ;007.947742;+61.489463;20.274; 0.030;      ;      ; 0.700; 0.028;      ;
NGC136 ;007.967427;+61.482108;20.667; 0.046;      ;      ; 0.750; 0.039;      ;
NGC136 ;007.813991;+61.541760;20.210; 0.031;      ;      ; 1.192; 0.028; 2.330; 0.029
NGC136 ;007.833129;+61.536334;19.873; 0.038;      ;      ; 1.075; 0.047; 1.998; 0.071
NGC136 ;007.938590;+61.495385;19.731; 0.022;      ;      ; 0.890; 0.020; 1.761; 0.021
NGC136 ;007.875518;+61.521172;20.088; 0.028;      ;      ; 0.936; 0.025; 1.669; 0.028
NGC136 ;007.933428;+61.501644;20.730; 0.054;      ;      ; 0.866; 0.041; 1.641; 0.047
NGC136 ;007.918870;+61.509267;20.251; 0.031;      ;      ; 0.745; 0.029; 1.510; 0.032
NGC136 ;007.900733;+61.515982;20.171; 0.029;      ;      ; 0.731; 0.027;      ;
NGC136 ;007.877582;+61.526418;20.178; 0.028;      ;      ; 0.757; 0.027; 1.415; 0.033
NGC136 ;007.981525;+61.486739;20.915; 0.051;      ;      ; 0.814; 0.052;      ;
NGC136 ;007.847267;+61.540935;20.525; 0.041;      ;      ; 1.038; 0.036; 1.884; 0.040
NGC136 ;007.928717;+61.510182;20.409; 0.043;      ;      ; 0.732; 0.033; 1.348; 0.068
NGC136 ;007.907493;+61.518468;20.548; 0.038;      ;      ; 0.765; 0.036; 1.578; 0.066
NGC136 ;007.877306;+61.531136;20.762; 0.046;      ;      ; 0.748; 0.042;      ;
NGC136 ;007.859690;+61.539180;20.826; 0.049;      ;      ; 0.816; 0.045; 1.597; 0.050
NGC136 ;007.829921;+61.549569;20.851; 0.051;      ;      ; 0.856; 0.046;      ;
NGC136 ;007.893664;+61.525161;19.382; 0.018;      ;      ; 0.830; 0.044; 1.578; 0.017
NGC136 ;007.986066;+61.490025;20.398; 0.064;      ;      ; 0.890; 0.031; 1.599; 0.069
NGC136 ;007.896255;+61.528269;20.365; 0.060;      ;      ; 0.828; 0.059; 1.604; 0.044
NGC136 ;007.838469;+61.551214;21.044; 0.063;      ;      ; 0.967; 0.055;      ;
NGC136 ;007.838810;+61.552663;20.841; 0.051;      ;      ; 0.678; 0.058; 1.314; 0.067
NGC136 ;007.975258;+61.498966;20.225; 0.028;      ;      ; 0.694; 0.026;      ;
NGC136 ;007.998331;+61.490399;20.673; 0.042;      ;      ; 0.749; 0.053;      ;
NGC136 ;007.897626;+61.529847;20.278; 0.033;      ;      ; 0.762; 0.030; 1.511; 0.034
NGC136 ;007.887335;+61.534870;19.368; 0.029;      ;      ; 0.827; 0.020; 1.573; 0.038
NGC136 ;007.931305;+61.521016;20.521; 0.043;      ;      ; 0.683; 0.040;      ;
NGC136 ;007.926398;+61.523117;20.734; 0.048;      ;      ; 0.979; 0.042; 1.734; 0.049
NGC136 ;007.866054;+61.547373;20.186; 0.029;      ;      ; 0.724; 0.027; 1.484; 0.052
NGC136 ;007.952670;+61.513949;21.109; 0.060;      ;      ; 0.871; 0.054;      ;
NGC136 ;008.002363;+61.495015;20.926; 0.054;      ;      ; 0.767; 0.063; 1.500; 0.055
NGC136 ;007.929907;+61.523325;20.546; 0.040;      ;      ; 0.833; 0.036;      ;
NGC136 ;007.909458;+61.538178;20.827; 0.050;      ;      ; 1.168; 0.044; 2.214; 0.047
NGC136 ;007.886027;+61.549263;20.126; 0.029;      ;      ; 0.888; 0.030; 1.637; 0.029
NGC136 ;007.947707;+61.531553;20.422; 0.034;      ;      ; 0.817; 0.031;      ;
NGC136 ;007.963008;+61.528567;20.965; 0.057;      ;      ; 0.855; 0.052;      ;
NGC136 ;008.012881;+61.509234;19.984; 0.037;      ;      ; 0.882; 0.041; 1.528; 0.049
NGC136 ;008.006898;+61.514674;20.861; 0.055;      ;      ; 0.774; 0.043;      ;
NGC136 ;007.942319;+61.544140;19.976; 0.025;      ;      ; 0.689; 0.027;      ;
NGC136 ;007.887423;+61.568893;19.860; 0.025;      ;      ; 0.948; 0.023; 1.695; 0.026
NGC136 ;007.949877;+61.545215;21.008; 0.058;      ;      ; 0.799; 0.052;      ;
NGC136 ;007.930696;+61.557678;20.712; 0.043;      ;      ; 0.847; 0.039;      ;
NGC136 ;007.979709;+61.538835;20.978; 0.058;      ;      ; 0.911; 0.051; 1.615; 0.058
NGC136 ;007.935983;+61.556816;20.416; 0.035;      ;      ; 0.800; 0.032;      ;
NGC136 ;007.834043;+61.458321;20.126; 0.035;      ;      ; 1.245; 0.030; 2.498; 0.029
NGC136 ;007.917264;+61.440721;20.981; 0.056;      ;      ; 0.961; 0.050;      ;
NGC136 ;007.824739;+61.496277;20.676; 0.045;      ;      ; 0.739; 0.041; 1.392; 0.048
NGC136 ;007.942555;+61.467057;20.309; 0.031;      ;      ; 0.742; 0.029; 1.375; 0.056
NGC136 ;007.895748;+61.506649;20.705; 0.045;      ;      ; 0.718; 0.065; 1.444; 0.048
NGC136 ;007.953667;+61.486952;20.851; 0.046;      ;      ; 0.784; 0.043; 1.552; 0.048
NGC136 ;007.953570;+61.490510;19.823; 0.034;      ;      ; 0.697; 0.022; 1.354; 0.058
NGC136 ;007.858582;+61.541420;20.363; 0.066;      ;      ; 0.699; 0.039;      ;
NGC136 ;007.968122;+61.511773;20.938; 0.054;      ;      ; 1.043; 0.048;      ;
NGC136 ;007.899068;+61.544250;20.574; 0.041;      ;      ; 0.843; 0.045;      ;
NGC136 ;007.868074;+61.559786;20.415; 0.039;      ;      ; 0.857; 0.034;      ;
NGC136 ;007.828692;+61.489629;20.813; 0.052;      ;      ; 0.916; 0.053; 1.657; 0.052
NGC136 ;007.804092;+61.502164;20.809; 0.050;      ;      ; 0.788; 0.046;      ;
NGC136 ;007.917149;+61.470507;20.484; 0.036;      ;      ; 0.755; 0.055; 1.461; 0.039
NGC136 ;007.828666;+61.518805;20.769; 0.049;      ;      ; 0.850; 0.047; 1.571; 0.064
NGC136 ;007.880415;+61.519540;20.212; 0.030;      ;      ; 0.825; 0.035; 1.570; 0.065
NGC136 ;007.960213;+61.521392;20.463; 0.041;      ;      ; 0.755; 0.037;      ;
NGC136 ;007.922230;+61.546328;19.419; 0.018;      ;      ; 0.700; 0.034;      ;
NGC136 ;007.738599;+61.488761;19.086; 0.015;      ;      ;      ;      ; 1.556; 0.016
NGC136 ;007.734542;+61.490982;19.621; 0.036;      ;      ;      ;      ; 1.404; 0.037
NGC136 ;007.737517;+61.497967;19.242; 0.033;      ;      ;      ;      ; 1.431; 0.021
NGC136 ;007.735799;+61.499587;19.237; 0.042;      ;      ;      ;      ; 1.491; 0.032
NGC136 ;007.866914;+61.499526;20.089; 0.058;      ;      ;      ;      ; 1.433; 0.062
NGC136 ;007.878064;+61.517442;19.722; 0.052;      ;      ;      ;      ; 1.441; 0.030
NGC136 ;007.728598;+61.495222;19.103; 0.015;      ;      ;      ;      ; 1.347; 0.016
NGC136 ;007.740319;+61.489470;19.923; 0.030;      ;      ;      ;      ; 1.632; 0.036
NGC136 ;007.818146;+61.490113;18.460; 0.021;      ;      ;      ;      ; 1.361; 0.042
NGC136 ;007.938126;+61.477734;19.562; 0.020;      ;      ;      ;      ; 1.274; 0.053
NGC136 ;007.735094;+61.492861;20.281; 0.036;      ;      ;      ;      ; 1.620; 0.037
NGC136 ;007.772950;+61.484057;20.829; 0.053;      ;      ;      ;      ; 2.553; 0.059
NGC136 ;007.732411;+61.499918;20.961; 0.058;      ;      ;      ;      ; 2.145; 0.055
NGC136 ;007.868192;+61.449400;20.533; 0.069;      ;      ;      ;      ; 1.681; 0.042
NGC136 ;007.737040;+61.500956;20.876; 0.055;      ;      ;      ;      ; 1.773; 0.054
NGC136 ;007.738939;+61.501465;19.918; 0.046;      ;      ;      ;      ; 1.469; 0.027
NGC136 ;007.824439;+61.472599;20.690; 0.045;      ;      ;      ;      ; 1.599; 0.047
NGC136 ;007.773480;+61.495641;20.619; 0.055;      ;      ;      ;      ; 1.475; 0.046
NGC136 ;007.762052;+61.504262;20.894; 0.067;      ;      ;      ;      ; 1.630; 0.055
NGC136 ;007.852180;+61.476064;20.860; 0.052;      ;      ;      ;      ; 1.541; 0.059
NGC136 ;007.891112;+61.497416;20.853; 0.069;      ;      ;      ;      ; 2.130; 0.065
NGC136 ;007.852145;+61.541693;21.485; 0.097;      ;      ;      ;      ; 3.197; 0.086
NGC136 ;007.939651;+61.521352;20.270; 0.033;      ;      ;      ;      ; 1.513; 0.048
NGC136 ;007.904689;+61.536591;20.620; 0.059;      ;      ;      ;      ; 1.429; 0.056
NGC136 ;007.812146;+61.499002;20.460; 0.040;      ;      ;      ;      ; 1.629; 0.062
NGC136 ;007.933871;+61.469569;20.688; 0.061;      ;      ;      ;      ; 1.426; 0.048
NGC136 ;007.823760;+61.520866;20.585; 0.051;      ;      ;      ;      ; 1.505; 0.044
NGC136 ;007.908429;+61.455108;20.439; 0.048;      ;      ;      ;      ; 1.526; 0.041
