#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:22:37 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:22:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/401/531/table8&-order=I&-out=Seq&-out=NL&-out=RA2000&-out=DE2000&-out=Np&-out=pmX&-out=e_pmX&-out=pmY&-out=e_pmY&-out=Vmag&-out=B-V&-out=Prob&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_34010531
#Name: J/A+A/401/531
#Title: Proper motions in NGC 7243 (Jilinski+, 2003)
#INFO	ivoid=ivo://cds.vizier/j/a+a/401/531	    IVOID of underlying data collection
#INFO	creator=Jilinski E.G.	    First author or institution
#INFO	cites=bibcode:2003A&A...401..531J	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/401/531	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.34010531	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-09-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1949.830:	eq_FK5 J2000
#Table	J_A_A_401_531_table8:
#Name: J/A+A/401/531/table8
#Title: Star positions, proper motions, BV photometry, and membership probabilities
#Column	Seq	(I4)	[1/2623] Sequence number of the star	[ucd=meta.id]
#Column	NL	(I3)	[]? Identification from Lengauer (1)	[ucd=meta.id]
#Column	RA2000	(A11)	Right Ascension Eq=2000.0, Ep=1949.83 (3)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A11)	Declination	[ucd=pos.eq.dec;meta.main]
#Column	Np	(I2)	? Number of astrometric plate pairs used	[ucd=meta.id;instr.plate]
#Column	pmX	(F5.1)	? Relative proper motions in X	[ucd=pos.pm;pos.cartesian.x]
#Column	e_pmX	(F4.1)	? Standard error in pmX	[ucd=stat.error]
#Column	pmY	(F5.1)	? Relative proper motions in Y	[ucd=pos.pm;pos.cartesian.y]
#Column	e_pmY	(F4.1)	? Standard error in pmY	[ucd=stat.error]
#Column	Vmag	(F6.3)	? V magnitude of a star	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? (B-V) colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Prob	(I2)	? Membership probability	[ucd=stat]
#Column	_RA.icrs	(A11)	Right ascension (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A11)	Declination (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Seq;NL;RA2000;DE2000;Np;pmX;e_pmX;pmY;e_pmY;Vmag;B-V;Prob;_RA.icrs;_DE.icrs
2017;   ;22 18 34.90;+50 17 02.0; 9;  0.4; 0.9; -0.3; 1.5;13.450; 1.000;89;22 18 34.98;+50 17 02.0
2018;   ;22 18 41.50;+50 15 55.3; 6;  7.5; 1.9; -1.7; 2.3;14.120; 1.300; 0;22 18 41.58;+50 15 55.3
2019;167;22 18 47.42;+50 16 05.0;10; -5.0; 1.8;  4.0; 0.8; 8.550; 1.270; 0;22 18 47.50;+50 16 05.0
2020;   ;22 18 45.13;+50 20 52.8; 6; -3.6; 0.6; -2.4; 1.6;13.150; 1.480; 0;22 18 45.21;+50 20 52.8
2021;   ;22 18 43.05;+50 21 24.7;  ;     ;    ;     ;    ;14.530; 0.770;  ;22 18 43.13;+50 21 24.7
2022;   ;22 18 47.20;+50 23 16.0;10;-11.2; 0.7; -3.6; 1.3;12.840; 0.820; 0;22 18 47.28;+50 23 16.0
2023;   ;22 18 42.07;+50 23 18.7;10; -3.7; 1.4; -2.0; 1.3;13.310; 1.300; 0;22 18 42.15;+50 23 18.7
2024;   ;22 18 40.16;+50 24 02.7;10; -0.2; 1.5; -1.9; 1.0;10.900; 1.480;33;22 18 40.24;+50 24 02.7
2025;   ;22 18 38.07;+50 23 09.8;  ;     ;    ;     ;    ;14.010; 1.150;  ;22 18 38.15;+50 23 09.8
2026;   ;22 18 38.95;+50 22 01.0;10;  3.9; 1.1;  7.0; 0.7;13.060; 0.800; 0;22 18 39.03;+50 22 01.0
2027;   ;22 18 38.88;+50 21 01.6; 9; -1.8; 1.7;  4.5; 1.3;14.780; 0.580; 0;22 18 38.96;+50 21 01.6
2028;   ;22 18 39.47;+50 20 43.1; 8; -0.3; 1.9; -1.7; 2.0;13.840; 1.220;33;22 18 39.55;+50 20 43.1
2029;   ;22 18 31.33;+50 20 19.2; 8; -9.2; 1.3; -2.0; 1.0;14.640; 0.720; 0;22 18 31.41;+50 20 19.2
2030;164;22 18 28.75;+50 19 57.8;10; -1.9; 0.8; -3.9; 0.9;11.720; 0.910; 0;22 18 28.83;+50 19 57.8
2031;   ;22 18 27.50;+50 21 33.6; 9;  0.8; 1.0; -5.3; 1.2;12.840; 0.600; 0;22 18 27.58;+50 21 33.6
2032;   ;22 18 24.12;+50 23 15.5;  ;     ;    ;     ;    ;14.090; 0.800;  ;22 18 24.20;+50 23 15.5
2033;   ;22 18 23.00;+50 24 16.5; 9;  6.6; 1.7;  3.6; 2.1;13.600; 1.360; 0;22 18 23.08;+50 24 16.5
2034;   ;22 18 11.82;+50 23 56.5;10; -4.8; 1.0; -1.3; 0.8;13.360; 0.490; 0;22 18 11.90;+50 23 56.5
2035;   ;22 18 07.63;+50 23 43.2; 8; -2.7; 1.7; -0.2; 1.2;14.080; 0.500; 0;22 18 07.71;+50 23 43.2
2036;   ;22 18 11.01;+50 22 52.9;10; -2.1; 1.4; -1.6; 1.1;13.960; 0.680; 0;22 18 11.09;+50 22 52.9
2037;161;22 18 15.30;+50 22 26.6;10;  5.5; 1.4;  7.4; 0.8;10.740; 0.720; 0;22 18 15.38;+50 22 26.6
2038;   ;22 18 16.20;+50 21 48.2;10; 11.6; 1.6;  3.5; 1.1;13.490; 1.010; 0;22 18 16.28;+50 21 48.2
2039;   ;22 18 18.42;+50 20 37.6;10;  2.4; 1.1; -0.8; 0.7;13.430; 0.560;97;22 18 18.50;+50 20 37.6
2040;   ;22 18 19.09;+50 20 07.4; 9; -3.1; 1.5; -1.7; 1.3;13.810; 0.640; 0;22 18 19.17;+50 20 07.4
2041;   ;22 18 16.11;+50 19 38.5; 7; -4.5; 1.6; -2.4; 1.3;13.260; 1.410; 0;22 18 16.19;+50 19 38.5
2042;   ;22 18 13.02;+50 20 26.9;  ;     ;    ;     ;    ;14.610; 0.970;  ;22 18 13.10;+50 20 26.9
2043;   ;22 18 09.07;+50 20 43.3; 8;  1.3; 1.8; -2.4; 1.1;13.620; 1.440;67;22 18 09.15;+50 20 43.3
2044;   ;22 18 08.62;+50 21 47.1; 9; -6.8; 1.5; -5.1; 1.4;13.550; 0.260; 0;22 18 08.70;+50 21 47.1
2045;   ;22 18 01.15;+50 21 36.7;10;  2.3; 1.4; -0.9; 0.5;13.340; 0.440;97;22 18 01.23;+50 21 36.7
2046;   ;22 18 00.10;+50 23 04.2; 9;-22.6; 0.9; -7.9; 1.3;14.410; 0.680; 0;22 18 00.18;+50 23 04.2
2047;   ;22 17 58.82;+50 24 00.5;  ;     ;    ;     ;    ;13.990; 0.800;  ;22 17 58.90;+50 24 00.5
2048;   ;22 17 50.61;+50 23 36.5;  ;     ;    ;     ;    ;14.550; 0.690;  ;22 17 50.69;+50 23 36.5
2049;   ;22 17 59.83;+50 19 57.1; 8; -7.9; 1.2; -4.2; 0.9;14.820; 0.520; 0;22 17 59.91;+50 19 57.1
2050;   ;22 17 57.44;+50 19 52.2;  ;     ;    ;     ;    ;13.340; 1.890;  ;22 17 57.52;+50 19 52.2
2051;   ;22 17 54.69;+50 20 48.3;10;  0.2; 0.7;  3.3; 1.7;13.180; 0.490; 8;22 17 54.77;+50 20 48.3
2052;   ;22 17 52.02;+50 20 20.0; 7; 17.2; 1.5; 11.1; 1.5;14.090; 0.860; 0;22 17 52.10;+50 20 20.0
2053;   ;22 17 46.62;+50 21 22.9; 7;  0.0; 1.2; -5.4; 2.3;14.060; 1.290; 0;22 17 46.70;+50 21 22.9
2054;157;22 17 41.58;+50 19 30.9;10;  2.9; 1.3;  0.1; 1.0;12.700; 0.840;98;22 17 41.66;+50 19 30.9
2055;   ;22 17 39.39;+50 19 26.4; 8; -4.8; 0.7;-10.3; 1.5;13.850; 0.770; 0;22 17 39.47;+50 19 26.4
2056;   ;22 17 35.74;+50 21 33.6;  ;     ;    ;     ;    ;13.870; 1.330;  ;22 17 35.82;+50 21 33.6
2057;   ;22 17 39.48;+50 23 10.1; 8; -5.5; 1.2; -3.9; 1.6;14.250; 0.790; 0;22 17 39.56;+50 23 10.1
2058;   ;22 17 36.21;+50 23 17.5; 6; -7.7; 2.9;  4.9; 0.7;14.380; 0.810; 0;22 17 36.29;+50 23 17.5
2059;   ;22 17 36.37;+50 24 19.4;10;  6.0; 0.6;  2.7; 0.9;13.370; 0.640; 2;22 17 36.45;+50 24 19.4
2060;   ;22 17 30.56;+50 23 18.0; 6; -7.2; 1.1;  4.8; 2.5;12.890; 1.910; 0;22 17 30.64;+50 23 18.0
2061; 65;22 17 22.98;+50 24 14.8;10; -3.7; 1.0;  2.3; 1.4;12.630; 0.170; 0;22 17 23.06;+50 24 14.8
2062;   ;22 17 23.61;+50 23 23.8; 6; -0.2; 2.1;  0.9; 0.9;14.690; 0.540;61;22 17 23.69;+50 23 23.8
2063;   ;22 17 25.77;+50 20 58.3; 9; -2.6; 1.5;  0.5; 0.8;14.080; 0.790; 0;22 17 25.85;+50 20 58.3
2064;   ;22 17 25.17;+50 19 43.3;  ;     ;    ;     ;    ;13.730; 0.630;  ;22 17 25.25;+50 19 43.3
2065;156;22 17 26.01;+50 19 26.6;10;  8.8; 1.2;  5.2; 0.7;11.770; 0.620; 0;22 17 26.09;+50 19 26.6
2066; 64;22 17 15.53;+50 23 42.7; 9;-12.2; 1.2; -4.2; 1.0; 8.280;-0.200; 0;22 17 15.61;+50 23 42.7
2067;   ;22 17 14.72;+50 23 56.0;  ;     ;    ;     ;    ;11.730; 1.410;  ;22 17 14.80;+50 23 56.0
2068;   ;22 17 12.23;+50 24 20.9;  ;     ;    ;     ;    ;14.210; 0.650;  ;22 17 12.31;+50 24 20.9
2069;   ;22 17 06.69;+50 23 29.0;10; -4.9; 1.0; -1.4; 1.5;12.840; 1.240; 0;22 17 06.77;+50 23 29.0
2070;   ;22 17 09.27;+50 22 47.4; 9; -0.2; 0.8;  0.6; 1.2;12.440; 1.700;69;22 17 09.35;+50 22 47.4
2071;   ;22 17 08.51;+50 21 23.7; 7; -9.2; 1.4; -0.7; 1.7;14.170; 0.660; 0;22 17 08.59;+50 21 23.7
2072;   ;22 17 04.37;+50 21 34.7; 9; -1.0; 1.6;  2.7; 1.1;13.810; 1.170; 2;22 17 04.45;+50 21 34.7
2073;   ;22 17 02.95;+50 21 04.3;10; -4.3; 0.7; -1.9; 1.0;13.670; 1.240; 0;22 17 03.03;+50 21 04.3
2074;   ;22 16 58.90;+50 20 06.3;10; 16.1; 0.8;  6.8; 0.7;12.890; 1.380; 0;22 16 58.98;+50 20 06.3
2075;150;22 16 51.97;+50 19 39.3;10;  4.2; 0.8;-20.4; 1.0;10.720; 0.460; 0;22 16 52.05;+50 19 39.3
2076;   ;22 16 49.69;+50 20 37.6;  ;     ;    ;     ;    ;14.800; 0.540;  ;22 16 49.77;+50 20 37.6
2077;   ;22 16 44.00;+50 20 18.2; 8;  4.5; 1.9; -2.7; 1.5;14.420; 1.030;29;22 16 44.08;+50 20 18.2
2078;   ;22 16 43.55;+50 22 30.6;10; -0.3; 1.0;  9.2; 1.6;13.900; 0.870; 0;22 16 43.63;+50 22 30.6
2079;   ;22 16 49.11;+50 23 19.8; 8; -1.9; 1.1;  1.5; 1.0;14.060; 0.410; 1;22 16 49.19;+50 23 19.8
2080;   ;22 16 40.37;+50 24 10.2;10; -3.0; 1.7;  2.5; 1.0;14.680; 0.580; 0;22 16 40.45;+50 24 10.2
2081;   ;22 16 37.52;+50 24 17.9; 8; -1.3; 1.9; -4.6; 1.2;14.410; 0.990; 0;22 16 37.60;+50 24 17.9
2082;   ;22 16 35.95;+50 24 05.8;10; 13.8; 1.4; 13.6; 1.0;14.500; 0.730; 0;22 16 36.03;+50 24 05.8
2083;   ;22 16 31.27;+50 20 23.8;10;  1.7; 0.5; -1.0; 1.2;13.640; 0.840;96;22 16 31.35;+50 20 23.8
2084;   ;22 16 25.67;+50 21 17.7; 8; -3.9; 0.8; -6.2; 1.4;14.140; 0.630; 0;22 16 25.75;+50 21 17.7
2085;   ;22 16 21.41;+50 20 34.9; 6; -1.6; 1.3;  2.0; 2.1;13.290; 1.460; 1;22 16 21.49;+50 20 34.9
2086;   ;22 16 22.13;+50 23 20.0; 6; -2.0; 1.9;  1.5; 1.5;14.740; 0.630; 0;22 16 22.21;+50 23 20.0
2087;   ;22 16 17.88;+50 23 33.4;  ;     ;    ;     ;    ;14.850; 0.820;  ;22 16 17.96;+50 23 33.4
2088;   ;22 16 12.28;+50 23 25.9;10; -0.3; 1.5; -3.7; 0.6;13.490; 1.020; 1;22 16 12.36;+50 23 25.9
2089;   ;22 16 12.13;+50 22 43.1; 9; -2.7; 0.9;  1.1; 1.6;14.780; 0.600; 0;22 16 12.21;+50 22 43.1
2090;143;22 16 15.66;+50 20 47.1;10;  9.6; 0.6;  7.0; 0.6;12.710; 0.510; 0;22 16 15.74;+50 20 47.1
2091;142;22 16 12.30;+50 19 40.7;10;  0.0; 0.6; -5.2; 1.2;12.840; 0.630; 0;22 16 12.38;+50 19 40.7
2092;   ;22 16 01.80;+50 20 17.1; 8;  0.9; 1.3; -0.2; 1.1;13.840; 1.550;94;22 16 01.88;+50 20 17.1
2093;   ;22 15 58.44;+50 20 58.9;  ;     ;    ;     ;    ;14.600; 0.670;  ;22 15 58.52;+50 20 58.9
2094;139;22 16 02.01;+50 21 25.3;10; 22.9; 1.3; 10.3; 1.1;12.170; 1.160; 0;22 16 02.09;+50 21 25.3
2095; 52;22 16 03.10;+50 23 42.7;10;  0.8; 0.8;  0.6; 0.8;12.500; 1.090;93;22 16 03.18;+50 23 42.7
2096;   ;22 15 59.80;+50 23 39.5;  ;     ;    ;     ;    ;14.870; 0.780;  ;22 15 59.88;+50 23 39.5
2097;137;22 15 49.52;+50 22 24.7;10;  4.5; 1.0;  5.5; 0.8; 8.720; 1.630; 0;22 15 49.60;+50 22 24.7
2098;   ;22 15 51.77;+50 20 10.2; 9;  0.4; 1.2;  1.5; 0.6;14.640; 0.700;79;22 15 51.85;+50 20 10.2
2099;   ;22 15 43.25;+50 22 04.4; 7; -3.6; 1.4; -2.7; 0.6;13.010; 1.230; 0;22 15 43.33;+50 22 04.4
2100;   ;22 15 38.76;+50 22 18.5; 9;  0.8; 0.9;  4.7; 1.7;14.310; 0.570; 0;22 15 38.84;+50 22 18.5
2101;   ;22 15 37.98;+50 24 02.4;  ;     ;    ;     ;    ;14.970; 0.650;  ;22 15 38.06;+50 24 02.4
2102;   ;22 15 34.59;+50 22 30.4;10; 46.5; 1.0; 38.8; 1.1;10.470; 0.460; 0;22 15 34.67;+50 22 30.4
2103; 47;22 15 33.25;+50 22 31.6;  ;     ;    ;     ;    ;13.500; 0.670;  ;22 15 33.33;+50 22 31.6
2104;   ;22 15 35.24;+50 22 05.5; 8; -0.9; 1.3;  0.7; 0.6;13.840; 1.210;23;22 15 35.32;+50 22 05.5
2105; 45;22 15 28.32;+50 23 13.5;10; -1.2; 0.9; -2.0; 0.5;11.960; 1.100; 3;22 15 28.40;+50 23 13.5
2106;   ;22 15 27.35;+50 23 47.3; 9;  2.0; 1.1; -4.9; 1.8;14.590; 0.660; 0;22 15 27.43;+50 23 47.3
2107; 44;22 15 21.84;+50 24 01.7; 8; 42.0; 1.6;  6.6; 1.3; 8.190;-0.070; 0;22 15 21.92;+50 24 01.7
2108;   ;22 15 21.95;+50 22 38.6;10; -2.5; 0.8;  4.7; 0.6;13.520; 0.770; 0;22 15 22.03;+50 22 38.6
2109;133;22 15 25.19;+50 20 53.5;10; -6.4; 1.1;  3.8; 0.7;10.670; 0.020; 0;22 15 25.27;+50 20 53.5
2110;   ;22 15 25.51;+50 20 36.8;  ;     ;    ;     ;    ;13.970; 0.790;  ;22 15 25.59;+50 20 36.8
2111;132;22 15 15.91;+50 20 32.9; 8;-16.1; 0.6;-10.5; 0.6;12.750; 0.850; 0;22 15 15.99;+50 20 32.9
2112;   ;22 15 10.11;+50 21 04.0; 7;-15.7; 1.8;-10.0; 1.5;14.380; 0.690; 0;22 15 10.19;+50 21 04.0
2113;   ;22 15 14.22;+50 21 49.4;10; -0.4; 1.0;  3.7; 1.3;14.430; 0.360; 1;22 15 14.30;+50 21 49.4
2114;   ;22 15 07.64;+50 23 51.3; 9; -1.0; 1.0;  1.3; 0.9;13.980; 0.550;16;22 15 07.72;+50 23 51.3
2115; 38;22 14 52.03;+50 24 09.8;10;  3.5; 0.6;  0.8; 0.7;11.840; 1.090;97;22 14 52.11;+50 24 09.8
2116;   ;22 14 54.31;+50 23 34.5; 8; -0.9; 0.8;  1.3; 1.0;13.800; 0.790;18;22 14 54.39;+50 23 34.5
2117; 37;22 14 51.63;+50 22 48.9;10;  1.7; 0.8;  2.6; 0.5;12.710; 0.320;74;22 14 51.71;+50 22 48.9
2118;123;22 14 57.76;+50 22 10.3; 9; 23.8; 1.0; 12.1; 0.8; 9.840; 0.440; 0;22 14 57.84;+50 22 10.3
2119;   ;22 15 00.52;+50 21 37.9; 8; 20.0; 2.0;  9.7; 1.6;14.330; 0.770; 0;22 15 00.60;+50 21 37.9
2120;   ;22 15 00.64;+50 20 18.4;  ;     ;    ;     ;    ;14.480; 0.960;  ;22 15 00.72;+50 20 18.4
2121;   ;22 14 50.67;+50 19 34.3; 8; -1.4; 1.2;  2.4; 0.9;14.630; 0.680; 1;22 14 50.75;+50 19 34.3
2122;121;22 14 44.75;+50 20 54.8;10; 15.2; 1.1; -0.4; 0.7;12.820; 1.090; 0;22 14 44.83;+50 20 54.8
2123;   ;22 14 42.60;+50 22 15.3;  ;     ;    ;     ;    ;14.140; 1.250;  ;22 14 42.68;+50 22 15.3
2124;   ;22 14 37.30;+50 22 51.9;  ;     ;    ;     ;    ;14.760; 0.820;  ;22 14 37.38;+50 22 51.9
2125;   ;22 14 36.37;+50 20 24.1;  ;     ;    ;     ;    ;12.710; 2.710;  ;22 14 36.45;+50 20 24.1
2126;119;22 14 37.33;+50 20 06.8;10; -4.9; 0.8;  4.0; 0.7;12.640; 0.600; 0;22 14 37.41;+50 20 06.8
2127;118;22 14 35.29;+50 19 57.0;10;-11.1; 1.2; -9.5; 0.3;11.600; 1.270; 0;22 14 35.37;+50 19 57.0
2128;   ;22 14 27.73;+50 20 48.7; 9;  0.4; 0.9;  2.0; 0.9;11.900; 1.250;66;22 14 27.81;+50 20 48.7
2129;   ;22 14 26.74;+50 22 01.5;  ;     ;    ;     ;    ;15.290; 0.600;  ;22 14 26.82;+50 22 01.5
2130;   ;22 14 32.53;+50 22 44.2;10;  4.5; 0.8;  2.0; 0.6;13.900; 0.600;72;22 14 32.61;+50 22 44.2
2131;   ;22 14 30.56;+50 23 54.9; 8; -1.5; 1.7;  5.0; 1.5;14.900; 0.550; 0;22 14 30.64;+50 23 54.9
2132;   ;22 14 23.39;+50 22 37.3;  ;     ;    ;     ;    ;15.480; 0.330;  ;22 14 23.47;+50 22 37.3
2133;   ;22 14 23.68;+50 22 03.1;10; -2.9; 0.9; -0.9; 1.2;13.540; 0.920; 0;22 14 23.76;+50 22 03.1
2134;   ;22 14 21.53;+50 20 22.9; 9; -0.1; 1.1;  4.1; 1.2;13.650; 0.440; 1;22 14 21.61;+50 20 22.9
2135;114;22 14 13.35;+50 19 47.1;10; 50.9; 1.2; 26.4; 0.9;12.290; 0.760; 0;22 14 13.43;+50 19 47.1
2136;113;22 14 13.17;+50 20 52.8;10; -2.6; 0.6;  0.2; 0.5;11.660; 0.280; 0;22 14 13.25;+50 20 52.8
2137;   ;22 14 11.98;+50 22 18.7; 9;  0.1; 2.0;  4.5; 1.1;14.700; 0.650; 0;22 14 12.06;+50 22 18.7
2138;   ;22 14 13.70;+50 23 10.3; 9; -0.3; 1.5;  4.0; 0.8;14.250; 0.430; 0;22 14 13.78;+50 23 10.3
2139;   ;22 14 04.84;+50 24 01.0;  ;     ;    ;     ;    ;14.790; 0.730;  ;22 14 04.92;+50 24 01.0
2140; 28;22 14 02.60;+50 24 00.8;10;  1.4; 0.6;  2.7; 0.5;13.180; 0.710;67;22 14 02.68;+50 24 00.8
2141;   ;22 14 02.78;+50 22 36.0; 9; -4.6; 1.9;  3.9; 1.1;14.690; 0.840; 0;22 14 02.86;+50 22 36.0
2142;   ;22 13 49.62;+50 21 33.1; 8; -4.2; 1.1;  0.4; 2.0;14.700; 0.590; 0;22 13 49.70;+50 21 33.1
2143;   ;22 13 46.80;+50 22 03.0; 9; -2.4; 1.2;  2.0; 0.9;13.560; 1.450; 0;22 13 46.88;+50 22 03.0
2144;   ;22 13 52.13;+50 23 36.5;  ;     ;    ;     ;    ;13.540; 1.280;  ;22 13 52.21;+50 23 36.5
2145;   ;22 13 51.65;+50 23 53.5;  ;     ;    ;     ;    ;14.190; 0.770;  ;22 13 51.73;+50 23 53.5
2146;   ;22 13 41.83;+50 21 44.9;10; 16.3; 1.0;  2.4; 1.0;13.880; 0.920; 0;22 13 41.91;+50 21 44.9
2147;   ;22 13 37.96;+50 21 48.4; 9; -2.0; 0.8;  1.1; 0.8;14.200; 0.490; 1;22 13 38.04;+50 21 48.4
2148;   ;22 13 53.20;+50 19 33.6; 9;  2.5; 1.0;  2.8; 0.9;14.280; 0.680;73;22 13 53.28;+50 19 33.6
2149;106;22 13 50.86;+50 19 57.7;10; -1.2; 0.7;  2.5; 0.6;10.210; 0.130; 2;22 13 50.94;+50 19 57.7
2150;   ;22 13 44.48;+50 19 38.8;  ;     ;    ;     ;    ;14.850; 0.990;  ;22 13 44.56;+50 19 38.8
2151;   ;22 13 44.12;+50 20 09.1;10; -8.3; 1.1; -3.1; 0.9;13.610; 0.830; 0;22 13 44.20;+50 20 09.1
2152;   ;22 13 33.24;+50 20 24.2;  ;     ;    ;     ;    ;14.340; 1.410;  ;22 13 33.32;+50 20 24.2
2153;   ;22 13 30.45;+50 20 20.2;  ;     ;    ;     ;    ;14.440; 0.750;  ;22 13 30.53;+50 20 20.2
2154;102;22 13 31.93;+50 20 08.1;10;  2.5; 0.7;  1.7; 0.6;12.620; 0.430;95;22 13 32.01;+50 20 08.1
2155;101;22 13 28.32;+50 19 44.4;10; 21.6; 0.8; 29.8; 1.0;12.600; 0.950; 0;22 13 28.40;+50 19 44.4
2156;   ;22 13 27.86;+50 23 30.3;10;-10.8; 1.1; -4.5; 1.2;13.650; 0.940; 0;22 13 27.94;+50 23 30.3
2157;   ;22 13 20.86;+50 23 49.2;10; -1.6; 0.6;  0.1; 0.9;13.280; 0.940; 4;22 13 20.94;+50 23 49.2
2158;   ;22 13 15.59;+50 20 23.8;10;  4.6; 0.8;  3.0; 1.0;13.470; 0.820;21;22 13 15.67;+50 20 23.8
2159;   ;22 13 09.48;+50 19 28.1; 7;  0.6; 1.6;  9.7; 0.9;14.050; 1.170; 0;22 13 09.56;+50 19 28.1
2160;   ;22 13 02.85;+50 20 12.7; 9; -4.4; 1.6;  0.0; 1.4;14.070; 0.840; 0;22 13 02.93;+50 20 12.7
2161; 90;22 12 57.20;+50 20 20.7;10; -2.7; 0.9;  1.4; 0.6;13.030; 0.390; 0;22 12 57.28;+50 20 20.7
2162; 92;22 13 03.53;+50 21 41.0;10;  0.5; 0.9; -1.4; 0.9;12.740; 0.630;77;22 13 03.61;+50 21 41.0
2163; 94;22 13 04.49;+50 22 00.3; 8;  2.2; 0.8;  0.6; 0.6;13.460; 0.550;98;22 13 04.57;+50 22 00.3
2164;   ;22 13 03.37;+50 22 33.9; 9;  2.3; 1.6;  5.7; 1.3;13.860; 0.900; 0;22 13 03.45;+50 22 33.9
2166; 12;22 13 01.36;+50 24 02.5;10;  1.3; 0.5; -2.2; 0.9;13.160; 0.820;73;22 13 01.44;+50 24 02.5
2167;   ;22 13 09.41;+50 23 52.6;  ;     ;    ;     ;    ;14.760; 0.620;  ;22 13 09.49;+50 23 52.6
2168; 10;22 12 51.13;+50 23 57.4;10; -4.0; 0.8;  1.1; 0.6;12.820; 0.520; 0;22 12 51.21;+50 23 57.4
2169;  9;22 12 44.76;+50 23 50.3;10; -4.6; 0.6; -1.2; 0.6;11.970; 0.160; 0;22 12 44.84;+50 23 50.3
2170;   ;22 12 46.47;+50 23 17.6; 7; -0.9; 2.0; -8.5; 1.7;13.950; 1.310; 0;22 12 46.55;+50 23 17.6
2171;   ;22 12 47.68;+50 23 04.2; 6;  3.1; 1.3;  1.5; 2.3;15.140; 0.520;95;22 12 47.76;+50 23 04.2
2172;   ;22 12 48.68;+50 22 24.6; 9; -1.7; 1.0; -4.1; 0.7;13.220; 0.920; 0;22 12 48.76;+50 22 24.6
2173; 88;22 12 42.69;+50 22 10.0;10; -0.3; 0.6; -2.2; 0.6;13.010; 0.680;17;22 12 42.77;+50 22 10.0
2174;   ;22 12 50.08;+50 19 48.1;  ;     ;    ;     ;    ;14.360; 1.200;  ;22 12 50.16;+50 19 48.1
2175;   ;22 12 38.54;+50 19 50.6;10; -5.5; 1.5; -1.6; 0.6;13.690; 0.780; 0;22 12 38.62;+50 19 50.6
2176; 85;22 12 32.11;+50 19 57.5;10; -1.3; 0.6;  0.4; 1.1;12.130; 0.320; 9;22 12 32.19;+50 19 57.5
2177; 86;22 12 37.06;+50 20 40.7;10;  1.1; 1.2;  5.3; 1.0; 9.790; 0.200; 0;22 12 37.14;+50 20 40.7
2178;   ;22 12 38.37;+50 21 28.2;10;-14.1; 1.0;-10.3; 0.8;13.600; 0.960; 0;22 12 38.45;+50 21 28.2
2179;   ;22 12 40.94;+50 21 34.0;  ;     ;    ;     ;    ;14.940; 0.730;  ;22 12 41.02;+50 21 34.0
2180;   ;22 12 34.84;+50 22 25.3;  ;     ;    ;     ;    ;14.910; 0.700;  ;22 12 34.92;+50 22 25.3
2181;   ;22 12 38.21;+50 24 04.6; 8; -2.8; 2.0; -2.4; 1.2;14.730; 0.420; 0;22 12 38.29;+50 24 04.6
2182;   ;22 12 31.01;+50 23 32.6; 8;  4.4; 2.3; -0.7; 1.2;14.820; 0.640;90;22 12 31.09;+50 23 32.6
2183;   ;22 12 29.01;+50 20 32.9;  ;     ;    ;     ;    ;14.850; 0.700;  ;22 12 29.09;+50 20 32.9
2184;   ;22 12 18.96;+50 20 23.3;10;  1.4; 1.4;  1.3; 1.0;13.530; 1.400;94;22 12 19.04;+50 20 23.3
2185;   ;22 12 20.11;+50 19 38.9; 9; -1.1; 0.9; -5.4; 1.8;13.960; 1.000; 0;22 12 20.19;+50 19 38.9
2186; 82;22 12 15.10;+50 19 24.1; 8;-31.2; 0.9;-12.4; 0.9;12.270; 0.810; 0;22 12 15.18;+50 19 24.1
