#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:13:20 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC7245;333.772287;+54.380316;12.974; 0.008; 1.321; 0.016; 0.753; 0.012; 1.348; 0.008
NGC7245;333.788422;+54.374340;13.700; 0.007; 0.332; 0.012; 0.262; 0.007; 0.453; 0.004
NGC7245;333.864386;+54.372008;14.026; 0.008; 0.668; 0.015; 0.450; 0.009; 0.794; 0.008
NGC7245;333.772261;+54.378696;13.658; 0.012; 1.142; 0.023; 0.697; 0.015; 1.259; 0.013
NGC7245;333.859350;+54.343604;20.165; 0.029;      ;      ; 0.616; 0.038;      ;
NGC7245;333.766591;+54.270004;19.562; 0.021;      ;      ; 0.573; 0.031; 1.158; 0.036
NGC7245;333.779746;+54.264036;19.687; 0.057;      ;      ; 0.740; 0.032; 1.394; 0.038
NGC7245;333.738763;+54.284929;18.927; 0.013;      ;      ; 0.639; 0.013; 1.176; 0.021
NGC7245;333.776578;+54.267023;19.423; 0.030;      ;      ; 0.700; 0.018; 1.331; 0.032
NGC7245;333.687859;+54.310363;19.676; 0.049;      ;      ; 0.796; 0.020;      ;
NGC7245;333.757483;+54.280886;19.316; 0.055;      ;      ; 0.714; 0.031; 1.294; 0.027
NGC7245;333.793175;+54.264218;17.664; 0.008;      ;      ; 0.626; 0.010; 1.143; 0.011
NGC7245;333.797437;+54.263562;17.746; 0.015;      ;      ; 0.643; 0.014; 1.216; 0.012
NGC7245;333.746205;+54.288045;20.180; 0.029;      ;      ; 0.526; 0.029; 0.936; 0.068
NGC7245;333.693013;+54.316457;19.477; 0.019;      ;      ; 0.693; 0.018; 1.181; 0.035
NGC7245;333.697956;+54.315412;19.317; 0.016;      ;      ; 0.648; 0.016; 1.223; 0.028
NGC7245;333.704976;+54.311548;19.637; 0.021;      ;      ; 0.719; 0.020; 1.381; 0.034
NGC7245;333.787242;+54.273112;19.531; 0.019;      ;      ; 0.800; 0.018; 1.474; 0.032
NGC7245;333.805977;+54.267339;18.025; 0.009;      ;      ; 0.728; 0.009; 1.339; 0.012
NGC7245;333.799416;+54.275283;19.390; 0.018;      ;      ; 0.575; 0.018;      ;
NGC7245;333.786405;+54.283801;20.095; 0.070;      ;      ; 0.847; 0.057; 1.592; 0.044
NGC7245;333.806467;+54.274959;19.658; 0.020;      ;      ; 0.670; 0.020; 1.277; 0.035
NGC7245;333.737758;+54.310167;19.666; 0.020;      ;      ; 0.596; 0.020; 1.213; 0.033
NGC7245;333.815771;+54.273348;18.291; 0.027;      ;      ; 0.593; 0.011; 1.139; 0.017
NGC7245;333.744314;+54.308013;19.568; 0.055;      ;      ; 0.797; 0.052; 1.423; 0.029
NGC7245;333.820751;+54.273402;18.382; 0.009;      ;      ; 0.602; 0.011; 1.148; 0.015
NGC7245;333.809622;+54.280852;19.697; 0.037;      ;      ; 0.755; 0.020; 1.427; 0.033
NGC7245;333.822115;+54.275513;19.103; 0.028;      ;      ; 0.667; 0.044; 1.281; 0.027
NGC7245;333.799628;+54.290383;19.763; 0.034;      ;      ; 0.739; 0.036; 1.434; 0.034
NGC7245;333.829813;+54.276190;18.678; 0.019;      ;      ; 0.660; 0.011; 1.241; 0.017
NGC7245;333.803306;+54.290976;18.089; 0.014;      ;      ; 0.825; 0.011; 1.507; 0.012
NGC7245;333.787193;+54.300282;19.619; 0.021;      ;      ; 0.727; 0.019; 1.348; 0.032
NGC7245;333.820081;+54.285041;19.222; 0.016;      ;      ; 0.689; 0.018; 1.303; 0.025
NGC7245;333.829100;+54.281319;19.298; 0.066;      ;      ; 0.698; 0.043; 1.268; 0.027
NGC7245;333.724539;+54.333565;19.944; 0.032;      ;      ; 0.660; 0.024; 1.276; 0.045
NGC7245;333.800124;+54.299613;19.929; 0.046;      ;      ; 0.756; 0.027; 1.395; 0.044
NGC7245;333.802811;+54.300825;18.893; 0.025;      ;      ; 0.709; 0.021; 1.330; 0.020
NGC7245;333.732225;+54.334762;19.980; 0.036;      ;      ; 0.690; 0.027; 1.283; 0.048
NGC7245;333.790562;+54.308294;19.155; 0.015;      ;      ; 0.810; 0.015; 1.494; 0.023
NGC7245;333.843642;+54.284522;18.943; 0.026;      ;      ; 0.591; 0.013; 1.127; 0.022
NGC7245;333.837898;+54.286107;18.383; 0.011;      ;      ; 0.864; 0.012; 1.568; 0.015
NGC7245;333.728194;+54.339398;20.034; 0.037;      ;      ; 0.571; 0.043; 1.105; 0.055
NGC7245;333.772069;+54.321187;19.610; 0.025;      ;      ; 0.705; 0.019; 1.324; 0.032
NGC7245;333.760840;+54.328677;19.073; 0.014;      ;      ; 0.878; 0.026; 1.596; 0.021
NGC7245;333.761170;+54.332607;19.603; 0.020;      ;      ; 0.689; 0.019; 1.348; 0.031
NGC7245;333.844517;+54.294273;19.112; 0.028;      ;      ; 0.642; 0.032; 1.162; 0.023
NGC7245;333.786486;+54.322500;19.536; 0.018;      ;      ; 0.620; 0.018; 1.208; 0.032
NGC7245;333.812219;+54.313243;19.224; 0.040;      ;      ; 0.749; 0.035; 1.354; 0.029
NGC7245;333.785387;+54.326009;19.910; 0.025;      ;      ; 0.862; 0.026; 1.575; 0.037
NGC7245;333.842907;+54.305951;18.478; 0.035;      ;      ; 0.788; 0.018; 1.500; 0.015
NGC7245;333.810837;+54.325832;19.084; 0.022;      ;      ; 0.649; 0.019; 1.279; 0.023
NGC7245;333.780509;+54.340844;19.478; 0.066;      ;      ; 0.685; 0.035; 1.360; 0.031
NGC7245;333.776892;+54.343491;19.913; 0.024;      ;      ; 0.583; 0.066; 1.190; 0.043
NGC7245;333.829598;+54.321339;19.733; 0.039;      ;      ; 0.627; 0.035; 1.192; 0.035
NGC7245;333.825465;+54.322305;20.164; 0.029;      ;      ; 0.677; 0.028; 1.261; 0.053
NGC7245;333.786323;+54.342819;19.456; 0.019;      ;      ; 0.685; 0.018; 1.321; 0.030
NGC7245;333.842751;+54.320040;19.920; 0.028;      ;      ; 0.777; 0.024; 1.367; 0.042
NGC7245;333.804750;+54.340116;18.850; 0.048;      ;      ; 0.617; 0.013; 1.267; 0.020
NGC7245;333.863330;+54.319889;19.405; 0.069;      ;      ; 0.596; 0.060; 1.109; 0.031
NGC7245;333.808572;+54.347119;19.431; 0.018;      ;      ; 0.719; 0.041; 1.400; 0.028
NGC7245;333.877252;+54.315361;19.958; 0.032;      ;      ; 0.703; 0.024; 1.258; 0.046
NGC7245;333.785689;+54.360038;19.631; 0.019;      ;      ; 0.695; 0.019; 1.296; 0.032
NGC7245;333.853318;+54.328559;19.086; 0.014;      ;      ; 0.735; 0.015; 1.393; 0.021
NGC7245;333.818673;+54.346388;19.458; 0.018;      ;      ; 0.605; 0.023; 1.094; 0.032
NGC7245;333.872347;+54.321277;19.985; 0.027;      ;      ; 0.590; 0.026; 1.116; 0.051
NGC7245;333.851837;+54.332908;18.369; 0.023;      ;      ; 0.667; 0.010; 1.219; 0.015
NGC7245;333.856890;+54.331682;19.088; 0.017;      ;      ; 0.672; 0.014; 1.221; 0.023
NGC7245;333.877383;+54.322791;19.730; 0.021;      ;      ; 0.679; 0.020; 1.273; 0.036
NGC7245;333.857205;+54.333753;18.511; 0.010;      ;      ; 0.652; 0.011; 1.210; 0.016
NGC7245;333.887969;+54.320130;19.480; 0.036;      ;      ; 0.691; 0.028; 1.277; 0.032
NGC7245;333.803934;+54.361944;18.792; 0.035;      ;      ; 0.580; 0.012; 1.105; 0.019
NGC7245;333.814931;+54.358984;19.417; 0.017;      ;      ; 0.960; 0.017; 1.694; 0.026
NGC7245;333.819174;+54.357928;18.865; 0.032;      ;      ; 0.617; 0.015; 1.146; 0.021
NGC7245;333.808476;+54.365018;19.669; 0.020;      ;      ; 0.754; 0.020; 1.324; 0.033
NGC7245;333.860784;+54.341876;19.298; 0.055;      ;      ; 0.656; 0.015; 1.172; 0.028
NGC7245;333.871853;+54.338306;19.225; 0.024;      ;      ; 0.748; 0.015; 1.400; 0.031
NGC7245;333.797691;+54.374738;19.906; 0.024;      ;      ; 0.632; 0.023; 1.036; 0.046
NGC7245;333.892314;+54.330054;19.419; 0.056;      ;      ; 0.630; 0.017; 1.242; 0.032
NGC7245;333.823006;+54.364741;19.484; 0.036;      ;      ; 0.575; 0.051; 0.949; 0.036
NGC7245;333.866371;+54.350810;20.185; 0.058;      ;      ; 0.832; 0.029; 1.470; 0.046
NGC7245;333.890045;+54.341332;18.888; 0.014;      ;      ; 0.760; 0.013; 1.365; 0.020
NGC7245;333.862705;+54.356867;19.372; 0.017;      ;      ; 0.721; 0.017; 1.259; 0.028
NGC7245;333.879089;+54.351482;18.838; 0.013;      ;      ; 0.663; 0.012; 1.220; 0.019
NGC7245;333.869017;+54.356262;18.076; 0.037;      ;      ; 0.781; 0.010; 1.446; 0.013
NGC7245;333.840135;+54.372666;19.138; 0.014;      ;      ; 0.759; 0.014; 1.359; 0.022
NGC7245;333.873173;+54.357586;20.085; 0.043;      ;      ; 0.730; 0.029; 1.290; 0.051
NGC7245;333.872201;+54.362345;19.259; 0.019;      ;      ; 0.698; 0.018; 1.304; 0.031
NGC7245;333.818743;+54.268621;17.254; 0.006;      ;      ; 0.419; 0.006; 0.812; 0.009
NGC7245;333.747914;+54.327546;19.473; 0.019;      ;      ; 0.709; 0.018; 1.334; 0.031
NGC7245;333.830315;+54.291080;19.296; 0.016;      ;      ; 0.674; 0.018; 1.195; 0.028
NGC7245;333.795878;+54.329468;20.067; 0.029;      ;      ; 0.751; 0.032; 1.459; 0.044
NGC7245;333.768065;+54.346213;18.919; 0.014;      ;      ; 0.694; 0.025; 1.254; 0.022
NGC7245;333.791617;+54.337614;18.809; 0.015;      ;      ; 0.640; 0.012; 1.208; 0.019
NGC7245;333.777502;+54.362951;19.834; 0.053;      ;      ; 0.615; 0.034; 1.171; 0.038
NGC7245;333.851087;+54.344667;19.440; 0.018;      ;      ; 0.739; 0.035; 1.339; 0.030
NGC7245;333.864409;+54.363088;19.278; 0.023;      ;      ; 0.588; 0.021; 1.092; 0.029
NGC7245;333.739985;+54.284170;20.058; 0.028;      ;      ; 0.828; 0.026; 1.388; 0.047
NGC7245;333.707978;+54.322340;19.676; 0.044;      ;      ; 0.630; 0.046; 1.155; 0.040
NGC7245;333.777119;+54.321162;19.653; 0.067;      ;      ; 0.612; 0.048; 1.147; 0.034
NGC7245;333.832128;+54.297712;19.660; 0.032;      ;      ; 0.619; 0.062; 1.343; 0.036
NGC7245;333.770752;+54.339686;18.875; 0.048;      ;      ; 0.632; 0.025; 1.253; 0.024
NGC7245;333.837083;+54.315225;19.887; 0.029;      ;      ; 0.603; 0.060; 1.186; 0.042
NGC7245;333.786939;+54.340820;19.693; 0.052;      ;      ; 0.722; 0.032; 1.374; 0.036
NGC7245;333.817660;+54.332118;18.467; 0.016;      ;      ; 0.671; 0.011; 1.259; 0.019
NGC7245;333.883737;+54.328656;19.674; 0.021;      ;      ; 0.728; 0.020; 1.320; 0.033
NGC7245;333.833665;+54.353271;20.079; 0.065;      ;      ; 0.635; 0.031; 1.034; 0.058
NGC7245;333.774521;+54.336189;19.254; 0.018;      ;      ; 0.862; 0.018; 1.557; 0.028
NGC7245;333.773543;+54.331478;19.861; 0.036;      ;      ; 0.624; 0.033; 1.220; 0.044
NGC7245;333.767205;+54.276054;18.894; 0.015;      ;      ; 0.651; 0.016; 1.207; 0.025
NGC7245;333.665962;+54.317103;19.452; 0.027;      ;      ; 0.647; 0.021;      ;
NGC7245;333.658133;+54.321026;19.673; 0.043;      ;      ; 0.704; 0.043; 1.300; 0.036
NGC7245;333.670083;+54.328716;19.791; 0.031;      ;      ; 0.595; 0.023; 1.089; 0.043
NGC7245;333.742808;+54.294712;20.120; 0.043;      ;      ; 0.674; 0.027;      ;
NGC7245;333.697765;+54.319641;19.750; 0.023;      ;      ; 0.576; 0.022; 1.135; 0.040
NGC7245;333.686069;+54.333961;18.657; 0.011;      ;      ; 0.601; 0.011; 1.100; 0.017
NGC7245;333.690276;+54.338804;15.335; 0.007;      ;      ; 0.617; 0.006; 1.102; 0.005
NGC7245;333.695713;+54.343899;19.493; 0.033;      ;      ; 0.670; 0.048; 1.185; 0.029
NGC7245;333.751991;+54.347799;14.576; 0.005;      ;      ; 0.291; 0.004; 0.567; 0.004
NGC7245;333.742940;+54.356240;14.367; 0.005;      ;      ; 0.428; 0.005; 0.788; 0.004
NGC7245;333.849832;+54.315637;19.543; 0.021;      ;      ; 0.684; 0.021; 1.195; 0.037
NGC7245;333.732207;+54.372960;14.612; 0.004;      ;      ; 0.301; 0.004; 0.534; 0.004
NGC7245;333.760459;+54.368006;15.065; 0.004;      ;      ; 0.250; 0.004; 0.457; 0.005
NGC7245;333.739813;+54.378457;14.373; 0.009;      ;      ; 0.272; 0.011; 0.468; 0.005
NGC7245;333.756450;+54.395071;17.075; 0.013;      ;      ; 0.515; 0.010; 0.914; 0.008
NGC7245;333.773491;+54.390496;15.030; 0.007;      ;      ; 0.454; 0.010; 0.785; 0.005
NGC7245;333.829682;+54.370267;19.381; 0.024;      ;      ; 0.592; 0.020; 1.001; 0.036
NGC7245;333.819695;+54.376808;19.644; 0.055;      ;      ; 0.608; 0.039; 1.158; 0.034
NGC7245;333.815553;+54.381744;18.912; 0.031;      ;      ; 0.423; 0.013; 0.795; 0.026
NGC7245;333.807518;+54.387607;19.500; 0.019;      ;      ; 0.707; 0.018; 1.283; 0.040
NGC7245;333.792503;+54.397383;18.696; 0.011;      ;      ; 0.472; 0.016; 0.839; 0.026
NGC7245;333.654118;+54.322662;16.934; 0.009;      ;      ; 0.846; 0.009;      ;
NGC7245;333.687322;+54.309092;19.246; 0.016;      ;      ; 0.665; 0.015; 1.268; 0.027
NGC7245;333.669471;+54.317686;18.248; 0.023;      ;      ; 0.555; 0.026; 1.044; 0.015
NGC7245;333.741052;+54.285201;19.856; 0.022;      ;      ; 0.716; 0.022;      ;
NGC7245;333.718183;+54.297050;20.389; 0.048;      ;      ; 0.637; 0.039; 1.286; 0.063
NGC7245;333.666689;+54.322324;16.004; 0.005;      ;      ; 0.390; 0.007; 0.742; 0.006
NGC7245;333.668410;+54.322075;16.873; 0.006;      ;      ; 0.606; 0.007; 1.143; 0.008
NGC7245;333.710197;+54.303213;19.139; 0.015;      ;      ; 0.761; 0.015; 1.358; 0.024
NGC7245;333.684527;+54.315340;19.817; 0.025;      ;      ; 0.903; 0.023; 1.478; 0.040
NGC7245;333.695398;+54.310680;18.466; 0.010;      ;      ; 0.603; 0.010; 1.123; 0.016
NGC7245;333.661047;+54.327088;19.506; 0.019;      ;      ; 0.654; 0.021; 1.232; 0.033
NGC7245;333.733169;+54.294534;18.934; 0.035;      ;      ; 0.628; 0.023; 1.181; 0.021
NGC7245;333.665085;+54.327612;16.820; 0.006;      ;      ; 0.592; 0.007; 1.061; 0.007
NGC7245;333.662689;+54.329970;17.920; 0.031;      ;      ; 0.596; 0.021; 1.150; 0.015
NGC7245;333.674303;+54.324630;18.215; 0.015;      ;      ; 0.656; 0.016; 1.211; 0.015
NGC7245;333.673958;+54.326710;18.099; 0.008;      ;      ; 0.650; 0.009; 1.186; 0.012
NGC7245;333.770352;+54.281147;20.586; 0.042;      ;      ; 0.660; 0.055; 1.296; 0.069
NGC7245;333.680433;+54.324346;18.905; 0.024;      ;      ; 0.642; 0.013; 1.219; 0.021
NGC7245;333.699235;+54.315763;19.977; 0.027;      ;      ; 0.660; 0.036; 1.223; 0.046
NGC7245;333.721358;+54.306803;19.420; 0.018;      ;      ; 0.621; 0.017; 1.209; 0.032
NGC7245;333.678475;+54.327684;18.336; 0.014;      ;      ; 0.576; 0.010; 1.060; 0.016
NGC7245;333.669883;+54.332226;15.491; 0.006;      ;      ; 0.705; 0.007; 1.298; 0.007
NGC7245;333.683648;+54.326569;19.228; 0.020;      ;      ; 0.724; 0.018; 1.327; 0.034
NGC7245;333.670658;+54.334407;19.336; 0.023;      ;      ; 0.782; 0.018; 1.426; 0.031
NGC7245;333.814890;+54.266047;19.935; 0.050;      ;      ; 0.718; 0.026; 1.386; 0.045
NGC7245;333.693484;+54.324067;19.739; 0.022;      ;      ; 0.670; 0.037; 1.319; 0.036
NGC7245;333.674229;+54.334040;19.055; 0.021;      ;      ; 0.564; 0.023; 1.050; 0.024
NGC7245;333.786641;+54.281262;20.241; 0.062;      ;      ; 0.787; 0.039; 1.384; 0.059
NGC7245;333.680264;+54.332055;17.837; 0.008;      ;      ; 0.754; 0.009; 1.387; 0.011
NGC7245;333.695650;+54.325519;14.481; 0.005;      ;      ; 0.255; 0.006; 0.478; 0.004
NGC7245;333.689481;+54.329254;18.405; 0.010;      ;      ; 0.630; 0.010; 1.154; 0.015
NGC7245;333.703545;+54.323536;20.107; 0.028;      ;      ; 0.669; 0.026; 1.209; 0.046
NGC7245;333.679938;+54.334405;19.964; 0.063;      ;      ; 0.689; 0.032; 1.345; 0.044
NGC7245;333.767520;+54.293814;19.737; 0.039;      ;      ; 0.637; 0.023; 1.106; 0.041
NGC7245;333.810857;+54.275013;18.834; 0.014;      ;      ; 0.604; 0.012; 1.146; 0.021
NGC7245;333.700440;+54.329273;19.226; 0.015;      ;      ; 0.692; 0.015; 1.299; 0.025
NGC7245;333.701809;+54.329785;20.407; 0.037;      ;      ; 0.776; 0.034; 1.392; 0.063
NGC7245;333.717653;+54.324069;19.827; 0.025;      ;      ; 0.787; 0.024; 1.359; 0.042
NGC7245;333.684520;+54.341379;17.074; 0.010;      ;      ; 0.742; 0.010; 1.354; 0.008
NGC7245;333.820031;+54.277161;19.490; 0.036;      ;      ; 0.566; 0.031; 1.125; 0.033
NGC7245;333.702650;+54.333115;15.458; 0.006;      ;      ; 0.495; 0.009; 0.906; 0.005
NGC7245;333.704179;+54.333797;19.810; 0.024;      ;      ; 0.580; 0.023;      ;
NGC7245;333.715451;+54.328887;19.395; 0.048;      ;      ; 0.670; 0.017; 1.329; 0.030
NGC7245;333.683291;+54.344708;17.359; 0.009;      ;      ; 0.589; 0.007; 1.059; 0.009
NGC7245;333.724466;+54.326755;20.524; 0.041;      ;      ; 0.890; 0.037; 1.633; 0.060
NGC7245;333.705179;+54.337597;18.300; 0.009;      ;      ; 0.575; 0.009; 1.045; 0.015
NGC7245;333.808852;+54.288611;19.603; 0.020;      ;      ; 0.644; 0.026; 1.316; 0.033
NGC7245;333.798527;+54.294462;19.652; 0.029;      ;      ; 0.716; 0.028; 1.261; 0.037
NGC7245;333.712774;+54.335524;19.686; 0.026;      ;      ; 0.625; 0.022; 1.199; 0.036
NGC7245;333.742755;+54.323121;19.985; 0.048;      ;      ; 0.669; 0.025; 1.295; 0.044
NGC7245;333.722270;+54.333153;20.241; 0.033;      ;      ; 0.556; 0.032; 0.979; 0.064
NGC7245;333.788417;+54.302363;18.909; 0.019;      ;      ; 0.600; 0.013; 1.129; 0.020
NGC7245;333.710132;+54.340132;18.803; 0.049;      ;      ; 0.648; 0.031; 1.188; 0.019
NGC7245;333.698547;+54.346011;20.567; 0.044;      ;      ; 0.725; 0.068;      ;
NGC7245;333.716918;+54.337788;19.158; 0.040;      ;      ; 0.617; 0.016; 1.148; 0.026
NGC7245;333.826467;+54.286417;19.144; 0.015;      ;      ; 0.610; 0.015; 1.135; 0.025
NGC7245;333.833534;+54.283583;17.985; 0.009;      ;      ; 0.715; 0.012; 1.281; 0.013
NGC7245;333.758443;+54.320035;20.125; 0.028;      ;      ; 0.663; 0.027;      ;
NGC7245;333.742522;+54.328221;19.770; 0.023;      ;      ; 0.612; 0.022; 1.240; 0.039
NGC7245;333.723297;+54.338153;19.156; 0.029;      ;      ; 0.746; 0.048; 1.351; 0.024
NGC7245;333.721809;+54.341292;19.544; 0.044;      ;      ; 0.698; 0.039; 1.249; 0.032
NGC7245;333.721957;+54.342172;18.622; 0.019;      ;      ; 0.665; 0.023; 1.229; 0.016
NGC7245;333.695320;+54.352898;18.369; 0.010;      ;      ; 0.815; 0.011; 1.477; 0.014
NGC7245;333.815232;+54.296477;19.918; 0.025;      ;      ; 0.622; 0.024; 1.191; 0.044
NGC7245;333.712318;+54.345763;19.446; 0.033;      ;      ; 0.569; 0.068; 1.064; 0.042
NGC7245;333.706731;+54.348518;18.480; 0.010;      ;      ; 0.652; 0.010; 1.211; 0.015
NGC7245;333.706719;+54.349128;19.752; 0.028;      ;      ; 0.596; 0.023; 1.016; 0.041
NGC7245;333.708380;+54.348720;19.520; 0.019;      ;      ; 0.594; 0.019; 1.173; 0.030
NGC7245;333.795183;+54.307758;20.034; 0.029;      ;      ; 0.943; 0.031; 1.713; 0.043
NGC7245;333.824898;+54.293805;19.322; 0.025;      ;      ; 0.644; 0.016; 1.219; 0.027
NGC7245;333.705413;+54.351587;19.672; 0.021;      ;      ; 0.579; 0.026; 1.095; 0.036
NGC7245;333.758707;+54.326275;19.494; 0.017;      ;      ; 0.597; 0.017; 1.188; 0.031
NGC7245;333.730132;+54.339869;18.910; 0.013;      ;      ; 0.744; 0.013; 1.424; 0.020
NGC7245;333.742215;+54.335020;19.173; 0.016;      ;      ; 0.668; 0.014; 1.228; 0.024
NGC7245;333.702306;+54.354264;16.387; 0.017;      ;      ; 1.005; 0.010; 1.894; 0.011
NGC7245;333.712097;+54.349953;18.702; 0.012;      ;      ; 0.689; 0.012; 1.274; 0.017
NGC7245;333.715470;+54.348526;14.999; 0.005;      ;      ; 0.433; 0.006; 0.785; 0.004
NGC7245;333.715939;+54.349257;15.985; 0.005;      ;      ; 0.347; 0.006; 0.715; 0.007
NGC7245;333.736864;+54.339046;18.306; 0.009;      ;      ; 0.589; 0.010; 1.102; 0.015
NGC7245;333.728984;+54.342968;19.297; 0.026;      ;      ; 0.741; 0.046; 1.382; 0.025
NGC7245;333.824787;+54.298395;19.099; 0.015;      ;      ; 0.663; 0.024; 1.256; 0.023
NGC7245;333.721403;+54.347621;18.972; 0.016;      ;      ; 0.561; 0.018; 1.119; 0.022
NGC7245;333.726368;+54.345366;19.120; 0.018;      ;      ; 0.735; 0.039; 1.392; 0.023
NGC7245;333.794798;+54.313758;19.750; 0.023;      ;      ; 0.772; 0.021; 1.450; 0.034
NGC7245;333.728537;+54.346018;17.031; 0.006;      ;      ; 0.525; 0.007; 0.989; 0.008
NGC7245;333.847097;+54.290295;19.266; 0.017;      ;      ; 0.703; 0.016; 1.271; 0.027
NGC7245;333.807009;+54.309249;20.821; 0.053;      ;      ; 0.759; 0.048; 1.349; 0.087
NGC7245;333.804454;+54.311317;18.511; 0.010;      ;      ; 0.621; 0.011; 1.160; 0.016
NGC7245;333.739204;+54.343237;19.889; 0.026;      ;      ; 0.735; 0.044; 1.332; 0.041
NGC7245;333.705723;+54.359397;19.674; 0.042;      ;      ; 0.776; 0.061; 1.404; 0.032
NGC7245;333.709306;+54.358250;19.615; 0.020;      ;      ; 0.632; 0.026; 1.142; 0.034
NGC7245;333.798942;+54.316021;19.273; 0.044;      ;      ; 0.775; 0.048; 1.424; 0.024
NGC7245;333.707259;+54.360849;18.944; 0.013;      ;      ; 0.688; 0.013; 1.256; 0.021
NGC7245;333.728419;+54.352858;19.898; 0.045;      ;      ; 0.718; 0.037; 1.365; 0.042
NGC7245;333.728557;+54.353838;18.765; 0.011;      ;      ; 0.522; 0.026; 0.968; 0.018
NGC7245;333.731240;+54.352450;15.700; 0.005;      ;      ; 0.410; 0.007; 0.770; 0.005
NGC7245;333.723150;+54.356493;19.139; 0.022;      ;      ; 0.634; 0.036; 1.115; 0.024
NGC7245;333.757159;+54.340783;19.468; 0.032;      ;      ; 1.014; 0.018; 1.880; 0.026
NGC7245;333.805426;+54.318227;19.531; 0.032;      ;      ; 0.722; 0.036; 1.362; 0.030
NGC7245;333.734639;+54.352643;18.144; 0.017;      ;      ; 1.015; 0.011; 1.838; 0.014
NGC7245;333.738030;+54.352226;19.059; 0.014;      ;      ; 0.659; 0.014; 1.240; 0.022
NGC7245;333.803296;+54.322065;20.290; 0.034;      ;      ; 0.876; 0.032; 1.530; 0.050
NGC7245;333.713327;+54.365614;19.041; 0.014;      ;      ; 0.656; 0.014; 1.160; 0.023
NGC7245;333.754585;+54.346451;18.418; 0.017;      ;      ; 0.600; 0.010; 1.157; 0.016
NGC7245;333.741729;+54.352709;19.417; 0.030;      ;      ; 0.631; 0.017; 1.188; 0.029
NGC7245;333.736833;+54.355095;16.686; 0.009;      ;      ; 0.540; 0.014; 0.992; 0.006
NGC7245;333.737671;+54.356046;17.411; 0.008;      ;      ; 0.559; 0.009; 1.052; 0.011
NGC7245;333.732846;+54.357821;19.209; 0.046;      ;      ; 0.767; 0.016; 1.405; 0.025
NGC7245;333.744048;+54.353031;17.271; 0.007;      ;      ; 0.542; 0.008; 1.014; 0.010
NGC7245;333.745337;+54.353523;18.092; 0.018;      ;      ; 0.767; 0.021; 1.370; 0.014
