#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:26:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:26:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/615/A12/tablec&-order=I&-out=Tab&-out=Name&-out=StarID&-out=RA_ICRS&-out=DE_ICRS&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=plx&-out=e_plx&-out=Mass&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Ksmag&-out=e_Ksmag&-out=Gmag&-out=Flag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36150012
#Name: J/A+A/615/A12
#Title: 24 nearby open clusters TGAS and HSOY reanalysis (Yen+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/615/a12	    IVOID of underlying data collection
#INFO	creator=Yen S.X.	    First author or institution
#INFO	cites=bibcode:2018A&A...615A..12Y	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/615/A12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36150012	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H:	ICRS
#Table	J_A_A_615_A12_tablec:
#Name: J/A+A/615/A12/tablec
#Title: Membership lists for 24 clusters
#Column	Tab	(A3)	Table name (C1-C24)	[ucd=meta.id;meta.table]
#Column	Name	(a13)	Cluster name (as in table1)	[ucd=meta.id.parent]
#Column	StarID	(I19)	Gaia DR1 Source ID or Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F12.8)	Right ascension (ICRS)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F12.8)	Declination (ICRS)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	Proper motion in RA*cos(DE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Standard error of proper motion in RA*cos(DE)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in DE	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Standard error of proper motion in DE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	? Stellar parallax from TGAS or Hipparcos	[ucd=pos.parallax.trig]
#Column	e_plx	(F5.2)	? Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	Mass	(F5.2)	Stellar mass	[ucd=phys.mass]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	? Error of B magnitude	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? Error of V magnitude	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	? Error of J magnitude	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	? 2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	? Error of H magnitude	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Ksmag	(F6.3)	? 2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Error of Ks magnitude	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Gmag	(F6.3)	? Gaia G-band mean magnitude	[ucd=phot.mag;em.opt.R]
#Column	Flag	(I1)	Flag for catalog (1)	[ucd=meta.code.error]
Tab;Name;StarID;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;plx;e_plx;Mass;Bmag;e_Bmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Ksmag;e_Ksmag;Gmag;Flag
C21;NGC6475      ;4042364876271964800;268.79624057;-34.02870952; -1.25; 2.93; -5.23; 2.92;     ;     ; 0.56;      ;      ;      ;      ;13.572; 0.030;12.892; 0.030;12.741; 0.030;16.093;2
C21;NGC6475      ;4042364635646899072;268.84190404;-34.03606263;  7.17; 2.93; -7.36; 2.93;     ;     ; 1.10;      ;      ;      ;      ;11.000; 0.030;10.598; 0.030;10.541; 0.030;12.264;2
C21;NGC6475      ;4042365219756839296;268.84132616;-34.01651992;  1.83; 1.23; -5.69; 1.25; 3.86; 0.25; 2.10; 9.562; 0.030; 9.406; 0.037; 8.883; 0.030; 8.866; 0.068; 8.781; 0.030; 9.322;1
C21;NGC6475      ;4042365254122513152;268.85013676;-34.00017538;  3.90; 2.28; -6.83; 2.28;     ;     ; 1.15;      ;      ;      ;      ;10.880; 0.030;10.590; 0.030;10.519; 0.030;12.000;2
C21;NGC6475      ;4043113952821300352;268.65944173;-33.95634244;  3.05; 0.06; -5.83; 0.05; 3.50; 0.28; 3.14; 7.912; 0.013; 7.803; 0.017; 7.647; 0.030; 7.631; 0.046; 7.587; 0.030; 7.821;1
C21;NGC6475      ;4043116942169108480;268.70988666;-33.93641920;  4.87; 2.89; -3.25; 2.89;     ;     ; 0.50;      ;      ;      ;      ;14.048; 0.030;13.350; 0.030;13.154; 0.030;16.679;2
C21;NGC6475      ;4043116770314673664;268.71524914;-33.95656265;  0.56; 2.89; -3.09; 2.89;     ;     ; 0.58;      ;      ;      ;      ;13.505; 0.030;12.711; 0.030;12.480; 0.030;16.152;2
C21;NGC6475      ;4043116667245184896;268.73513262;-33.95268843;  0.20; 3.05; -8.04; 3.05;     ;     ; 0.52;      ;      ;      ;      ;14.048; 0.048;13.401; 0.032;13.144; 0.039;16.522;2
C21;NGC6475      ;4043116667235454592;268.74438304;-33.96033336; -1.22; 3.25; -6.51; 3.25;     ;     ; 0.50;      ;      ;      ;      ;14.074; 0.052;13.314; 0.090;13.012; 0.037;16.705;2
C21;NGC6475      ;4043116942123082368;268.71335717;-33.93564779; -1.61; 2.89; -6.30; 2.89;     ;     ; 0.50;      ;      ;      ;      ;14.114; 0.048;13.329; 0.081;13.064; 0.054;16.784;2
C21;NGC6475      ;4043116907797532288;268.74683339;-33.93626063;  2.54; 2.89; -2.17; 2.89;     ;     ; 0.55;      ;      ;      ;      ;13.699; 0.030;12.895; 0.030;12.612; 0.030;16.397;2
C21;NGC6475      ;4043120068854728704;268.67316689;-33.90552049;  2.81; 0.37; -4.91; 0.40; 3.79; 0.33; 3.22; 7.718; 0.017; 7.665; 0.014; 7.452; 0.030; 7.493; 0.054; 7.459; 0.030; 7.673;1
C21;NGC6475      ;4043119965826243840;268.69333362;-33.90385324;  0.27; 3.38; -1.44; 3.38;     ;     ; 0.52;      ;      ;      ;      ;14.086; 0.071;13.347; 0.082;13.149; 0.059;16.608;2
C21;NGC6475      ;4043116976482826624;268.72741093;-33.92510596; -0.76; 3.36; -6.48; 3.36;     ;     ; 0.45;      ;      ;      ;      ;14.503; 0.079;13.593; 0.082;13.409; 0.071;17.272;2
C21;NGC6475      ;4043117388997665024;268.74327223;-33.90125904;  1.43; 2.89; -8.53; 2.89;     ;     ; 0.56;      ;      ;      ;      ;13.633; 0.030;12.833; 0.030;12.618; 0.030;16.326;2
C21;NGC6475      ;4043116392400616832;268.79959561;-33.94370530;  2.76; 2.89; -8.55; 2.89;     ;     ; 0.52;      ;      ;      ;      ;13.904; 0.030;13.069; 0.032;12.845; 0.030;16.513;2
C21;NGC6475      ;4043116323643892992;268.81552243;-33.93915268; -0.71; 3.39; -5.72; 3.39;     ;     ; 0.55;      ;      ;      ;      ;13.758; 0.030;13.060; 0.030;12.854; 0.030;16.149;2
C21;NGC6475      ;4043117457511038848;268.78791204;-33.89066399;  4.23; 2.92; -4.53; 2.92;     ;     ; 0.55;      ;      ;      ;      ;13.713; 0.070;12.940; 0.082;12.657; 0.068;16.253;2
C21;NGC6475      ;4043117835467971712;268.83529517;-33.92832721; -0.53; 2.91; -6.02; 2.91;     ;     ; 0.50;      ;      ;      ;      ;14.060; 0.082;13.324; 0.122;13.156; 0.092;16.674;2
C21;NGC6475      ;4043118007298690304;268.87173492;-33.89436440; -1.46; 3.65; -5.41; 3.65;     ;     ; 0.60;      ;      ;      ;      ;13.458; 0.030;12.737; 0.030;12.560; 0.030;15.785;2
C21;NGC6475      ;4042365494662077184;268.94346378;-34.03379111; -1.55; 3.38; -6.32; 3.38;     ;     ; 0.60;      ;      ;      ;      ;13.406; 0.041;12.694; 0.048;12.501; 0.030;15.762;2
C21;NGC6475      ;4042365975677112576;268.93809378;-33.98664333;  3.96; 2.92; -4.03; 2.92;     ;     ; 0.58;      ;      ;      ;      ;13.557; 0.030;12.932; 0.030;12.741; 0.030;15.977;2
C21;NGC6475      ;4042365945641310464;268.95989077;-33.98527354;  5.18; 3.41; -1.82; 3.41;     ;     ; 0.60;      ;      ;      ;      ;13.442; 0.032;12.689; 0.030;12.527; 0.030;15.777;2
C21;NGC6475      ;4042362952020025216;269.03930968;-34.00295922;  2.45; 2.28; -9.01; 2.28;     ;     ; 1.10;      ;      ;      ;      ;11.006; 0.030;10.647; 0.030;10.569; 0.030;12.114;2
C21;NGC6475      ;4042367006469523328;268.89827516;-33.95200063;  3.99; 3.47; -9.65; 3.47;     ;     ; 0.60;      ;      ;      ;      ;13.256; 0.041;12.579; 0.052;12.369; 0.041;15.823;2
C21;NGC6475      ;4042366972109816576;268.88989269;-33.94771954; -0.52; 2.92; -8.39; 2.92;     ;     ; 0.55;      ;      ;      ;      ;13.819; 0.052;13.157; 0.057;12.944; 0.034;16.275;2
C21;NGC6475      ;4042366353634469760;268.97711057;-33.95644773;  1.66; 2.92; -1.77; 2.92;     ;     ; 0.60;      ;      ;      ;      ;13.423; 0.030;12.684; 0.030;12.494; 0.030;15.829;2
C21;NGC6475      ;4042366353634515456;268.98037717;-33.94961035;  2.39; 3.39; -5.74; 3.39;     ;     ; 0.56;      ;      ;      ;      ;13.689; 0.030;12.897; 0.030;12.711; 0.030;16.106;2
C21;NGC6475      ;4043117732416782080;268.88511516;-33.91269194;  5.33; 2.90; -8.01; 2.90;     ;     ; 0.60;      ;      ;      ;      ;13.475; 0.039;12.758; 0.052;12.532; 0.054;15.873;2
C21;NGC6475      ;4042366250555238400;269.00412301;-33.95863774;  3.45; 2.92; -5.05; 2.92;     ;     ; 0.56;      ;      ;      ;      ;13.675; 0.050;12.911; 0.061;12.666; 0.050;16.119;2
C21;NGC6475      ;4042386729071867136;269.04351426;-33.96058540;  6.16; 2.90; -6.85; 2.90;     ;     ; 0.56;      ;      ;      ;      ;13.673; 0.043;12.906; 0.046;12.630; 0.037;16.201;2
C21;NGC6475      ;4042386900758193920;269.07348476;-33.93210738;  4.57; 2.92; -5.14; 2.92;     ;     ; 0.58;      ;      ;      ;      ;13.600; 0.030;12.765; 0.030;12.510; 0.030;16.131;2
C21;NGC6475      ;4042389958775015936;269.01135473;-33.91479673;  3.58; 3.41; -4.56; 3.40;     ;     ; 0.58;      ;      ;      ;      ;13.625; 0.030;12.880; 0.035;12.744; 0.034;15.898;2
C21;NGC6475      ;4042389890055533696;269.05170191;-33.91704701;  2.00; 2.89; -4.88; 2.89;     ;     ; 0.95;      ;      ;      ;      ;11.621; 0.030;11.336; 0.030;11.211; 0.030;12.941;2
C21;NGC6475      ;4042288013425952000;269.12697229;-34.48257615;  6.91; 3.59; -5.99; 3.59;     ;     ; 0.65;      ;      ;      ;      ;13.105; 0.064;12.381; 0.074;12.277; 0.061;15.215;2
C21;NGC6475      ;4042341374314500096;269.11051732;-34.39405331;  4.03; 3.05; -5.55; 3.05;     ;     ; 0.65;      ;      ;      ;      ;13.088; 0.043;12.383; 0.050;12.232; 0.048;15.344;2
C21;NGC6475      ;4042294507634919296;269.14765636;-34.38556297;  1.42; 2.90; -8.01; 3.06;     ;     ; 0.58;      ;      ;      ;      ;13.696; 0.043;12.923; 0.048;12.815; 0.041;15.981;2
C21;NGC6475      ;4042293751502780032;269.23306583;-34.41948281;  1.52; 2.89; -5.10; 2.89;     ;     ; 0.65;      ;      ;      ;      ;13.239; 0.039;12.526; 0.043;12.376; 0.039;15.454;2
C21;NGC6475      ;4042291105802689536;269.36641567;-34.44810237; -0.21; 2.89; -6.37; 2.89;     ;     ; 0.60;      ;      ;      ;      ;13.522; 0.030;12.677; 0.030;12.536; 0.030;15.763;2
C21;NGC6475      ;4042290938307650560;269.40072449;-34.44890442;  4.28; 3.41; -5.73; 3.41;     ;     ; 0.58;      ;      ;      ;      ;13.571; 0.050;12.748; 0.059;12.473; 0.039;16.096;2
C21;NGC6475      ;4042291621199168768;269.39292266;-34.40201844;  5.63; 3.22; -3.31; 3.22;     ;     ; 0.60;      ;      ;      ;      ;13.425; 0.041;12.652; 0.043;12.447; 0.030;15.711;2
C21;NGC6475      ;4042292445832976512;269.37221421;-34.39202608;  3.23; 3.39; -1.18; 3.39;     ;     ; 0.60;      ;      ;      ;      ;13.413; 0.039;12.545; 0.037;12.300; 0.032;15.959;2
C21;NGC6475      ;4042292755070954496;269.36477325;-34.35742343;  5.30; 2.89; -6.11; 2.89;     ;     ; 0.58;      ;      ;      ;      ;13.567; 0.075;12.810; 0.087;12.609; 0.063;15.925;2
C21;NGC6475      ;4042292686351472256;269.37409295;-34.35840912;  2.83; 3.59; -7.58; 3.59;     ;     ; 0.60;      ;      ;      ;      ;13.545; 0.046;12.862; 0.057;12.663; 0.054;15.647;2
C21;NGC6475      ;4042314990132730368;269.45581698;-34.39042789;  7.79; 3.41; -5.50; 3.41;     ;     ; 0.55;      ;      ;      ;      ;13.637; 0.054;12.949; 0.072;12.732; 0.054;16.243;2
C21;NGC6475      ;4042314951459627392;269.48059343;-34.38606134;  7.73; 8.53; -0.71; 8.70; 3.52; 0.22; 1.35;11.694; 0.109;11.211; 0.129;10.137; 0.030; 9.923; 0.039; 9.845; 0.032;11.111;1
C21;NGC6475      ;4042303269150613248;269.53617146;-34.38810891;  2.81; 2.92; -4.99; 2.92;     ;     ; 0.60;      ;      ;      ;      ;13.279; 0.052;12.524; 0.061;12.310; 0.046;15.815;2
C21;NGC6475      ;4042315054541057792;269.49753969;-34.36825493;  2.30; 2.90; -2.11; 2.91;     ;     ; 0.60;      ;      ;      ;      ;13.472; 0.043;12.638; 0.041;12.435; 0.039;15.839;2
C21;NGC6475      ;4042296947163185408;269.32150176;-34.27612681;  5.58; 3.07; -8.29; 3.07;     ;     ; 0.56;      ;      ;      ;      ;13.616; 0.039;12.857; 0.037;12.689; 0.034;16.270;2
C21;NGC6475      ;4042345153673498368;269.21870805;-34.21764345;  7.15; 2.90; -5.25; 2.90;     ;     ; 1.10;      ;      ;      ;      ;10.932; 0.030;10.529; 0.030;10.475; 0.030;12.123;2
C21;NGC6475      ;4042320792619055488;269.32005254;-34.20802086;  1.21; 2.89; -5.05; 2.89;     ;     ; 0.60;      ;      ;      ;      ;13.423; 0.030;12.592; 0.030;12.357; 0.030;15.885;2
C21;NGC6475      ;4042295744368318336;269.33550155;-34.34441699;  3.13; 2.92; -8.73; 2.92;     ;     ; 0.55;      ;      ;      ;      ;13.866; 0.030;13.098; 0.030;12.866; 0.030;16.174;2
C21;NGC6475      ;4042292892510243712;269.38343044;-34.32942060; -0.41; 3.59; -6.40; 3.59;     ;     ; 0.60;      ;      ;      ;      ;13.515; 0.046;12.852; 0.030;12.614; 0.039;15.687;2
C21;NGC6475      ;4042292617632054912;269.40816694;-34.35229718;  5.77; 2.89; -1.53; 2.89;     ;     ; 0.60;      ;      ;      ;      ;13.468; 0.030;12.666; 0.030;12.456; 0.030;15.760;2
C21;NGC6475      ;4042319383868829440;269.36784441;-34.29505097;  1.81; 2.89; -4.29; 2.89;     ;     ; 0.60;      ;      ;      ;      ;13.444; 0.030;12.750; 0.030;12.574; 0.030;15.705;2
C21;NGC6475      ;4042316428931263616;269.42765973;-34.30173462;  0.54; 2.92; -3.78; 2.92;     ;     ; 0.56;      ;      ;      ;      ;13.769; 0.030;13.046; 0.030;12.812; 0.030;16.072;2
C21;NGC6475      ;4042316497650804224;269.41756802;-34.29634167;  5.99; 2.92; -5.08; 2.92;     ;     ; 0.56;      ;      ;      ;      ;13.786; 0.052;13.097; 0.061;12.862; 0.048;16.143;2
C21;NGC6475      ;4042316669449585536;269.46448060;-34.28759464;  4.04; 2.93; -3.03; 2.92;     ;     ; 0.55;      ;      ;      ;      ;13.829; 0.039;13.142; 0.045;12.835; 0.030;16.202;2
C21;NGC6475      ;4042320174286619520;269.41710420;-34.23423290;  2.46; 3.59; -4.18; 3.59;     ;     ; 0.60;      ;      ;      ;      ;13.376; 0.065;12.789; 0.085;12.519; 0.057;15.725;2
C21;NGC6475      ;4042345497271125248;269.17366769;-34.19011948;  3.29; 3.39; -8.17; 3.39;     ;     ; 0.58;      ;      ;      ;      ;13.623; 0.030;12.845; 0.030;12.553; 0.030;15.987;2
C21;NGC6475      ;4042345634895882368;269.19560150;-34.15479339;  1.38; 2.89; -7.72; 2.89;     ;     ; 0.65;      ;      ;      ;      ;13.024; 0.030;12.229; 0.030;12.045; 0.030;15.353;2
C21;NGC6475      ;4042349654800316032;269.12276004;-34.10935298;  1.41; 2.93; -6.77; 2.93;     ;     ; 0.70;      ;      ;      ;      ;12.696; 0.030;12.041; 0.030;11.906; 0.030;14.732;2
C21;NGC6475      ;4042361818148228224;269.11590315;-34.05224895;  1.39; 2.92; -1.27; 2.92;     ;     ; 0.60;      ;      ;      ;      ;13.335; 0.043;12.510; 0.046;12.404; 0.041;15.792;2
C21;NGC6475      ;4042372710185139200;269.24955693;-34.07016496;  1.86; 2.89; -7.99; 2.89;     ;     ; 0.65;      ;      ;      ;      ;13.055; 0.030;12.418; 0.030;12.170; 0.030;15.291;2
C21;NGC6475      ;4042368312137689344;269.33444690;-34.16541163;  3.01; 3.22; -0.56; 3.22;     ;     ; 0.60;      ;      ;      ;      ;13.501; 0.030;12.687; 0.030;12.496; 0.030;15.707;2
C21;NGC6475      ;4042321136216752000;269.41394901;-34.18108190;  1.67; 2.89; -2.55; 2.89;     ;     ; 0.60;      ;      ;      ;      ;13.385; 0.030;12.619; 0.030;12.430; 0.030;15.686;2
C21;NGC6475      ;4042368453904237312;269.35242086;-34.13615867;  4.34; 3.41; -6.96; 3.41;     ;     ; 0.52;      ;      ;      ;      ;13.904; 0.032;13.164; 0.030;12.930; 0.035;16.464;2
C21;NGC6475      ;4042385358900780032;269.11302441;-34.01955389;  0.43; 2.93; -4.98; 2.93;     ;     ; 0.65;      ;      ;      ;      ;13.008; 0.045;12.329; 0.052;12.189; 0.045;15.160;2
C21;NGC6475      ;4043129998961842048;268.24989990;-33.87113523; -1.20; 2.92; -6.52; 2.92;     ;     ; 0.58;      ;      ;      ;      ;13.637; 0.032;12.885; 0.034;12.678; 0.034;16.063;2
C21;NGC6475      ;4041675791648151552;268.21058788;-33.85763059;  2.04; 3.36; -2.46; 3.36;     ;     ; 0.58;      ;      ;      ;      ;13.501; 0.059;12.732; 0.070;12.496; 0.050;16.140;2
C21;NGC6475      ;4041675791613932672;268.21581267;-33.85919921; -0.13; 2.94; -3.07; 2.94;     ;     ; 0.50;      ;      ;      ;      ;14.111; 0.067;13.395; 0.103;13.100; 0.068;16.868;2
C21;NGC6475      ;4043129758303535360;268.29306045;-33.88120410; -0.40; 2.90; -6.37; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.454; 0.046;13.628; 0.032;13.298; 0.043;17.127;2
C21;NGC6475      ;4043129792665308160;268.30794350;-33.86979807; -1.39; 2.90; -6.69; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.428; 0.052;13.543; 0.041;13.269; 0.050;17.166;2
C21;NGC6475      ;4043177312181478144;268.21978769;-33.80981069; -1.57; 2.89; -6.51; 2.89;     ;     ; 0.50;      ;      ;      ;      ;14.050; 0.030;13.190; 0.030;12.956; 0.030;16.894;2
C21;NGC6475      ;4043177243463972992;268.23899203;-33.82250252;  7.27; 2.90; -5.17; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.390; 0.043;13.670; 0.054;13.317; 0.046;17.110;2
C21;NGC6475      ;4043130548719565696;268.29326791;-33.82771236;  5.18; 2.92; -6.85; 2.91;     ;     ; 0.52;      ;      ;      ;      ;13.876; 0.043;13.017; 0.039;12.795; 0.035;16.687;2
C21;NGC6475      ;4043130101900337536;268.30085558;-33.84504405;  0.38; 2.89; -2.48; 2.89;     ;     ; 0.50;      ;      ;      ;      ;14.201; 0.037;13.263; 0.030;13.079; 0.039;16.943;2
C21;NGC6475      ;4043130106196223872;268.30717173;-33.84576391;  1.95; 3.65; -4.80; 3.65;     ;     ; 0.45;      ;      ;      ;      ;14.494; 0.064;13.663; 0.068;13.454; 0.057;17.292;2
C21;NGC6475      ;4043130204980146304;268.33043039;-33.85354724;  2.61; 2.90; -2.99; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.241; 0.050;13.392; 0.043;13.154; 0.041;17.039;2
C21;NGC6475      ;4043129346005194624;268.38713986;-33.85904444;  3.69; 2.90; -3.14; 2.90;     ;     ; 0.50;      ;      ;      ;      ;14.163; 0.039;13.423; 0.048;13.081; 0.037;16.847;2
C21;NGC6475      ;4043130789089720832;268.42139658;-33.84890848; -0.59; 2.91; -7.40; 2.90;     ;     ; 0.52;      ;      ;      ;      ;14.015; 0.043;13.213; 0.054;12.980; 0.043;16.619;2
C21;NGC6475      ;4043130617291215104;268.32804732;-33.81591322; -1.05; 2.90; -2.97; 2.90;     ;     ; 0.55;      ;      ;      ;      ;13.815; 0.030;13.001; 0.030;12.795; 0.030;16.326;2
C21;NGC6475      ;4043130445497563392;268.34447440;-33.80941315; -1.84; 2.92; -5.60; 2.92;     ;     ; 0.47;      ;      ;      ;      ;14.279; 0.048;13.451; 0.041;13.208; 0.039;16.977;2
C21;NGC6475      ;4043131132687315968;268.39087268;-33.81247370;  0.21; 2.91; -1.98; 2.90;     ;     ; 0.58;      ;      ;      ;      ;13.585; 0.043;12.786; 0.037;12.487; 0.030;16.254;2
C21;NGC6475      ;4043131235772320512;268.40612529;-33.81097519;  3.33; 2.91; -7.64; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.362; 0.030;13.604; 0.030;13.305; 0.030;17.107;2
C21;NGC6475      ;4043177415277614720;268.22509547;-33.80456471;  1.07; 2.93; -7.91; 2.93;     ;     ; 0.45;      ;      ;      ;      ;14.401; 0.057;13.605; 0.061;13.293; 0.052;17.215;2
C21;NGC6475      ;4043132129267996160;268.35356314;-33.79650781;  6.83; 2.90; -4.48; 2.90;     ;     ; 0.52;      ;      ;      ;      ;14.024; 0.032;13.203; 0.030;12.901; 0.034;16.739;2
C21;NGC6475      ;4043132202140512384;268.33875991;-33.78666521; -1.17; 2.92; -4.87; 2.92;     ;     ; 0.50;      ;      ;      ;      ;14.159; 0.030;13.281; 0.035;13.006; 0.039;16.871;2
C21;NGC6475      ;4043131888604724608;268.38449589;-33.79275785;  2.19; 1.09; -5.49; 1.07;     ;     ; 1.25;12.053; 0.317;10.996; 0.148;10.416; 0.030;10.149; 0.030;10.123; 0.030;11.413;2
C21;NGC6475      ;4043131235841064704;268.40563420;-33.79337964;  5.78; 2.90; -7.83; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.239; 0.039;13.395; 0.035;13.145; 0.035;17.066;2
C21;NGC6475      ;4043131235774351104;268.40791683;-33.80582012;  2.15; 2.91; -5.85; 2.90;     ;     ; 0.50;      ;      ;      ;      ;14.178; 0.032;13.347; 0.030;13.045; 0.035;16.914;2
C21;NGC6475      ;4043131201412596864;268.42774737;-33.79254005; -0.57; 2.91; -3.58; 2.90;     ;     ; 0.45;      ;      ;      ;      ;14.430; 0.046;13.564; 0.030;13.326; 0.048;17.236;2
C21;NGC6475      ;4043127593633874816;268.48120906;-33.88313621;  7.59; 2.91; -5.82; 2.90;     ;     ; 0.60;      ;      ;      ;      ;13.354; 0.056;12.538; 0.050;12.331; 0.037;15.765;2
C21;NGC6475      ;4043130892168973952;268.44099947;-33.84283139;  5.28; 3.07; -3.72; 3.07;     ;     ; 0.52;      ;      ;      ;      ;14.046; 0.057;13.229; 0.064;13.187; 0.041;16.524;2
C21;NGC6475      ;4043115331503069952;268.59429328;-33.87843530; -1.36; 2.91; -3.83; 2.91;     ;     ; 0.52;      ;      ;      ;      ;14.045; 0.046;13.267; 0.041;12.963; 0.046;16.659;2
C21;NGC6475      ;4043132953753194240;268.58698415;-33.85969188;  3.66; 2.89; -8.86; 2.89;     ;     ; 0.55;      ;      ;      ;      ;13.883; 0.054;13.074; 0.057;12.909; 0.035;16.354;2
C21;NGC6475      ;4043132953753161728;268.59313389;-33.86571149;  0.52; 2.90; -4.89; 2.90;     ;     ; 0.58;      ;      ;      ;      ;13.567; 0.030;12.836; 0.030;12.585; 0.030;15.982;2
C21;NGC6475      ;4043132953753215488;268.59477745;-33.85573598;  6.34; 3.05; -1.86; 3.05;     ;     ; 0.60;      ;      ;      ;      ;13.394; 0.037;12.652; 0.030;12.416; 0.030;15.820;2
C21;NGC6475      ;4043121207021099008;268.60285101;-33.86537024;  1.52; 2.89; -1.45; 2.89;     ;     ; 0.50;      ;      ;      ;      ;14.180; 0.032;13.321; 0.030;13.112; 0.039;16.807;2
C21;NGC6475      ;4043127353115941504;268.56162780;-33.84150293;  4.35; 2.93; -9.88; 2.93;     ;     ; 0.56;      ;      ;      ;      ;13.666; 0.030;12.904; 0.030;12.715; 0.030;16.234;2
C21;NGC6475      ;4043133297423235200;268.55616889;-33.82747400;  2.73; 2.90; -1.35; 2.90;     ;     ; 0.55;      ;      ;      ;      ;13.777; 0.035;13.041; 0.030;12.840; 0.030;16.405;2
C21;NGC6475      ;4043133228631285760;268.57212487;-33.82766468;  1.71; 2.90; -1.82; 2.90;     ;     ; 0.52;      ;      ;      ;      ;13.871; 0.037;13.050; 0.039;12.835; 0.035;16.605;2
C21;NGC6475      ;4043134053265076864;268.55814708;-33.81515163;  1.67; 2.90; -3.50; 2.90;     ;     ; 0.58;      ;      ;      ;      ;13.548; 0.030;12.690; 0.030;12.548; 0.030;16.118;2
C21;NGC6475      ;4043133297358699392;268.56278759;-33.81729218;  5.11; 2.90; -1.06; 2.90;     ;     ; 0.50;      ;      ;      ;      ;14.022; 0.043;13.229; 0.043;12.946; 0.041;16.832;2
C21;NGC6475      ;4043133267293326208;268.58805160;-33.82149374;  1.60; 2.90; -5.92; 2.90;     ;     ; 0.47;      ;      ;      ;      ;14.383; 0.035;13.656; 0.054;13.395; 0.046;17.084;2
C21;NGC6475      ;4043121344460061440;268.62230910;-33.84821661;  4.42; 2.90; -4.38; 2.90;     ;     ; 0.55;      ;      ;      ;      ;13.861; 0.030;13.062; 0.030;12.852; 0.030;16.386;2
C21;NGC6475      ;4043121340231306880;268.61720041;-33.84753469;  3.37; 3.22; -6.48; 3.22;     ;     ; 0.55;      ;      ;      ;      ;13.864; 0.105;13.112; 0.090;12.831; 0.097;16.395;2
