#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:19:44 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:19:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/159/246/table3&-order=I&-out=WOCS&-out=Xpos&-out=Ypos&-out=RAJ2000&-out=DEJ2000&-out=Umag&-out=Bmag&-out=Vmag&-out=Rmag&-out=Imag&-out=NU&-out=NB&-out=NV&-out=NR&-out=NI&-out=U-B&-out=U-V&-out=U-R&-out=U-I&-out=B-V&-out=B-R&-out=B-I&-out=V-R&-out=V-I&-out=R-I&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51590246
#Name: J/AJ/159/246
#Title: WIYN open cluster study. LXXX. Photometry of NGC 7142 (Sun+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/246	    IVOID of underlying data collection
#INFO	creator=Sun Q.	    First author or institution
#INFO	cites=bibcode:2020AJ....159..246S	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/246	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51590246	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_159_246_table3:
#Name: J/AJ/159/246/table3
#Title: Photometry for stars in NGC 7142
#Column	WOCS	(I6)	[1001/429028] WOCS identifier (1)	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.3)	[-74/4099] X coordinate	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	[2/4112] Y coordinate	[ucd=pos.cartesian.y;instr.det]
#Column	RAJ2000	(A11)	[21] Hour of right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	[65/66] Degree of declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Umag	(F6.3)	[10.6/20.4]? U magnitude ({lambda}~360nm)	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	[10.6/22]? B magnitude ({lambda}~450nm)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	[10/21.8] V magnitude ({lamba}~555nm)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	[9.2/20.7]? R magnitude ({lambda}~660nm)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F6.3)	[8.5/19.9]? I magnitude ({lambda}~0.87{mu}m)	[ucd=phot.mag;em.opt.I]
#Column	NU	(I2)	[0/10] Number of observation for U band	[ucd=meta.number]
#Column	NB	(I2)	[0/13] Number of observation for B band	[ucd=meta.number]
#Column	NV	(I2)	[1/13] Number of observation for V band	[ucd=meta.number]
#Column	NR	(I2)	[0/13] Number of observation for R band	[ucd=meta.number]
#Column	NI	(I2)	[0/13] Number of observation for I band	[ucd=meta.number]
#Column	U-B	(F6.3)	[-0.15/2.47]? U-B color	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	U-V	(F6.3)	[-0.09/4.61]? U-V color	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	U-R	(F6.3)	[0.37/6.02]? U-R color	[ucd=phot.mag]
#Column	U-I	(F6.3)	[0.54/7.53]? U-I color	[ucd=phot.mag]
#Column	B-V	(F6.3)	[0.06/2.23]? B-V color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	B-R	(F6.3)	[0.26/3.97]? B-R color	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	B-I	(F6.3)	[0.43/5.87]? B-I color	[ucd=phot.color;em.opt.B;em.opt.I]
#Column	V-R	(F6.3)	[0.07/4.01]? V-R color	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	[0.24/6.84]? V-I color	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	R-I	(F6.3)	[0.09/2.84]? R-I color	[ucd=phot.color;em.opt.R;em.opt.I]
WOCS;Xpos;Ypos;RAJ2000;DEJ2000;Umag;Bmag;Vmag;Rmag;Imag;NU;NB;NV;NR;NI;U-B;U-V;U-R;U-I;B-V;B-R;B-I;V-R;V-I;R-I
302024;3530.043;2699.498;21 46 57.12;+65 50 55.7;      ;      ;20.400;19.482;18.692; 0; 0; 2; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.918; 1.708; 0.790
303027;2532.728; 317.345;21 45 44.96;+65 34 11.3;      ;      ;20.400;19.708;18.990; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.692; 1.409; 0.718
312026;1611.850; 317.303;21 44 41.80;+65 34 17.2;      ;      ;20.400;19.546;18.783; 0; 0; 2; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.854; 1.617; 0.763
169011;2334.955;1410.488;21 45 32.71;+65 41 57.7;      ;21.597;20.401;19.868;19.058; 0; 1; 1; 3; 1;      ;      ;      ;      ; 1.196; 1.729; 2.539; 0.533; 1.343; 0.810
220019;3243.020;1794.210;21 46 35.85;+65 44 33.4;      ;      ;20.401;19.700;19.061; 0; 0; 2; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.701; 1.341; 0.639
102736;3964.065; 599.223;21 47 23.50;+65 35 58.6;      ;      ;20.402;19.839;19.155; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.562; 1.246; 0.684
264020;3196.531;2644.150;21 46 33.91;+65 50 35.3;      ;      ;20.402;19.758;19.125; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.644; 1.277; 0.633
309025; 959.074; 700.434;21 43 57.29;+65 37 03.6;      ;21.225;20.402;19.891;      ; 0; 1; 2; 2; 0;      ;      ;      ;      ; 0.824; 1.335;      ; 0.511;      ;
265020;1618.837;3349.149;21 44 45.26;+65 55 47.0;      ;21.447;20.403;19.712;      ; 0; 1; 1; 1; 0;      ;      ;      ;      ; 1.044; 1.734;      ; 0.691;      ;
291023;1680.666; 545.828;21 44 46.75;+65 35 54.1;      ;      ;20.403;19.830;19.235; 0; 0; 2; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.572; 1.167; 0.595
192732;3689.869; 696.731;21 47 04.86;+65 36 42.7;      ;21.316;20.404;19.805;19.149; 0; 1; 2; 2; 1;      ;      ;      ;      ; 0.911; 1.511; 2.167; 0.600; 1.256; 0.656
310025;2287.481;3722.159;21 45 32.21;+65 58 21.3;      ;21.455;20.404;19.776;19.120; 0; 1; 2; 2; 1;      ;      ;      ;      ; 1.051; 1.679; 2.335; 0.628; 1.284; 0.656
129009;1758.677;1493.008;21 44 53.07;+65 42 36.7;      ;21.472;20.405;19.666;18.894; 0; 1; 1; 2; 2;      ;      ;      ;      ; 1.067; 1.807; 2.578; 0.740; 1.511; 0.771
235018;2797.714;2964.849;21 46 06.71;+65 52 55.2;      ;      ;20.406;19.721;19.038; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.685; 1.368; 0.683
303024;2963.727; 701.251;21 46 15.04;+65 36 51.2;      ;21.677;20.406;19.758;19.073; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.271; 1.919; 2.603; 0.648; 1.333; 0.684
311025;2770.484; 504.456;21 46 01.51;+65 35 29.1;      ;21.429;20.406;19.700;19.003; 0; 1; 2; 3; 2;      ;      ;      ;      ; 1.022; 1.728; 2.426; 0.706; 1.403; 0.697
200016;2993.635;1687.560;21 46 18.49;+65 43 50.3;      ;21.586;20.407;19.823;      ; 0; 1; 1; 2; 0;      ;      ;      ;      ; 1.178; 1.762;      ; 0.584;      ;
345730;1481.973;  39.209;21 44 32.63;+65 32 19.5;      ;      ;20.407;19.328;18.420; 0; 0; 1; 3; 4;      ;      ;      ;      ;      ;      ;      ; 1.079; 1.987; 0.908
236018;3144.187;2400.031;21 46 29.92;+65 48 51.9;      ;21.493;20.408;19.764;19.067; 0; 1; 1; 2; 3;      ;      ;      ;      ; 1.085; 1.729; 2.426; 0.644; 1.341; 0.697
312025;3383.506;3020.039;21 46 47.46;+65 53 13.5;      ;      ;20.408;19.470;18.619; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.938; 1.789; 0.851
344028;2588.064; 243.140;21 45 48.66;+65 33 39.4;      ;21.576;20.408;19.751;19.012; 0; 1; 2; 2; 2;      ;      ;      ;      ; 1.169; 1.825; 2.565; 0.657; 1.396; 0.739
172013;1634.830;1265.832;21 44 44.31;+65 41 00.8;      ;      ;20.409;19.313;18.211; 0; 0; 1; 3; 4;      ;      ;      ;      ;      ;      ;      ; 1.097; 2.199; 1.102
237018; 982.907;2784.617;21 44 00.60;+65 51 50.4;      ;      ;20.409;19.747;19.050; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.662; 1.359; 0.697
304024;2369.299; 494.670;21 45 33.97;+65 35 27.9;      ;21.334;20.409;19.929;19.305; 0; 1; 2; 4; 2;      ;      ;      ;      ; 0.925; 1.406; 2.029; 0.480; 1.104; 0.623
351729;1277.937; 236.422;21 44 18.81;+65 33 44.5;      ;21.686;20.409;19.467;18.708; 0; 1; 1; 1; 2;      ;      ;      ;      ; 1.277; 2.219; 2.978; 0.942; 1.701; 0.759
193732;3324.682; 309.248;21 46 39.22;+65 34 01.5;      ;      ;20.410;19.412;18.524; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.998; 1.886; 0.888
208015;1100.255;2490.625;21 44 08.49;+65 49 44.8;      ;      ;20.410;19.522;18.679; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.888; 1.731; 0.842
266020;2894.189;1013.787;21 46 10.69;+65 39 04.6;      ;21.404;20.410;19.959;19.353; 0; 1; 1; 2; 2;      ;      ;      ;      ; 0.994; 1.444; 2.051; 0.451; 1.057; 0.607
123735;3749.390;3670.469;21 47 13.98;+65 57 46.7;      ;21.414;20.411;19.779;19.136; 0; 1; 1; 1; 2;      ;      ;      ;      ; 1.003; 1.635; 2.278; 0.632; 1.275; 0.643
130009;1481.856;1732.414;21 44 34.20;+65 44 20.2;      ;21.417;20.411;      ;19.117; 0; 1; 2; 0; 1;      ;      ;      ;      ; 1.006;      ; 2.301;      ; 1.294;
161010;1714.345;2631.545;21 44 51.17;+65 50 41.3;      ;      ;20.411;19.132;17.604; 0; 0; 1; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.279; 2.807; 1.528
221019;3141.870;2626.490;21 46 30.10;+65 50 28.3;      ;      ;20.411;19.930;19.364; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.482; 1.047; 0.565
238018;1652.544;3204.217;21 44 47.46;+65 54 45.2;      ;21.437;20.411;19.846;19.144; 0; 1; 1; 2; 2;      ;      ;      ;      ; 1.026; 1.591; 2.293; 0.565; 1.267; 0.702
267020; 781.653;2630.971;21 43 46.52;+65 50 46.0;      ;21.740;20.411;19.696;18.985; 0; 1; 2; 4; 2;      ;      ;      ;      ; 1.330; 2.044; 2.755; 0.714; 1.425; 0.711
173013;1569.884;1298.907;21 44 39.86;+65 41 15.2;      ;21.437;20.412;19.800;19.175; 0; 1; 1; 4; 2;      ;      ;      ;      ; 1.025; 1.637; 2.262; 0.613; 1.238; 0.625
313026;3799.064;1893.752;21 47 14.39;+65 45 10.3;      ;      ;20.412;19.715;19.039; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.696; 1.372; 0.676
346730;1099.679; 237.179;21 44 06.58;+65 33 45.7;      ;      ;20.413;19.596;18.773; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.817; 1.641; 0.823
268020;1980.119;3406.305;21 45 10.45;+65 56 09.1;      ;      ;20.415;19.708;18.972; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.707; 1.443; 0.736
347730;3648.696; 838.424;21 47 02.27;+65 37 43.3;      ;21.575;20.415;19.648;18.953; 0; 1; 1; 3; 1;      ;      ;      ;      ; 1.160; 1.927; 2.622; 0.767; 1.462; 0.695
 38740;  87.706;  92.343;21 42 57.00;+65 32 47.5;      ;      ;20.417;19.252;18.223; 0; 0; 1; 2; 4;      ;      ;      ;      ;      ;      ;      ; 1.165; 2.194; 1.029
221017; 871.241;2337.664;21 43 52.51;+65 48 40.8;      ;      ;20.417;19.290;18.061; 0; 0; 1; 3; 6;      ;      ;      ;      ;      ;      ;      ; 1.128; 2.357; 1.229
222017;1876.307;3244.140;21 45 03.05;+65 55 00.8;      ;      ;20.417;19.663;18.900; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 0.754; 1.518; 0.763
292023;1276.223;3475.058;21 44 21.56;+65 56 42.5;      ;      ;20.417;19.260;18.289; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 1.157; 2.128; 0.971
269020; 838.782;2766.420;21 43 50.59;+65 51 43.3;      ;      ;20.418;19.257;18.162; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.161; 2.256; 1.095
345028;2288.390; 156.734;21 45 28.02;+65 33 04.7;      ;      ;20.418;19.625;18.924; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.793; 1.494; 0.702
239018;1373.224;3135.452;21 44 27.99;+65 54 17.6;      ;      ;20.419;19.796;19.062; 0; 0; 2; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.623; 1.357; 0.734
304027;2001.714; 199.079;21 45 08.42;+65 33 24.6;      ;      ;20.419;19.462;18.611; 0; 0; 2; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.957; 1.808; 0.851
313025;1488.075;3660.565;21 44 36.47;+65 58 00.2;      ;      ;20.419;19.437;18.619; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 0.982; 1.800; 0.818
352729;3016.228; 381.556;21 46 18.19;+65 34 34.9;      ;      ;20.419;19.629;18.805; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.790; 1.613; 0.824
162010;1802.114;1404.741;21 44 55.97;+65 41 58.9;      ;      ;20.420;19.842;19.268; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.578; 1.152; 0.575
222019;3191.511;1564.329;21 46 31.95;+65 42 56.1;      ;      ;20.420;19.629;18.908; 0; 0; 2; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.791; 1.512; 0.721
287022;1052.717;3225.564;21 44 05.80;+65 54 57.5;      ;      ;20.420;19.621;18.853; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.799; 1.567; 0.768
305024;2106.558;3680.692;21 45 19.56;+65 58 04.9;      ;      ;20.420;19.641;18.812; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.779; 1.608; 0.829
163010;2087.875;1443.087;21 45 15.72;+65 42 13.3;      ;      ;20.421;19.247;17.763; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.174; 2.659; 1.485
306024;1961.939; 435.272;21 45 05.95;+65 35 05.4;      ;      ;20.421;19.598;18.894; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.823; 1.527; 0.704
353729;3246.855; 541.160;21 46 34.23;+65 35 40.7;      ;      ;20.421;19.349;18.336; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.072; 2.085; 1.013
348730; 520.228; 593.292;21 43 27.03;+65 36 19.7;      ;21.662;20.422;19.738;      ; 0; 1; 2; 3; 0;      ;      ;      ;      ; 1.240; 1.924;      ; 0.684;      ;
150012;2804.788;1901.156;21 46 05.75;+65 45 22.7;      ;21.253;20.423;19.795;19.188; 0; 1; 1; 3; 2;      ;      ;      ;      ; 0.829; 1.458; 2.065; 0.629; 1.236; 0.607
194732; 239.538; 789.253;21 43 07.84;+65 37 44.1;      ;21.639;20.423;19.605;18.980; 0; 1; 1; 1; 2;      ;      ;      ;      ; 1.215; 2.034; 2.659; 0.818; 1.443; 0.625
307024;3183.774;3168.875;21 46 33.82;+65 54 18.6;      ;      ;20.424;19.718;19.160; 0; 0; 2; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.706; 1.264; 0.558
223019;2570.402;3243.196;21 45 51.29;+65 54 55.4;      ;      ;20.425;19.412;18.543; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.013; 1.882; 0.869
314026; 648.680;3202.277;21 43 37.72;+65 54 49.4;      ;      ;20.425;19.543;18.613; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.883; 1.812; 0.929
240021;3171.200;2832.464;21 46 32.44;+65 51 55.6;      ;      ;20.426;19.529;18.651; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.897; 1.776; 0.878
288022;2369.300; 633.916;21 45 34.14;+65 36 27.1;      ;      ;20.426;19.336;18.409; 0; 0; 1; 1; 3;      ;      ;      ;      ;      ;      ;      ; 1.090; 2.018; 0.928
314025;3710.831;1759.041;21 47 08.07;+65 44 14.0;      ;      ;20.426;19.740;19.064; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.686; 1.362; 0.676
124735;3928.110; 659.203;21 47 21.14;+65 36 24.4;      ;      ;20.427;19.230;18.033; 0; 0; 2; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.196; 2.393; 1.197
133007;1584.695;2320.078;21 44 41.88;+65 48 29.6;      ;      ;20.427;19.166;17.633; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 1.261; 2.794; 1.533
174013;2817.220;1706.568;21 46 06.34;+65 43 59.9;      ;      ;20.427;19.528;18.740; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.899; 1.687; 0.788
224019; 867.501;2707.033;21 43 52.53;+65 51 17.9;      ;      ;20.427;19.195;17.650; 0; 0; 2; 3; 5;      ;      ;      ;      ;      ;      ;      ; 1.233; 2.778; 1.545
125735;3709.740; 405.667;21 47 05.74;+65 34 38.9;      ;      ;20.428;19.582;18.877; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.847; 1.551; 0.704
151012;1772.552;2825.478;21 44 55.41;+65 52 03.4;      ;      ;20.428;19.834;19.228; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.594; 1.200; 0.606
209015;1472.898;2910.274;21 44 34.70;+65 52 41.2;      ;      ;20.429;19.598;18.770; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.831; 1.659; 0.829
223731;1308.030;  32.528;21 44 20.70;+65 32 17.5;      ;      ;20.430;19.786;19.149; 0; 0; 2; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.644; 1.281; 0.637
241021;2026.550;3480.954;21 45 13.76;+65 56 40.5;      ;      ;20.430;19.644;18.879; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.786; 1.551; 0.765
346028;  78.088;2033.401;21 42 57.42;+65 46 34.4;      ;21.543;20.431;19.738;19.047; 0; 1; 1; 3; 2;      ;      ;      ;      ; 1.112; 1.805; 2.496; 0.693; 1.384; 0.691
194014;2057.988;1134.261;21 45 13.31;+65 40 02.1;      ;      ;20.432;19.250;18.129; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 1.182; 2.303; 1.121
223017; 879.463;1709.343;21 43 52.59;+65 44 13.4;      ;21.350;20.432;19.853;19.137; 0; 1; 1; 2; 1;      ;      ;      ;      ; 0.918; 1.497; 2.213; 0.579; 1.295; 0.717
293023;3072.270;3214.080;21 46 26.14;+65 54 38.9;      ;21.486;20.432;19.755;19.065; 0; 1; 1; 1; 2;      ;      ;      ;      ; 1.054; 1.731; 2.421; 0.676; 1.366; 0.690
315025; 290.246;2297.695;21 43 12.26;+65 48 26.1;      ;      ;20.432;19.226;17.957; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 1.205; 2.474; 1.269
210015;2006.997;1069.998;21 45 09.73;+65 39 35.1;      ;      ;20.433;19.779;19.111; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.654; 1.322; 0.668
315026;3201.925;3357.987;21 46 35.37;+65 55 38.9;      ;      ;20.433;19.344;18.278; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.089; 2.156; 1.067
101006;2196.915;1746.576;21 45 23.58;+65 44 21.6;      ;      ;20.434;19.527;18.665; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 0.907; 1.769; 0.862
224731;  60.291;1270.236;21 42 55.77;+65 41 09.5;      ;      ;20.434;19.850;19.170; 0; 0; 1; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.584; 1.264; 0.680
225019;1441.072; 894.034;21 44 30.61;+65 38 23.6;      ;      ;20.435;19.680;19.003; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.755; 1.432; 0.676
347028;3455.430;3273.805;21 46 52.86;+65 55 00.8;      ;      ;20.435;19.611;18.826; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.824; 1.609; 0.785
 75737;3591.894;  78.451;21 46 57.15;+65 32 21.0;      ;      ;20.438;19.920;19.382; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.518; 1.056; 0.538
201016;1388.104;2922.129;21 44 28.83;+65 52 46.8;      ;      ;20.438;19.386;18.485; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.052; 1.953; 0.901
225731;3038.250; 192.889;21 46 19.43;+65 33 14.5;      ;21.654;20.438;19.775;19.070; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.215; 1.879; 2.584; 0.663; 1.368; 0.705
316026; 353.435;1427.042;21 43 16.08;+65 42 15.4;      ;      ;20.438;19.362;18.358; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.076; 2.080; 1.005
242021; 649.825;2580.434;21 43 37.35;+65 50 25.0;      ;      ;20.439;19.422;18.499; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.017; 1.940; 0.923
316025;1760.502; 392.439;21 44 52.08;+65 34 48.4;      ;      ;20.439;19.315;18.264; 0; 0; 2; 4; 3;      ;      ;      ;      ;      ;      ;      ; 1.124; 2.174; 1.050
240018;3080.392;2693.930;21 46 25.94;+65 50 57.5;      ;      ;20.440;19.848;19.319; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.591; 1.121; 0.530
289022; 912.724; 989.314;21 43 54.32;+65 39 06.8;      ;      ;20.440;19.813;19.160; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.627; 1.280; 0.653
317026; 228.287;1807.452;21 43 07.67;+65 44 57.7;      ;      ;20.441;19.803;19.167; 0; 0; 1; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.638; 1.274; 0.636
103736;3715.038;3886.422;21 47 11.96;+65 59 19.0;      ;      ;20.442;19.765;19.131; 0; 0; 2; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.677; 1.311; 0.634
170011;2437.108;1497.842;21 45 39.86;+65 42 34.1;      ;      ;20.442;19.784;19.069; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.658; 1.373; 0.715
354729;  64.876;2552.903;21 42 56.80;+65 50 15.4;      ;      ;20.442;19.586;18.790; 0; 0; 2; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.856; 1.652; 0.795
 53738;3704.364;4024.370;21 47 11.45;+66 00 17.8;      ;      ;20.443;19.660;18.863; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.783; 1.580; 0.797
241018;1958.471; 842.310;21 45 06.15;+65 37 58.6;      ;      ;20.443;19.634;18.892; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.809; 1.551; 0.742
243021; 709.311;1370.097;21 43 40.59;+65 41 49.8;      ;21.526;20.444;19.850;19.080; 0; 1; 1; 4; 2;      ;      ;      ;      ; 1.082; 1.676; 2.446; 0.594; 1.364; 0.769
290022; 666.029;1359.911;21 43 37.60;+65 41 45.6;      ;      ;20.444;19.348;18.149; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 1.096; 2.294; 1.198
308024; 360.022;2057.765;21 43 16.93;+65 46 43.8;      ;      ;20.444;19.824;19.236; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.620; 1.207; 0.587
318026;2964.780; 569.223;21 46 14.93;+65 35 55.1;      ;      ;20.444;19.809;19.257; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.635; 1.187; 0.552
348028;2635.630;3841.488;21 45 56.62;+65 59 09.4;      ;      ;20.444;19.640;18.810; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.803; 1.634; 0.831
104736;3424.719;  27.949;21 46 45.63;+65 32 01.1;      ;      ;20.445;19.566;18.778; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.879; 1.667; 0.788
131009;1763.347;2578.741;21 44 54.51;+65 50 18.5;      ;      ;20.445;19.880;19.248; 0; 0; 1; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.565; 1.197; 0.633
226019;2378.687;3319.931;21 45 38.06;+65 55 29.5;      ;21.600;20.445;19.696;      ; 0; 1; 1; 4; 0;      ;      ;      ;      ; 1.155; 1.904;      ; 0.749;      ;
242018; 847.679;1756.161;21 43 50.43;+65 44 33.5;      ;      ;20.445;19.580;18.790; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.865; 1.655; 0.790
243018;3076.831;2656.441;21 46 25.64;+65 50 41.6;      ;      ;20.445;19.737;19.171; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.708; 1.274; 0.567
355729;3225.613; 502.618;21 46 32.72;+65 35 24.5;      ;      ;20.446;19.212;17.809; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 1.234; 2.636; 1.402
175013;1407.490;2738.469;21 44 30.00;+65 51 28.6;      ;      ;20.447;19.550;18.728; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.898; 1.720; 0.822
291022;3166.351;1091.266;21 46 29.52;+65 39 35.2;      ;      ;20.447;19.406;18.452; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.041; 1.995; 0.955
195732;3308.866; 274.880;21 46 38.08;+65 33 47.0;      ;      ;20.448;19.799;19.073; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.649; 1.375; 0.726
309024;2457.842; 519.554;21 45 40.08;+65 35 37.9;      ;      ;20.448;19.659;19.030; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.789; 1.418; 0.629
202016;2744.667;1257.092;21 46 00.74;+65 40 49.3;      ;21.616;20.449;19.824;19.247; 0; 1; 2; 2; 2;      ;      ;      ;      ; 1.167; 1.792; 2.369; 0.625; 1.202; 0.577
