#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T05:43:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T05:43:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/129/table2&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=pmRA&-out=pmDE&-out=RV&-out=Mm&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520129
#Name: J/AJ/152/129
#Title: VR photometry for 914 stars in NGC 188 (Chen+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/129	    IVOID of underlying data collection
#INFO	creator=Chen X.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..129C	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520129	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-02-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_129_table2:
#Name: J/AJ/152/129/table2
#Title: Information for stars in the open cluster NGC 188 field
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F7.4)	[11.8/19.2] Johnson V band magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	[0.0025/0.22] Uncertainty in Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F7.4)	[11.37/18.31] Cousins R band magnitude (1)	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F7.4)	[0.0023/0.22] Uncertainty in Rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	pmRA	(F6.2)	[-28.2/48.3] Proper motion along RA (2)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	[-27/50.8] Proper motion along DE (2)	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	[-306.7/45.4]? Radial velocity (3)	[ucd=phys.veloc;pos.heliocentric]
#Column	Mm	(I1)	[0/1] Membership code (1=cluster member, or 0=not a cluster member)	[ucd=meta.code.member]
RAJ2000;DEJ2000;Vmag;e_Vmag;Rmag;e_Rmag;pmRA;pmDE;RV;Mm
011.2749;+85.3019;17.4816; 0.0686;16.8141; 0.0413; -0.82; -0.45;       ;0
010.4040;+85.1997;17.4593; 0.0639;17.0419; 0.0434; -1.21;  1.45;       ;0
012.5774;+85.3662;17.7004; 0.0640;17.0043; 0.0476; -5.12; -1.02;       ;1
011.6289;+85.1854;17.5629; 0.0578;16.9794; 0.0431; -4.84;  0.05;       ;1
011.7679;+85.2505;17.1774; 0.0385;16.5775; 0.0369; -5.71; -1.04;       ;1
012.6147;+85.3698;17.3757; 0.0520;17.0137; 0.0467; -2.30;  1.89;       ;0
011.7300;+85.1058;17.4756; 0.0593;17.1063; 0.0541; -3.52;  1.55;       ;0
011.7039;+85.3164;17.7829; 0.0494;17.1771; 0.0565; -5.43; -1.17;       ;1
012.3259;+85.1184;17.6740; 0.0651;16.8711; 0.0479;-14.74;  8.87;       ;0
010.9304;+85.3191;17.6634; 0.0746;17.1291; 0.0532; -4.26; -0.94;       ;1
010.3670;+85.3163;17.4084; 0.0634;16.9441; 0.0397; -3.65; -5.77;       ;0
013.8546;+85.3655;17.3214; 0.0401;16.8422; 0.0476; -2.29;  1.17;       ;0
012.5580;+85.2218;17.3685; 0.0529;16.8381; 0.0404; -5.98; -0.09;       ;1
011.8111;+85.3037;17.5805; 0.0650;16.9994; 0.0493; -5.70; -1.43;       ;1
011.4772;+85.2459;17.4080; 0.0590;16.8040; 0.0366; -5.16; -0.77;       ;1
010.9490;+85.3284;17.5972; 0.0489;17.0963; 0.0512; -3.36;  4.34;       ;0
011.8923;+85.2611;17.3475; 0.0442;16.8387; 0.0431; -6.13; -0.57;       ;1
012.6857;+85.1942;17.5128; 0.0647;16.9217; 0.0464; -5.31;  0.32;       ;1
011.2733;+85.3271;17.5340; 0.0649;17.0281; 0.0481;-14.83;  1.76;       ;0
010.7309;+85.2706;18.2253; 0.0811;17.2504; 0.0505;  6.83;  1.60;       ;0
010.3619;+85.2810;18.1910; 0.0870;17.2310; 0.0645; -9.69;  2.61;       ;0
012.1962;+85.2346;17.6422; 0.0571;16.7445; 0.0386;-13.57;  6.18;       ;0
012.9585;+85.2771;18.1337; 0.1178;17.7679; 0.0811; -4.27;  1.05;       ;0
013.5715;+85.1862;17.9591; 0.0811;17.2527; 0.0669;-12.04; -0.96;       ;0
013.0151;+85.2299;17.4362; 0.0490;16.9266; 0.0456;  0.35;  1.35;       ;0
011.3603;+85.1602;17.5059; 0.0616;16.9445; 0.0467; -5.29; -0.30;       ;1
011.4504;+85.1620;17.4686; 0.0460;16.9206; 0.0446; -5.18;  0.09;       ;1
013.3272;+85.2981;17.7361; 0.0446;17.1464; 0.0544; -5.42;  0.35;       ;1
012.3655;+85.2017;17.4862; 0.0440;17.0272; 0.0460; -5.88;  2.59;       ;0
011.8729;+85.3121;17.7026; 0.0533;17.0038; 0.0439; -5.45; -1.14;       ;1
011.6492;+85.2885;17.8060; 0.0672;17.1328; 0.0628; -5.44; -1.24;       ;1
011.9338;+85.2356;17.1219; 0.0493;16.7622; 0.0414; -6.11;  0.62;       ;0
013.1903;+85.3541;17.8714; 0.0676;17.2498; 0.0538; -5.16; -0.79;       ;1
012.5601;+85.2741;17.5758; 0.0564;17.0095; 0.0428; -5.67; -0.37;       ;1
012.7967;+85.3216;17.7603; 0.0808;17.2130; 0.0558; -1.08;  3.49;       ;0
012.0956;+85.3841;17.6828; 0.0577;17.0387; 0.0472; -5.78;  1.70;       ;0
013.2072;+85.2222;18.1482; 0.1103;17.3701; 0.0785; -9.98;  0.03;       ;0
010.7815;+85.1439;17.7569; 0.0842;17.1699; 0.0539; -4.61;  0.48;       ;1
012.2576;+85.3482;18.1225; 0.0769;17.6423; 0.0693;  0.44; -1.49;       ;0
011.4870;+85.2043;17.7025; 0.0599;17.1492; 0.0546; -5.20; -0.08;       ;1
012.8838;+85.2165;17.6425; 0.0722;16.9900; 0.0531; -5.24; -0.21;       ;1
010.5294;+85.3334;17.9373; 0.0837;17.2382; 0.0554; -4.65; -0.42;       ;1
013.9375;+85.3020;18.0610; 0.0796;17.6206; 0.0847; -2.75;  2.53;       ;0
011.8176;+85.3639;17.8035; 0.0756;17.1969; 0.0561; -1.04;  1.73;       ;0
011.7815;+85.2472;17.5017; 0.0728;16.9561; 0.0463; -5.89; -0.52;       ;1
010.6142;+85.3540;17.7834; 0.0550;17.3761; 0.0603; -3.16;  3.70;       ;0
011.0588;+85.2761;17.6650; 0.0556;16.9978; 0.0409; -4.46; -0.75;       ;1
013.0423;+85.3776;17.6595; 0.0729;17.2507; 0.0608; -1.85;  3.82;       ;0
013.3219;+85.1263;17.8434; 0.0789;17.2776; 0.0706; -2.59; -1.00;       ;0
013.5962;+85.1886;17.7731; 0.0571;17.2001; 0.0649; -4.68; -0.37;       ;1
011.5025;+85.1953;17.4018; 0.0468;16.8680; 0.0442; -5.31;  0.00;       ;1
011.1815;+85.1758;17.8194; 0.0612;17.2274; 0.0536; -5.31; -0.08;       ;1
010.6507;+85.3861;17.4084; 0.0618;16.8495; 0.0521; -4.80;  3.13;       ;0
010.5451;+85.1881;18.2111; 0.1081;17.2511; 0.0553;  1.12; -1.06;       ;0
012.9829;+85.0971;17.7189; 0.0667;17.3624; 0.0735; -2.96;  4.52;       ;0
011.3224;+85.3186;18.0009; 0.0725;17.3827; 0.0527; -4.84; -1.49;       ;1
012.7708;+85.1683;17.8689; 0.0709;17.2949; 0.0599; -5.03; -0.11;       ;1
011.5382;+85.3155;17.5966; 0.0618;17.2383; 0.0508; 10.53;  6.54;       ;0
013.7890;+85.0822;17.6917; 0.0501;17.0588; 0.0644;  6.00; -1.80;       ;0
013.7673;+85.3142;18.1113; 0.0989;17.2637; 0.0539; -5.04;  2.28;       ;0
011.8002;+85.1602;17.3692; 0.0516;16.9538; 0.0454; -3.29;  2.00;       ;0
010.8630;+85.1224;18.4614; 0.1343;17.3653; 0.0674; -1.26; -5.90;       ;0
010.3798;+85.1429;17.8315; 0.0631;17.2537; 0.0465; -3.13;  1.10;       ;0
013.3345;+85.2397;17.9589; 0.0590;17.3473; 0.0621; -5.19; -0.09;       ;1
012.1683;+85.1772;17.5063; 0.0480;17.0068; 0.0445; -2.71;  1.95;       ;0
012.9460;+85.1377;18.4211; 0.0871;17.7041; 0.0831; -4.74;  0.65;       ;1
011.1810;+85.2781;17.7978; 0.0687;17.1689; 0.0581; -5.03; -0.84;       ;1
011.3675;+85.2847;18.0291; 0.0799;17.2789; 0.0512; -4.92; -1.09;       ;1
012.9548;+85.0961;18.2470; 0.1055;17.6199; 0.0894; -3.18; -0.46;       ;0
010.5820;+85.1822;17.9560; 0.0667;17.2122; 0.0512; -4.32; -0.61;       ;1
010.8001;+85.2292;17.8970; 0.0689;17.2904; 0.0607; -4.96; -1.29;       ;1
012.0798;+85.1970;17.7210; 0.0562;17.1351; 0.0450; -5.66;  0.20;       ;1
011.0183;+85.2574;17.9444; 0.0635;17.3084; 0.0528; -4.93; -0.82;       ;1
012.2429;+85.2428;17.7011; 0.0624;17.1101; 0.0510; -5.78; -0.27;       ;1
012.6836;+85.2528;17.7142; 0.0727;17.0116; 0.0421; -5.53; -0.26;       ;1
011.0652;+85.1041;17.9516; 0.0622;17.2623; 0.0493; -5.04;  0.18;       ;1
010.3647;+85.2769;17.8426; 0.0952;17.5685; 0.0861; -1.85;  2.05;       ;0
012.1397;+85.2494;17.5388; 0.0485;16.9820; 0.0408; -5.91; -0.20;       ;1
013.6483;+85.0877;17.4879; 0.0597;17.1457; 0.0672; -1.97;  2.76;       ;0
011.1816;+85.1553;17.8774; 0.0829;17.2593; 0.0529; -5.45; -0.15;       ;1
013.6010;+85.3715;17.5838; 0.0672;17.0231; 0.0442; -5.17; -1.55;       ;1
011.5980;+85.2126;17.8861; 0.0743;17.2749; 0.0596; -5.27; -0.32;       ;1
011.6381;+85.2319;17.6943; 0.0651;17.1166; 0.0523; -5.88; -0.34;       ;1
010.9790;+85.2028;17.6353; 0.0604;17.2219; 0.0534; -4.16;  3.84;       ;0
010.7809;+85.1077;17.9610; 0.0871;17.3464; 0.0675; -5.64; -0.70;       ;1
013.0211;+85.1844;17.8731; 0.0790;17.2918; 0.0604; -3.94;  3.60;       ;0
012.1133;+85.1674;17.8104; 0.0672;17.1986; 0.0511; -5.06;  0.47;       ;1
011.1839;+85.3325;18.2426; 0.0935;17.5380; 0.0647; -4.46; -0.63;       ;1
013.5238;+85.1713;18.7464; 0.1260;18.0024; 0.1142; -4.19; -0.85;       ;1
011.6673;+85.1129;18.2241; 0.0805;17.5547; 0.0738; -5.67;  0.94;       ;0
013.6192;+85.3764;17.7270; 0.0809;17.3008; 0.0564; -4.34; -0.30;       ;1
012.3399;+85.2748;17.8065; 0.0621;17.2456; 0.0473; -5.77; -0.38;       ;1
013.6867;+85.2157;17.9267; 0.0673;17.4771; 0.0706; -6.84;  5.99;       ;0
012.7415;+85.1667;18.0432; 0.0867;17.3530; 0.0682; -8.40; -2.41;       ;0
011.7752;+85.3570;18.3306; 0.0819;17.6456; 0.0788; -5.30; -0.86;       ;1
011.0761;+85.3140;18.3304; 0.0909;17.8350; 0.0810; -3.98;  3.35;       ;0
013.3433;+85.1934;17.9682; 0.0731;17.4659; 0.0681; -6.40;  0.76;       ;0
010.9482;+85.1385;18.5075; 0.0938;17.8252; 0.0843; -4.75;  0.92;       ;0
012.6990;+85.1904;17.5562; 0.0476;17.1922; 0.0588; -3.68; -0.39;       ;0
012.1524;+85.3350;18.4827; 0.0902;17.6426; 0.0609; -4.82; -1.43;       ;1
012.4922;+85.1888;18.1766; 0.1091;17.4999; 0.0687; -5.87; -0.26;       ;1
012.4930;+85.3580;18.3946; 0.0912;17.7100; 0.0812; -4.83; -0.60;       ;1
012.3134;+85.2392;17.8302; 0.0620;17.2299; 0.0567; -6.16;  0.08;       ;1
011.6294;+85.3332;17.9658; 0.0805;17.5288; 0.0766; -6.56;  4.08;       ;0
012.4741;+85.1896;18.2008; 0.0718;17.5279; 0.0892; -5.77;  0.14;       ;1
010.4927;+85.3708;17.7719; 0.0903;17.1404; 0.0637; -5.11; -0.35;       ;1
011.8088;+85.2741;17.7921; 0.0685;17.0973; 0.0447; -5.88; -1.21;       ;1
013.3133;+85.3119;18.4132; 0.1089;17.7301; 0.0680; -5.44;  0.32;       ;1
012.9236;+85.1135;18.5616; 0.0933;17.6170; 0.0805; -0.77;  4.56;       ;0
011.0602;+85.2291;17.7373; 0.0641;17.0543; 0.0466; -5.35; -0.70;       ;1
010.8345;+85.1565;18.5536; 0.1421;17.7704; 0.0998; -5.35; -0.26;       ;1
012.9518;+85.2233;17.9748; 0.0782;17.3467; 0.0603; -5.25;  0.20;       ;1
011.0373;+85.3623;18.1618; 0.1249;17.7772; 0.0999; -2.03;  4.10;       ;0
011.0242;+85.3489;18.5032; 0.0988;17.6014; 0.0746; -4.73;  8.38;       ;0
010.6592;+85.2025;18.3481; 0.0854;17.6952; 0.0762; -4.88; -0.46;       ;1
011.8822;+85.0913;18.3017; 0.0581;17.6285; 0.0819; -5.35; -0.18;       ;1
012.7421;+85.2622;17.8832; 0.0575;17.4725; 0.0628; -1.25;  3.80;       ;0
010.9052;+85.3057;18.4834; 0.0922;17.8715; 0.0784; -3.14; -1.16;       ;0
013.0415;+85.0840;17.8301; 0.0517;17.5233; 0.0801; -3.37;  1.74;       ;0
010.8233;+85.2216;18.0223; 0.0581;17.4027; 0.0614; -4.70; -0.60;       ;1
013.4585;+85.0886;18.0637; 0.0907;17.7320; 0.0981; -4.37;  1.93;       ;0
012.2918;+85.2607;17.9411; 0.0774;17.3349; 0.0631; -6.26; -0.56;       ;1
012.1789;+85.3260;18.4793; 0.1207;17.7933; 0.0841; -5.52; -2.68;       ;0
011.7250;+85.2789;17.6890; 0.0717;17.1145; 0.0593; -5.83; -0.91;       ;1
013.6684;+85.3537;17.9668; 0.0822;17.3188; 0.0531; -4.87; -1.51;       ;1
010.1448;+85.3394;17.9285; 0.0792;17.3351; 0.0723; -5.75;  0.50;       ;1
012.5107;+85.3827;18.0337; 0.0727;17.6509; 0.0930; -3.63;  2.73;       ;0
013.7611;+85.3548;17.6500; 0.0655;17.1894; 0.0481; -3.49; -1.15;       ;0
011.6842;+85.2865;17.9685; 0.0594;17.3540; 0.0607; -5.22; -1.10;       ;1
010.4557;+85.2201;18.6562; 0.0927;17.8118; 0.0926; -4.49; -0.81;       ;1
013.4062;+85.2313;18.7001; 0.0996;17.9453; 0.0799; 13.79; -4.43;       ;0
013.0098;+85.3056;18.6493; 0.1269;17.8894; 0.0831; -5.16;  0.17;       ;1
012.1186;+85.2028;18.1456; 0.0937;17.5054; 0.0655; -6.35;  0.01;       ;1
010.2863;+85.3530;18.2359; 0.0920;17.5362; 0.0728; -1.11;  3.04;       ;0
013.1917;+85.3628;18.3835; 0.0993;17.7222; 0.0980; -4.92; -0.89;       ;1
013.4913;+85.2127;18.1404; 0.0725;17.6244; 0.0780; -4.05;  1.66;       ;0
010.3226;+85.2371;18.7082; 0.1591;17.8617; 0.0877; -4.25; -0.04;       ;1
011.7262;+85.2922;18.0768; 0.0988;17.3616; 0.0653; -5.59; -0.90;       ;1
010.8209;+85.2430;17.7692; 0.0797;17.4003; 0.0647; -3.62;  2.97;       ;0
013.3202;+85.3794;17.9840; 0.0732;17.5479; 0.0661; -2.92; -0.85;       ;0
012.2121;+85.2448;18.0417; 0.0787;17.3021; 0.0595; -6.29; -0.89;       ;1
013.3911;+85.3203;18.5632; 0.1070;18.2516; 0.0950; -5.11;  3.38;       ;0
013.0264;+85.1483;18.3395; 0.1089;17.9013; 0.0962; -4.18;  3.86;       ;0
013.8720;+85.3250;18.4650; 0.0898;17.6692; 0.0713; -3.49;  5.02;       ;0
013.9434;+85.3800;17.8742; 0.0618;17.4400; 0.0638; -4.98;  2.20;       ;0
011.4433;+85.2879;18.5703; 0.1086;18.0735; 0.1032; -3.96;  0.84;       ;0
011.9715;+85.1628;18.4256; 0.1290;17.6123; 0.0771; -5.26;  0.75;       ;1
012.3748;+85.3420;18.7943; 0.1327;18.0241; 0.1019; -4.70; -1.15;       ;1
013.3104;+85.2471;17.9777; 0.0769;17.6409; 0.0695; -3.84;  0.98;       ;0
012.0747;+85.0960;18.5768; 0.1037;18.1234; 0.1067; -4.25; 13.96;       ;0
012.3206;+85.2664;17.9334; 0.0808;17.3306; 0.0597; -5.60; -0.18;       ;1
010.3086;+85.2058;18.4395; 0.1046;17.7123; 0.0710; -4.95; -0.03;       ;1
012.5580;+85.2916;18.5369; 0.1033;17.9658; 0.0998; -5.91;  2.36;       ;0
010.3369;+85.3703;18.3026; 0.0831;17.6690; 0.0980;  0.02;  0.17;       ;0
012.1185;+85.3542;18.5985; 0.0905;18.2477; 0.1035; -2.59;  3.12;       ;0
011.3549;+85.2693;18.7016; 0.1580;18.2574; 0.1223; -1.85;  6.44;       ;0
012.3510;+85.2693;18.2502; 0.0775;17.5097; 0.0662; -6.15; -0.69;       ;1
011.4848;+85.2550;18.5342; 0.1344;17.8119; 0.0929; -5.02; -0.75;       ;1
012.9792;+85.2962;18.7973; 0.0844;17.9824; 0.0962; -4.92; -0.45;       ;1
011.3249;+85.2654;18.9087; 0.1522;18.1179; 0.0999; -5.16; -1.03;       ;1
013.8768;+85.3494;18.1538; 0.0722;17.7222; 0.0727; -1.62;  2.01;       ;0
012.9033;+85.2188;19.0575; 0.1360;18.1828; 0.1124;  9.79; -8.62;       ;0
012.2910;+85.2155;18.5806; 0.1369;17.8236; 0.0739; -6.09; -0.10;       ;1
012.6011;+85.2944;18.1664; 0.0943;17.5177; 0.0630; -5.80; -0.55;       ;1
011.1308;+85.2443;18.6495; 0.1288;17.6805; 0.0796; 39.70;  4.60;       ;0
010.8875;+85.3605;18.7941; 0.1094;18.2913; 0.1289; -3.71;  2.99;       ;0
010.3262;+85.0807;18.6043; 0.0730;17.9036; 0.1056; -5.63;  1.01;       ;0
012.3118;+85.3214;19.1228; 0.1678;18.2108; 0.1010; -4.14;  0.39;       ;1
012.2084;+85.2043;18.0864; 0.0718;17.4354; 0.0568; -6.49; -0.10;       ;0
011.5225;+85.1522;18.3846; 0.1009;17.6908; 0.0904; -5.33;  0.59;       ;1
012.6582;+85.2008;18.5274; 0.0961;17.6633; 0.0752; -5.78;  0.14;       ;1
012.2045;+85.3233;18.7133; 0.1388;17.9947; 0.0935; -5.42; -1.56;       ;1
011.5748;+85.1782;18.6921; 0.0957;18.1010; 0.0886; -8.22;  3.35;       ;0
012.0420;+85.1562;18.6519; 0.0983;17.9190; 0.0831; -5.14;  1.12;       ;0
011.1642;+85.2429;18.2725; 0.0829;17.6123; 0.0656; -5.14; -0.55;       ;1
012.9323;+85.2262;18.6765; 0.1122;17.8526; 0.0927; -5.84; -0.07;       ;1
012.0996;+85.2101;18.7351; 0.1049;18.0087; 0.0917; -6.06; -0.42;       ;1
012.5414;+85.1466;18.4531; 0.1536;18.0361; 0.1029; -2.25;  2.52;       ;0
011.1852;+85.2758;18.2133; 0.0829;17.8152; 0.1003; -3.99;  3.80;       ;0
012.0539;+85.2564;18.5687; 0.0845;17.9670; 0.0960; -6.73;  4.98;       ;0
012.6402;+85.2515;18.6285; 0.0858;18.2337; 0.1150; -4.05;  5.88;       ;0
011.8224;+85.1464;18.5799; 0.0822;18.1071; 0.1227; -2.77;  6.23;       ;0
011.6732;+85.2638;18.6366; 0.1120;17.9553; 0.1045; -5.63; -0.91;       ;1
012.2284;+85.1519;18.6289; 0.0830;17.9351; 0.0919; -5.97;  5.01;       ;0
011.8126;+85.1519;19.1957; 0.1244;18.3071; 0.1415; -7.00;  2.48;       ;0
011.9904;+85.2267;18.7850; 0.1064;17.7702; 0.0728; -5.97; -0.74;       ;1
012.4794;+85.1788;18.9586; 0.0927;18.2167; 0.1259; -9.44;  5.02;       ;0
013.9119;+85.1807;16.8227; 0.0386;16.3228; 0.0309; -4.64;  0.16;       ;1
012.8558;+85.3872;18.1515; 0.0918;17.8090; 0.1035; -4.19;  2.98;       ;0

