#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:38:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:38:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/374/504/table2&-order=I&-out=No&-out=Xpos&-out=Ypos&-out=Vmag&-out=e_Vmag&-out=B-V&-out=V-I&-out=U-B&-out=e_Imag&-out=e_Bmag&-out=e_Umag&-out=chi&-out=Sharp&-out=r&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740504
#Name: J/A+A/374/504
#Title: UBVI photometry of NGC 7654 (Pandey+, 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/504	    IVOID of underlying data collection
#INFO	creator=Pandey	    First author or institution
#INFO	cites=bibcode:2001A&A...374..504P	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/504	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740504	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-05-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_504_table2:
#Name: J/A+A/374/504/table2
#Title: UBVIc photometric data of the stars in the field of NGC 7654
#Column	No	(I6)	Identification number of the stars	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Ypos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Vmag	(F6.3)	Magnitude in the V (Johnson) band	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Errors in the V (Johnson) band	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F7.3)	? B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	? U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_Imag	(F6.3)	? Errors in the I (Cousins) band	[ucd=stat.error;phot.mag;em.opt.I]
#Column	e_Bmag	(F6.3)	? Errors in the B (Johnson) band	[ucd=stat.error;phot.mag;em.opt.B]
#Column	e_Umag	(F6.3)	? Errors in the U (Johnson) band	[ucd=stat.error;phot.mag;em.opt.U]
#Column	chi	(F6.3)	{chi} parameter in the V (Johnson) band (3)	[ucd=stat.error]
#Column	Sharp	(F6.3)	Sharpness parameter in the V (Johnson) band (2)	[ucd=stat.fit.param]
#Column	r	(F9.3)	Radial distance of the stars from the cluster center (X=855, Y=755)	[ucd=phys.angSize]
#Column	_RA	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (declination part)	[ucd=pos.eq.dec;meta.main]
No;Xpos;Ypos;Vmag;e_Vmag;B-V;V-I;U-B;e_Imag;e_Bmag;e_Umag;chi;Sharp;r;_RA;_DE
 12368;  610.37;   54.75;16.274; 0.013;  0.985; 1.332; 0.411; 0.016; 0.013; 0.033; 0.720; 0.109;  741.747;351.35227;+61.27764
 12369; 1212.68;  105.19;19.840; 0.223;  2.064; 1.220;      ; 0.215; 0.263;      ; 0.510; 0.448;  741.748;350.82941;+61.29712
 12370; 1326.60;  182.34;16.192; 0.024;  0.837; 1.333; 0.290; 0.042; 0.026; 0.031; 1.500; 0.236;  741.853;350.72975;+61.32875
 12371;  328.44; 1277.58;13.570; 0.005;  0.786; 1.109; 0.426; 0.022; 0.020; 0.011; 0.950;-0.012;  741.855;351.59853;+61.78734
 12372; 1418.09; 1238.06;19.655; 0.202;  0.764; 1.911;-0.018; 0.055; 0.070; 0.330; 0.550;-0.609;  741.904;350.63823;+61.76827
 12373; 1040.16; 1473.45;16.186; 0.026;  0.971; 1.591; 0.744; 0.036; 0.035; 0.062; 1.620; 0.247;  741.931;350.96959;+61.86804
 12374; 1042.60;   37.16;18.431; 0.067;  1.894; 2.082; 0.225; 0.040; 0.079; 0.416; 0.540; 0.255;  741.948;350.97749;+61.26940
 12375;  491.51;  108.18;19.283; 0.134;  1.878; 1.537;-0.875; 0.057; 0.114; 0.235; 0.500;-0.260;  741.956;351.45534;+61.29997
 12376; 1007.59; 1481.12;19.555; 0.126;  1.873; 1.460;      ; 0.066; 0.166;      ; 0.330;-0.110;  741.982;350.99833;+61.87134
 12377;  449.85;  133.38;18.352; 0.054;  1.339; 2.050; 0.433; 0.027; 0.040; 0.278; 0.450;-0.152;  741.991;351.49150;+61.31048
 12378; 1497.08; 1126.93;18.057; 0.041;  0.943; 1.512; 0.379; 0.053; 0.033; 0.153; 0.410; 0.196;  742.022;350.57002;+61.72151
 12379;  510.04;   98.01;16.496; 0.016;  1.008; 1.530; 0.306; 0.037; 0.029; 0.035; 0.280;-0.048;  742.050;351.43926;+61.29573
 12380; 1500.95;  389.71;19.493; 0.214;  1.610; 2.414;      ; 0.040; 0.141;      ; 0.680; 0.166;  742.078;350.57575;+61.41424
 12381; 1145.24;   72.02;18.412; 0.063;  1.380; 2.006; 0.366; 0.040; 0.037; 0.263; 0.500;-0.320;  742.091;350.88820;+61.28357
 12382;  749.04; 1489.49;19.234; 0.126;  2.218; 2.783;      ; 0.035; 0.131;      ; 0.450;-0.419;  742.096;351.22690;+61.87546
 12383; 1585.35;  623.46;18.614; 0.068;  1.023; 1.601; 0.644; 0.047; 0.034; 0.350; 0.470;-0.384;  742.103;350.49913;+61.51115
 12384;  361.43; 1309.17;19.847; 0.250;  1.474; 2.314;      ; 0.047; 0.145;      ; 0.550;-0.669;  742.103;351.56947;+61.80053
 12385;  249.06;  326.56;17.754; 0.031;  1.222; 1.479; 0.377; 0.033; 0.022; 0.171; 0.430;-0.114;  742.107;351.66629;+61.39088
 12386;  125.47;  891.07;16.996; 0.014;  1.116; 1.575; 0.577; 0.019; 0.021; 0.097; 0.370; 0.031;  742.109;351.77601;+61.62599
 12387; 1468.57; 1172.48;18.550; 0.075;  1.329; 1.756; 0.117; 0.028; 0.047; 0.287; 0.550;-0.028;  742.128;350.59455;+61.74066
 12388; 1592.93;  676.18;15.998; 0.011;  1.029; 1.513; 0.375; 0.023; 0.027; 0.025; 0.730;-0.050;  742.128;350.49180;+61.53307
 12389;  478.74; 1394.71;18.400; 0.061;  2.054; 2.491; 0.172; 0.029; 0.061; 0.456; 0.480;-0.333;  742.161;351.46596;+61.83620
 12390;  123.03;  877.65;17.355; 0.020;  1.427; 2.017; 1.208; 0.035; 0.022; 0.316; 0.370; 0.024;  742.174;351.77810;+61.62039
 12391;  264.80; 1204.99;19.663; 0.205;  1.448; 1.841;-0.395; 0.057; 0.123; 0.393; 0.560;-0.285;  742.182;351.65448;+61.75703
 12392;  310.80;  250.32;19.576; 0.153;  1.966; 1.247;-0.789; 0.123; 0.124; 0.303; 0.440; 0.375;  742.193;351.61242;+61.35917
 12393;  902.77;   14.33;17.018; 0.038;  1.050; 1.522; 0.256; 0.043; 0.033; 0.060; 1.230; 0.223;  742.210;351.09886;+61.26029
 12394; 1075.63; 1463.77;19.052; 0.120;  1.464; 2.315;      ; 0.065; 0.086;      ; 0.550;-0.228;  742.310;350.93830;+61.86388
 12395;  366.81; 1314.22;18.989; 0.092;  1.499; 1.778;      ; 0.050; 0.064;      ; 0.420; 0.265;  742.334;351.56473;+61.80263
 12396;  704.24;   28.08;17.729; 0.028;  1.692; 2.172; 0.434; 0.024; 0.024; 0.198; 0.380;-0.047;  742.390;351.27093;+61.26641
 12397;  146.01;  975.18;16.482; 0.011;  0.786; 1.172; 0.458; 0.023; 0.020; 0.037; 0.470; 0.021;  742.395;351.75830;+61.66108
 12398; 1594.18;  685.92;19.111; 0.105;  2.016; 1.892;-0.611; 0.053; 0.126; 0.268; 0.420;-0.462;  742.398;350.49057;+61.53712
 12399;  757.11;   19.08;19.396; 0.128;  1.420; 1.490;      ; 0.073; 0.087;      ; 0.420; 0.316;  742.405;351.22512;+61.26258
 12400;  819.83;   13.43;20.283; 0.380;       ; 2.441;      ; 0.083;      ; 0.266; 0.540;-0.341;  742.409;351.17076;+61.26011
 12401; 1586.60;  628.62;19.702; 0.194;  1.688; 0.974;-0.995; 0.174; 0.115; 0.222; 0.530;-0.347;  742.435;350.49797;+61.51329
 12402;  397.70;  170.01;19.553; 0.163;  1.367; 1.574;      ; 0.065; 0.116;      ; 0.480; 0.242;  742.521;351.53680;+61.32574
 12403;  931.31; 1493.62;14.297; 0.008;  0.852; 1.155; 0.305; 0.035; 0.028; 0.008; 1.450; 0.105;  742.555;351.06570;+61.87678
 12404;  113.69;  711.20;18.748; 0.059;  1.134; 1.973;      ; 0.032; 0.043;      ; 0.310;-0.030;  742.607;351.78564;+61.55100
 12405;  517.11; 1416.30;19.684; 0.143;  0.862; 2.046;-0.157; 0.064; 0.072; 0.316; 0.320; 0.030;  742.621;351.43205;+61.84519
 12406;  388.47; 1332.83;18.709; 0.076;  1.039; 1.813; 0.741; 0.036; 0.042; 0.425; 0.480; 0.160;  742.656;351.54564;+61.81040
 12407; 1271.97;  140.36;19.359; 0.135;  1.456; 1.454;      ; 0.077; 0.094;      ; 0.480;-0.127;  742.731;350.77761;+61.31152
 12408;  347.66;  212.47;18.792; 0.089;  1.047; 1.675; 0.535; 0.035; 0.042; 0.494; 0.530;-0.079;  742.787;351.58033;+61.34342
 12409; 1476.56;  348.29;17.625; 0.028;  0.888; 1.433; 0.377; 0.029; 0.021; 0.148; 0.470;-0.008;  742.795;350.59750;+61.39712
 12410;  173.20; 1049.90;19.656; 0.190;  1.449; 1.836;      ; 0.069; 0.114;      ; 0.510;-0.851;  742.846;351.73466;+61.69227
 12411; 1566.24;  540.39;18.816; 0.088;  1.281; 1.688; 0.382; 0.051; 0.044; 0.415; 0.510; 0.018;  742.917;350.51691;+61.47665
 12412; 1444.64; 1206.94;18.849; 0.093;  1.341; 1.655; 0.516; 0.040; 0.066; 0.456; 0.540;-0.400;  742.921;350.61521;+61.75516
 12413;  112.56;  781.81;19.103; 0.113;  1.035; 1.881; 0.050; 0.049; 0.052; 0.271; 0.500;-0.461;  742.924;351.78690;+61.58042
 12414; 1298.90;  159.26;19.218; 0.119;  2.112; 2.405;      ; 0.031; 0.133;      ; 0.430;-0.372;  742.935;350.75404;+61.31927
 12415;  950.74; 1491.78;18.754; 0.115;  1.251; 2.203;      ; 0.039; 0.068;      ; 0.750;-0.404;  742.970;351.04853;+61.87595
 12416; 1517.42;  418.49;19.346; 0.167;  1.612; 1.639;-0.663; 0.057; 0.099; 0.232; 0.630; 0.232;  742.995;350.56105;+61.42614
 12417; 1327.16; 1328.68;19.777; 0.244;  0.824; 2.377; 0.253; 0.080; 0.087; 0.451; 0.590; 0.522;  743.000;350.71740;+61.80651
 12418; 1061.53;   41.28;20.194; 0.328;  0.997; 1.898;-1.091; 0.092; 0.136; 0.228; 0.530; 0.889;  743.000;350.96104;+61.27106
 12419; 1595.93;  699.41;19.606; 0.177;  1.730; 1.953;-0.669; 0.056; 0.107; 0.413; 0.490;-0.410;  743.010;350.48886;+61.54273
 12420; 1310.21; 1342.28;18.681; 0.068;  1.281; 1.564; 0.329; 0.049; 0.053; 0.320; 0.440; 0.034;  743.045;350.73222;+61.81226
 12421;  854.67; 1498.06;20.410; 0.444;  1.376; 2.253;      ; 0.100; 0.240;      ; 0.590;-0.074;  743.062;351.13345;+61.87882
 12422;  846.66;   11.90;18.421; 0.066;  0.988; 1.689; 0.260; 0.028; 0.026; 0.192; 0.560; 0.067;  743.149;351.14751;+61.25941
 12423;  680.03;   32.70;17.488; 0.032;  1.137; 1.680; 0.301; 0.023; 0.023; 0.098; 0.630; 0.155;  743.193;351.29191;+61.26837
 12424;  193.35;  416.46;19.186; 0.137;  1.319; 2.660;-0.578; 0.037; 0.086; 0.226; 0.540;-0.631;  743.227;351.71506;+61.42828
 12425;  131.29;  585.25;19.901; 0.275;  0.936; 1.994;-0.106; 0.066; 0.112; 0.472; 0.600; 0.715;  743.353;351.76977;+61.49853
 12426;  243.05;  332.86;19.154; 0.123;  1.456; 1.542;-0.392; 0.123; 0.120; 0.243; 0.470; 0.448;  743.421;351.67154;+61.39350
 12427;  490.95; 1403.23;18.855; 0.098;  1.085; 1.856;-0.238; 0.050; 0.051; 0.156; 0.560;-0.065;  743.467;351.45517;+61.83975
 12428; 1232.84;  114.64;16.994; 0.019;  1.123; 1.368; 0.399; 0.033; 0.019; 0.057; 0.550; 0.092;  743.522;350.81182;+61.30097
 12429;  519.42;   91.46;16.513; 0.013;  0.730; 1.192; 0.596; 0.035; 0.013; 0.039; 0.550; 0.031;  743.571;351.43113;+61.29299
 12430; 1558.75;  995.07;17.787; 0.033;  1.354; 1.715; 0.836; 0.032; 0.036; 0.291; 0.470;-0.190;  743.572;350.51750;+61.66618
 12431; 1592.70;  848.25;19.504; 0.144;  1.625; 1.725;      ; 0.052; 0.111;      ; 0.430;-0.075;  743.573;350.48968;+61.60478
 12432; 1466.71; 1177.92;17.949; 0.042;  1.267; 1.731; 1.117; 0.040; 0.028; 0.371; 0.530;-0.198;  743.674;350.59612;+61.74294
 12433;  111.58;  776.43;19.883; 0.237;  0.577; 2.157;      ; 0.071; 0.160;      ; 0.490; 0.150;  743.729;351.78774;+61.57818
 12434;  180.00;  442.73;17.675; 0.057;  1.183; 1.462;      ; 0.047; 0.023;      ; 0.710; 0.149;  743.737;351.72677;+61.43921
 12435; 1542.93;  472.32;18.313; 0.107;  1.793; 1.982; 0.537; 0.082; 0.090; 0.389; 1.090; 0.808;  743.748;350.53813;+61.44842
 12436;  182.86; 1073.43;19.320; 0.190;  1.869; 1.665;-0.636; 0.070; 0.133; 0.297; 0.760; 0.033;  743.752;351.72625;+61.70209
 12437;  297.04; 1246.83;17.532; 0.043;  0.943; 1.304; 0.520; 0.025; 0.023; 0.107; 0.890; 0.379;  743.782;351.62616;+61.77450
 12438; 1394.44; 1267.19;17.890; 0.042;  0.882; 1.311; 0.816; 0.042; 0.039; 0.241; 0.590;-0.080;  743.864;350.65874;+61.78054
 12439;  344.33; 1295.93;19.427; 0.161;  1.400; 1.739;-0.548; 0.053; 0.112; 0.298; 0.550;-0.714;  743.907;351.58454;+61.79500
 12440; 1161.30; 1432.93;19.570; 0.183;  1.692; 2.639;      ; 0.043; 0.158;      ; 0.500;-0.973;  743.918;350.86284;+61.85071
 12441; 1344.91;  195.09;19.137; 0.098;  1.286; 1.589;      ; 0.054; 0.061;      ; 0.400; 0.472;  743.984;350.71371;+61.33398
 12442;  375.71;  185.95;19.298; 0.134;  2.277; 1.626;      ; 0.068; 0.135;      ; 0.490; 0.777;  744.004;351.55592;+61.33238
 12443;  284.49; 1232.61;19.671; 0.199;  2.095; 1.632;      ; 0.099; 0.225;      ; 0.530;-0.964;  744.034;351.63719;+61.76856
 12444; 1530.84; 1066.17;20.542; 0.476;  0.687; 2.369;      ; 0.055; 0.142;      ; 0.560;-1.100;  744.038;350.54110;+61.69598
 12445; 1473.40;  341.18;19.240; 0.134;  1.692; 1.329;-0.544; 0.084; 0.116; 0.263; 0.500;-0.600;  744.082;350.60033;+61.39418
 12446;  557.44; 1437.03;17.943; 0.045;  1.145; 1.869; 0.452; 0.038; 0.037; 0.206; 0.590; 0.214;  744.116;351.39640;+61.85381
 12447; 1120.44; 1450.24;19.382; 0.142;  0.806; 2.663;      ; 0.035; 0.070;      ; 0.440; 0.638;  744.190;350.89880;+61.85808
 12448;  927.55;   14.35;14.620; 0.006;  1.420; 1.981; 0.790; 0.016; 0.006; 0.018; 0.830;-0.015;  744.193;351.07738;+61.26024
 12449;  736.03;   20.32;19.609; 0.156;  1.291; 1.205;-0.363; 0.150; 0.092; 0.338; 0.420;-0.677;  744.248;351.24339;+61.26313
 12450;  961.73;   18.38;18.629; 0.070;  1.115; 1.454; 0.084; 0.060; 0.037; 0.183; 0.470; 0.168;  744.316;351.04772;+61.26182
 12451; 1342.07;  192.18;19.505; 0.155;  1.391; 2.071;-0.521; 0.070; 0.108; 0.299; 0.450; 0.733;  744.317;350.71621;+61.33278
 12452; 1582.43;  597.29;19.024; 0.105;  1.055; 1.678; 0.021; 0.062; 0.060; 0.305; 0.500;-0.514;  744.329;350.50203;+61.50026
 12453; 1205.09;   98.11;16.235; 0.009;  0.969; 1.527; 0.380; 0.024; 0.012; 0.027; 0.470;-0.015;  744.358;350.83605;+61.29420
 12454; 1597.34;  809.85;20.137; 0.319;  0.803; 2.514;      ; 0.050; 0.126;      ; 0.520;-0.178;  744.364;350.48613;+61.58875
 12455;  129.31;  589.24;20.004; 0.321;  0.863; 2.109;-0.410; 0.059; 0.109; 0.321; 0.650; 0.235;  744.377;351.77151;+61.50019
 12456;  869.96;   10.73;19.016; 0.105;  1.175; 1.677;-0.064; 0.058; 0.051; 0.264; 0.500;-0.058;  744.415;351.12732;+61.25887
 12457; 1473.04; 1170.03;18.071; 0.049;  1.587; 2.258; 0.432; 0.024; 0.036; 0.277; 0.530;-0.228;  744.458;350.59065;+61.73961
 12458; 1572.21;  555.39;18.071; 0.048;  1.139; 1.729; 0.553; 0.027; 0.034; 0.219; 0.540; 0.002;  744.465;350.51151;+61.48286
 12459;  998.42;   24.48;18.312; 0.062;  1.164; 1.764;-0.075; 0.058; 0.031; 0.135; 0.570; 0.136;  744.466;351.01588;+61.26426
 12460;  170.93;  461.24;15.705; 0.009;  0.965; 1.376; 0.678; 0.026; 0.010; 0.023; 0.660; 0.051;  744.475;351.73474;+61.44691
 12461; 1003.50; 1484.53;17.243; 0.022;  1.389; 1.761; 0.601; 0.022; 0.049; 0.146; 0.520;-0.120;  744.493;351.00192;+61.87278
 12462;  292.00;  267.78;19.022; 0.078;  0.838; 1.821; 0.389; 0.042; 0.043; 0.324; 0.310; 0.093;  744.549;351.62881;+61.36643
 12463; 1537.63;  457.69;19.602; 0.176;  1.471; 1.244;-1.216; 0.114; 0.115; 0.152; 0.520;-0.125;  744.568;350.54294;+61.44236
 12464; 1574.39;  562.96;19.927; 0.268;  1.458; 1.613;-0.401; 0.079; 0.170; 0.530; 0.570;-1.633;  744.583;350.50950;+61.48600
 12465;  439.64;  137.02;18.550; 0.073;  1.327; 1.334; 0.086; 0.056; 0.042; 0.203; 0.560;-0.432;  744.594;351.50037;+61.31200
 12466;  261.83;  304.91;19.003; 0.142;  1.456; 1.853;-0.084; 0.062; 0.113; 0.313; 0.740; 0.790;  744.604;351.65513;+61.38187
 12467;  578.13; 1446.24;15.884; 0.012;  1.009; 1.452; 0.793; 0.044; 0.026; 0.032; 0.850; 0.072;  744.632;351.37810;+61.85764
 12468;  791.70;   13.01;20.046; 0.339;  0.954; 2.701;      ; 0.067; 0.130;      ; 0.370; 0.924;  744.685;351.19515;+61.25999
 12469; 1102.68;   52.70;19.189; 0.151;  1.037; 1.640; 0.015; 0.077; 0.053; 0.282; 0.560;-0.274;  744.691;350.92527;+61.27567
 12470; 1332.80;  183.80;18.846; 0.097;  0.988; 1.565; 0.181; 0.051; 0.031; 0.265; 0.560;-0.315;  744.693;350.72435;+61.32933
 12471; 1516.06;  412.08;19.944; 0.203;  0.693; 1.959;-0.395; 0.078; 0.088; 0.250; 0.380;-0.764;  744.706;350.56231;+61.42348
 12472; 1589.89;  875.52;19.379; 0.140;  1.428; 2.653;      ; 0.028; 0.108;      ; 0.450;-0.870;  744.709;350.49177;+61.61616
 12473;  267.73;  297.01;16.196; 0.010;  0.927; 1.308; 0.284; 0.019; 0.012; 0.024; 0.520;-0.026;  744.740;351.64998;+61.37859
 12474;  154.49; 1007.89;17.447; 0.034;  1.117; 1.606; 0.408; 0.053; 0.027; 0.093; 0.670; 0.257;  744.758;351.75096;+61.67473
 12475; 1556.76;  505.53;19.700; 0.198;  1.523; 1.351;      ; 0.143; 0.128;      ; 0.540;-0.545;  744.780;350.52564;+61.46218
 12476;  137.81;  553.61;19.552; 0.147;  1.717; 1.833;      ; 0.055; 0.135;      ; 0.410; 0.109;  744.925;351.76396;+61.48536
 12477;  832.84;   10.40;17.909; 0.039;  1.053; 1.570; 0.649; 0.033; 0.019; 0.193; 0.510;-0.168;  744.927;351.15950;+61.25882
 12478;  896.12; 1498.79;19.484; 0.153;  2.284; 2.233;-1.003; 0.067; 0.170; 0.275; 0.460;-0.348;  744.928;351.09679;+61.87902
 12479; 1567.03;  974.04;16.396; 0.015;  0.892; 1.479; 0.489; 0.033; 0.032; 0.047; 0.740; 0.091;  744.962;350.51051;+61.65737
 12480;  112.36;  696.09;19.580; 0.212;  1.312; 1.625;      ; 0.075; 0.095;      ; 0.660;-1.019;  744.968;351.78674;+61.54470
 12481; 1114.29; 1453.41;18.302; 0.058;  1.025; 2.111; 0.894; 0.026; 0.049; 0.379; 0.520; 0.079;  744.985;350.90421;+61.85942
 12482;  480.15; 1398.85;19.347; 0.163;  1.306; 1.687;      ; 0.070; 0.082;      ; 0.590;-0.754;  745.020;351.46471;+61.83793
 12483;  741.74; 1491.40;19.626; 0.210;  0.969; 2.618;      ; 0.038; 0.092;      ; 0.560;-0.680;  745.059;351.23335;+61.87626
 12484; 1158.41;   74.51;16.710; 0.016;  0.795; 1.277; 0.521; 0.019; 0.014; 0.043; 0.610;-0.096;  745.069;350.87676;+61.28455
 12485; 1533.42;  446.96;19.184; 0.135;  1.420; 2.194;-0.269; 0.033; 0.077; 0.254; 0.550; 0.272;  745.077;350.54674;+61.43791
 12486; 1438.61;  291.82;19.315; 0.214;  0.752; 2.049; 0.302; 0.044; 0.061; 0.499; 0.740;-0.966;  745.080;350.63119;+61.37380
 12487; 1216.51;  103.39;18.855; 0.090;  1.391; 1.807;-0.176; 0.043; 0.053; 0.179; 0.460;-0.086;  745.176;350.82610;+61.29635
 12488;  482.76;  109.42;16.082; 0.011;  0.975; 1.357; 0.600; 0.021; 0.015; 0.032; 0.630; 0.114;  745.213;351.46294;+61.30049
 12489; 1413.83;  261.97;15.058; 0.008;  0.930; 1.279; 0.256; 0.023; 0.013; 0.011; 0.880;-0.060;  745.231;350.65308;+61.36150
 12490;  109.82;  765.39;14.266; 0.004;  0.800; 1.083; 0.309; 0.035; 0.011; 0.007; 0.640;-0.007;  745.256;351.78924;+61.57358
 12491;  333.75;  222.30;13.015; 0.008;  0.296; 0.587;-0.103; 0.017; 0.006; 0.007; 1.920; 0.105;  745.299;351.59243;+61.34750
 12492;  305.91; 1259.01;18.437; 0.052;  1.238; 2.001; 0.071; 0.029; 0.042; 0.165; 0.380; 0.084;  745.333;351.61836;+61.77958
 12493; 1177.50; 1427.00;19.664; 0.239;  1.676; 2.433;-0.765; 0.040; 0.129; 0.306; 0.640;-1.006;  745.378;350.84858;+61.84817
 12494; 1259.17; 1381.29;20.273; 0.293;  1.379; 1.872;-1.215; 0.084; 0.188; 0.229; 0.430; 0.067;  745.384;350.77687;+61.82876
 12495;  464.30;  120.21;18.320; 0.057;  1.384; 1.582;-0.179; 0.031; 0.058; 0.149; 0.490; 0.092;  745.388;351.47896;+61.30499
 12496; 1230.61; 1398.83;19.419; 0.172;  1.106; 1.864;      ; 0.049; 0.081;      ; 0.600;-0.115;  745.391;350.80193;+61.83620
 12497;  243.79;  328.24;16.772; 0.021;  0.866; 1.398; 0.396; 0.024; 0.016; 0.050; 0.780;-0.016;  745.449;351.67088;+61.39158
 12498; 1591.02;  636.43;17.833; 0.039;  1.690; 2.009; 0.364; 0.032; 0.028; 0.259; 0.530;-0.109;  745.514;350.49400;+61.51651
 12499;  301.54;  255.47;19.642; 0.212;  1.434; 1.613;-0.354; 0.084; 0.128; 0.463; 0.590; 0.423;  745.552;351.62049;+61.36131
 12500; 1492.84; 1141.27;18.437; 0.069;  0.954; 1.838; 0.625; 0.038; 0.037; 0.240; 0.570; 0.004;  745.686;350.57357;+61.72751
 12501;  186.07; 1084.60;16.948; 0.018;  1.699; 1.928; 1.040; 0.032; 0.026; 0.232; 0.510; 0.023;  745.719;351.72346;+61.70675
 12502; 1539.57; 1050.78;19.935; 0.238;  1.236; 1.951;-0.768; 0.080; 0.150; 0.306; 0.490; 0.741;  745.733;350.53363;+61.68952
 12503;  631.64;   43.44;18.009; 0.038;  1.128; 1.277; 0.294; 0.032; 0.027; 0.164; 0.450;-0.073;  745.792;351.33384;+61.27290
 12504;  727.99;   20.08;15.882; 0.011;  0.694; 1.123; 0.563; 0.016; 0.008; 0.024; 0.800; 0.064;  745.816;351.25036;+61.26304
 12505;  551.03;   73.92;16.978; 0.019;  1.414; 1.908; 0.514; 0.022; 0.022; 0.103; 0.550; 0.025;  745.839;351.40372;+61.28567
 12506;  285.01; 1236.07;19.450; 0.199;  1.232; 1.888;      ; 0.060; 0.103;      ; 0.650;-0.904;  745.873;351.63674;+61.77000
 12507; 1594.46;  852.64;18.828; 0.139;  1.231; 2.671; 0.177; 0.052; 0.068; 0.257; 0.810; 0.965;  745.882;350.48808;+61.60660
 12508; 1586.93;  898.76;18.821; 0.091;  1.727; 2.298;      ; 0.027; 0.079;      ; 0.500;-0.102;  745.915;350.49406;+61.62587
 12509;  773.51;   13.49;18.440; 0.055;  1.037; 1.799; 0.138; 0.034; 0.030; 0.193; 0.430;-0.006;  745.971;351.21092;+61.26022
 12510;  109.02;  752.60;19.235; 0.108;  1.186; 1.532;-0.273; 0.058; 0.074; 0.229; 0.380; 0.201;  745.980;351.78989;+61.56824
 12511; 1167.74; 1432.31;18.127; 0.058;  2.639; 2.628;-0.267; 0.033; 0.078; 0.267; 0.610;-0.107;  746.021;350.85716;+61.85042
 12512;  711.35; 1487.08;20.582; 0.500; -0.212; 2.722; 0.120; 0.055; 0.094; 0.428; 0.530;-0.403;  746.043;351.26024;+61.87451
 12513; 1485.60; 1153.73;19.792; 0.174;  1.195; 1.646;-0.948; 0.076; 0.147; 0.169; 0.390;-0.158;  746.083;350.57979;+61.73275
 12514;  370.49; 1322.39;17.708; 0.060;  5.266;-0.565;-1.597; 0.171; 0.299; 0.281; 1.260; 0.489;  746.107;351.56149;+61.80604
 12515;  852.43;    8.89;20.078; 0.249;  1.682; 1.971;      ; 0.062; 0.324;      ; 0.420;-0.927;  746.111;351.14253;+61.25814
 12516; 1314.64;  167.25;17.780; 0.035;  0.984; 1.413; 0.273; 0.039; 0.025; 0.128; 0.510; 0.006;  746.135;350.74029;+61.32252
 12517;  118.67;  875.66;18.623; 0.070;  1.036; 1.623; 0.525; 0.056; 0.038; 0.337; 0.480;-0.098;  746.149;351.78192;+61.61955
 12518; 1472.96;  336.81;18.291; 0.052;  1.259; 1.657;      ; 0.038; 0.038;      ; 0.460; 0.005;  746.163;350.60077;+61.39236
 12519;  571.33;   64.82;17.467; 0.023;  0.837; 1.269; 0.383; 0.031; 0.021; 0.083; 0.420; 0.073;  746.203;351.38612;+61.28186
 12520;  599.89;   53.67;20.041; 0.322;  1.768; 1.963;      ; 0.063; 0.215;      ; 0.620;-1.236;  746.293;351.36136;+61.27720
 12521;  177.70;  441.58;18.723; 0.110;  0.867; 1.831;-0.273; 0.112; 0.066; 0.123; 0.530; 0.611;  746.302;351.72877;+61.43873
