#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.96196306;-26.51116000;25382;19.930; 0.011; 1.302; 0.017; 1.027; 0.054;              ;245.961963;-26.511160
245.96170889;-26.52648000;25386;15.277; 0.003; 1.078; 0.006; 0.416; 0.006;              ;245.961709;-26.526480
245.96162000;-26.53369000;25389;19.169; 0.005; 1.104; 0.008; 0.627; 0.018;              ;245.961620;-26.533690
245.96216111;-26.50238000;25392;16.838; 0.003; 0.836; 0.004; 0.129; 0.004;              ;245.962161;-26.502380
245.96266000;-26.47636000;25395;21.317; 0.024; 1.671; 0.058;      ;      ;              ;245.962660;-26.476360
245.96212000;-26.50857000;25396;18.030; 0.004; 0.921; 0.005; 0.185; 0.008;              ;245.962120;-26.508570
245.96114000;-26.56693000;25399;18.227; 0.005; 0.949; 0.006; 0.249; 0.008;              ;245.961140;-26.566930
245.96267889;-26.47818000;25401;20.082; 0.010; 1.316; 0.017; 1.038; 0.056;              ;245.962679;-26.478180
245.96183694;-26.52806000;25402;18.348; 0.005; 0.960; 0.006; 0.251; 0.011;              ;245.961837;-26.528060
245.96226194;-26.50351000;25406;17.389; 0.003; 0.846; 0.004; 0.137; 0.004;              ;245.962262;-26.503510
245.96297611;-26.46140000;25410;16.483; 0.004; 0.833; 0.005; 0.148; 0.007;              ;245.962976;-26.461400
245.96140694;-26.55396000;25412;18.269; 0.005; 0.952; 0.006; 0.250; 0.009;              ;245.961407;-26.553960
245.96123694;-26.56401000;25414;19.313; 0.006; 1.135; 0.012; 0.695; 0.024;              ;245.961237;-26.564010
245.96207806;-26.51530000;25417;17.505; 0.003; 1.017; 0.004; 0.545; 0.007;              ;245.962078;-26.515300
245.96259806;-26.48534000;25419;18.344; 0.004; 0.961; 0.005; 0.287; 0.008;              ;245.962598;-26.485340
245.96204806;-26.51851000;25420;22.697; 0.065;      ;      ;      ;      ;              ;245.962048;-26.518510
245.96112111;-26.57312000;25422;17.800; 0.004; 0.884; 0.005; 0.170; 0.008;              ;245.961121;-26.573120
245.96145389;-26.55444000;25426;16.967; 0.003; 0.844; 0.004; 0.157; 0.004;              ;245.961454;-26.554440
245.96171611;-26.53966000;25427;21.413; 0.023; 1.610; 0.047;      ;      ;              ;245.961716;-26.539660
245.96311500;-26.45753000;25428;21.764; 0.033; 1.538; 0.073;      ;      ;              ;245.963115;-26.457530
245.96146389;-26.55588000;25430;20.455; 0.010; 1.420; 0.022; 1.356; 0.118;              ;245.961464;-26.555880
245.96110806;-26.57738000;25431;19.747; 0.011; 1.213; 0.016; 0.917; 0.033;              ;245.961108;-26.577380
245.96324306;-26.45292000;25433;21.916; 0.033; 0.913; 0.050; 0.222; 0.101;              ;245.963243;-26.452920
245.96156389;-26.55223000;25434;22.065; 0.033; 1.761; 0.085;      ;      ;              ;245.961564;-26.552230
245.96272611;-26.48697000;25439;16.340; 0.003; 0.919; 0.004; 0.228; 0.004;              ;245.962726;-26.486970
245.96140694;-26.56861000;25443;17.678; 0.003; 0.881; 0.004; 0.160; 0.006;              ;245.961407;-26.568610
245.96306111;-26.47443000;25445;17.917; 0.004; 0.895; 0.005; 0.194; 0.008;              ;245.963061;-26.474430
245.96235111;-26.51726000;25449;16.803; 0.004; 0.830; 0.006; 0.148; 0.006;              ;245.962351;-26.517260
245.96257389;-26.50427000;25451;18.743; 0.005; 1.032; 0.006; 0.445; 0.015;              ;245.962574;-26.504270
245.96306111;-26.47572000;25453;17.391; 0.003; 0.853; 0.004; 0.136; 0.005;              ;245.963061;-26.475720
245.96284889;-26.48963000;25457;18.587; 0.006; 1.021; 0.007; 0.397; 0.013;              ;245.962849;-26.489630
245.96224000;-26.52551000;25458;18.808; 0.006; 1.049; 0.007; 0.444; 0.015;              ;245.962240;-26.525510
245.96138694;-26.57784000;25461;19.933; 0.010; 1.267; 0.015; 1.070; 0.065;              ;245.961387;-26.577840
245.96334194;-26.46476000;25463;21.912; 0.028; 1.764; 0.085;      ;      ;              ;245.963342;-26.464760
245.96250000;-26.51493000;25464;21.001; 0.018; 1.587; 0.034;      ;      ;              ;245.962500;-26.514930
245.96202000;-26.54461000;25465;17.393; 0.003; 0.806; 0.004; 0.242; 0.006;              ;245.962020;-26.544610
245.96275389;-26.50217000;25468;18.784; 0.006; 1.061; 0.008; 0.400; 0.015;              ;245.962754;-26.502170
245.96144694;-26.57868000;25470;20.206; 0.010; 1.347; 0.017; 1.094; 0.057;              ;245.961447;-26.578680
245.96263889;-26.50927000;25472;17.626; 0.004; 0.886; 0.005; 0.161; 0.007;              ;245.962639;-26.509270
245.96218500;-26.53639000;25475;16.852; 0.003; 0.835; 0.004; 0.142; 0.004;              ;245.962185;-26.536390
245.96155889;-26.57333000;25476;20.011; 0.009; 1.322; 0.018;      ;      ;              ;245.961559;-26.573330
245.96354611;-26.45670000;25478;21.121; 0.026; 1.504; 0.052;      ;      ;              ;245.963546;-26.456700
245.96141500;-26.58303000;25480;17.833; 0.006; 0.879; 0.007; 0.184; 0.008;              ;245.961415;-26.583030
245.96215194;-26.54202000;25481;21.969; 0.032; 1.862; 0.089;      ;      ;              ;245.962152;-26.542020
245.96241000;-26.53103000;25482;18.779; 0.005; 1.028; 0.007; 0.456; 0.013;              ;245.962410;-26.531030
245.96273611;-26.51282000;25486;16.728; 0.003; 0.831; 0.004; 0.159; 0.006;              ;245.962736;-26.512820
245.96283000;-26.50740000;25488;20.585; 0.013; 1.437; 0.026;      ;      ;              ;245.962830;-26.507400
245.96171889;-26.57266000;25490;19.917; 0.009; 1.302; 0.015; 0.938; 0.040;              ;245.961719;-26.572660
245.96266694;-26.51792000;25491;20.534; 0.013; 1.480; 0.031;      ;      ;              ;245.962667;-26.517920
245.96137694;-26.59394000;25492;22.243; 0.038; 0.861; 0.059; 0.170; 0.142;              ;245.961377;-26.593940
245.96132806;-26.59704000;25493;18.460; 0.009; 0.972; 0.011; 0.328; 0.013;              ;245.961328;-26.597040
245.96357000;-26.46708000;25496;17.392; 0.004; 0.860; 0.005; 0.145; 0.008;              ;245.963570;-26.467080
245.96245889;-26.53350000;25498;18.240; 0.011; 0.985; 0.013; 0.300; 0.011;              ;245.962459;-26.533500
245.96151194;-26.59088000;25501;20.075; 0.011; 1.182; 0.016; 0.903; 0.045;              ;245.961512;-26.590880
245.96311500;-26.49830000;25503;19.294; 0.006; 0.787; 0.008; 0.091; 0.014;              ;245.963115;-26.498300
245.96295194;-26.50848000;25505;19.801; 0.008; 1.257; 0.014; 0.912; 0.033;              ;245.962952;-26.508480
245.96244306;-26.53847000;25506;20.201; 0.010; 1.397; 0.018; 1.076; 0.070;              ;245.962443;-26.538470
245.96203806;-26.56205000;25507;18.597; 0.005; 1.006; 0.006; 0.386; 0.011;              ;245.962038;-26.562050
245.96329889;-26.49054000;25513;19.586; 0.008; 1.199; 0.012; 0.853; 0.030;              ;245.963299;-26.490540
245.96235611;-26.54602000;25514;19.978; 0.010; 1.293; 0.017; 1.051; 0.047;              ;245.962356;-26.546020
245.96151611;-26.59508000;25515;21.186; 0.021; 1.843; 0.054;      ;      ;              ;245.961516;-26.595080
245.96216611;-26.55984000;25518;17.602; 0.003; 0.884; 0.004; 0.153; 0.006;              ;245.962166;-26.559840
245.96185194;-26.57808000;25520;17.769; 0.005; 0.942; 0.006; 0.517; 0.008;              ;245.961852;-26.578080
245.96401694;-26.45132000;25521;16.784; 0.008; 0.813; 0.010; 0.152; 0.013;              ;245.964017;-26.451320
245.96194806;-26.57326000;25522;18.773; 0.004; 0.995; 0.006; 0.480; 0.015;              ;245.961948;-26.573260
245.96380306;-26.46544000;25525;21.783; 0.029; 1.690; 0.064;      ;      ;              ;245.963803;-26.465440
245.96300611;-26.51276000;25527;18.229; 0.012; 0.987; 0.020; 0.219; 0.022;              ;245.963006;-26.512760
245.96224194;-26.55774000;25528;20.747; 0.014; 1.480; 0.023; 1.395; 0.178;              ;245.962242;-26.557740
245.96245889;-26.54563000;25529;19.666; 0.007; 0.861; 0.011; 0.125; 0.015;              ;245.962459;-26.545630
245.96287694;-26.52491000;25531;19.470; 0.007; 1.173; 0.011; 0.776; 0.026;              ;245.962877;-26.524910
245.96194111;-26.57936000;25532;20.257; 0.011; 1.383; 0.017; 1.157; 0.089;              ;245.961941;-26.579360
245.96243500;-26.55216000;25534;21.792; 0.029; 1.859; 0.075;      ;      ;              ;245.962435;-26.552160
245.96371000;-26.47904000;25536;19.606; 0.007; 1.190; 0.011; 0.865; 0.031;              ;245.963710;-26.479040
245.96323694;-26.50724000;25538;18.217; 0.004; 0.954; 0.005; 0.260; 0.008;              ;245.963237;-26.507240
245.96410694;-26.45721000;25541;16.859; 0.005; 0.829; 0.006; 0.148; 0.009;              ;245.964107;-26.457210
245.96315694;-26.51481000;25542;18.436; 0.004; 0.971; 0.006; 0.326; 0.011;              ;245.963157;-26.514810
245.96368389;-26.48612000;25545;18.633; 0.004; 1.010; 0.006; 0.422; 0.012;              ;245.963684;-26.486120
245.96189000;-26.59291000;25546;22.049; 0.033; 1.514; 0.088;      ;      ;              ;245.961890;-26.592910
245.96291694;-26.53495000;25547;20.319; 0.012; 1.421; 0.022; 1.129; 0.094;              ;245.962917;-26.534950
245.96313889;-26.52313000;25550;18.061; 0.010; 0.907; 0.014; 0.187; 0.012;              ;245.963139;-26.523130
245.96255000;-26.55820000;25551;21.603; 0.028; 1.730; 0.062;      ;      ;              ;245.962550;-26.558200
245.96334389;-26.51215000;25553;17.160; 0.004; 0.854; 0.006; 0.132; 0.007;              ;245.963344;-26.512150
245.96332889;-26.51408000;25555;17.229; 0.003; 0.858; 0.004; 0.140; 0.005;              ;245.963329;-26.514080
245.96324611;-26.51994000;25557;20.166; 0.011; 1.323; 0.022; 1.194; 0.084;              ;245.963246;-26.519940
245.96286889;-26.54240000;25559;19.448; 0.007; 1.155; 0.011; 0.722; 0.023;              ;245.962869;-26.542400
245.96407806;-26.47460000;25562;18.027; 0.004; 0.908; 0.005; 0.216; 0.009;              ;245.964078;-26.474600
245.96231000;-26.57910000;25564;21.846; 0.024; 1.721; 0.069;      ;      ;              ;245.962310;-26.579100
245.96257806;-26.56474000;25565;20.447; 0.009; 0.901; 0.014; 0.212; 0.030;              ;245.962578;-26.564740
245.96378694;-26.49494000;25567;19.680; 0.008; 1.219; 0.011; 0.862; 0.027;              ;245.963787;-26.494940
245.96327806;-26.52616000;25571;17.027; 0.003; 0.851; 0.004; 0.121; 0.004;              ;245.963278;-26.526160
245.96377694;-26.49685000;25572;17.227; 0.003; 0.842; 0.004; 0.130; 0.004;              ;245.963777;-26.496850
245.96315306;-26.53374000;25575;17.650; 0.004; 0.891; 0.005; 0.162; 0.006;              ;245.963153;-26.533740
245.96250000;-26.57318000;25579;18.572; 0.006; 1.032; 0.007; 0.362; 0.014;              ;245.962500;-26.573180
245.96332500;-26.52511000;25580;19.972; 0.008; 1.325; 0.017; 1.010; 0.054;              ;245.963325;-26.525110
245.96266500;-26.56394000;25583;20.574; 0.020; 1.392; 0.034;      ;      ;              ;245.962665;-26.563940
245.96263806;-26.56570000;25584;17.209; 0.003; 0.845; 0.004; 0.156; 0.005;              ;245.962638;-26.565700
245.96294111;-26.54842000;25587;19.858; 0.013; 1.251; 0.018;      ;      ;              ;245.962941;-26.548420
245.96395611;-26.48984000;25589;18.916; 0.005; 1.594; 0.008; 1.517; 0.037;              ;245.963956;-26.489840
245.96432500;-26.46819000;25590;22.173; 0.042; 0.827; 0.069; 0.132; 0.131;              ;245.964325;-26.468190
245.96254389;-26.57437000;25592;18.932; 0.007; 1.067; 0.011; 0.514; 0.017;              ;245.962544;-26.574370
245.96384806;-26.50028000;25593;20.576; 0.013; 1.451; 0.023;      ;      ;              ;245.963848;-26.500280
245.96346000;-26.52363000;25596;14.877; 0.003; 1.102; 0.006; 0.422; 0.006;              ;245.963460;-26.523630
245.96225111;-26.59407000;25597;17.888; 0.010; 0.900; 0.012; 0.195; 0.009;              ;245.962251;-26.594070
245.96408194;-26.48761000;25598;21.822; 0.022; 1.647; 0.073;      ;      ;              ;245.964082;-26.487610
245.96371389;-26.51124000;25599;15.300; 0.003; 1.095; 0.007; 0.499; 0.007;              ;245.963714;-26.511240
245.96353806;-26.52178000;25602;18.007; 0.004; 0.931; 0.005; 0.198; 0.008;              ;245.963538;-26.521780
245.96469611;-26.45750000;25607;19.182; 0.009; 1.093; 0.014; 0.648; 0.022;              ;245.964696;-26.457500
245.96402194;-26.49834000;25609;19.975; 0.007; 1.284; 0.013; 1.098; 0.046;              ;245.964022;-26.498340
245.96393000;-26.50532000;25611;20.589; 0.015; 1.871; 0.029;      ;      ;              ;245.963930;-26.505320
245.96381806;-26.51334000;25613;18.597; 0.008; 1.033; 0.012; 0.373; 0.014;              ;245.963818;-26.513340
245.96418194;-26.49205000;25614;22.018; 0.027; 1.579; 0.070;      ;      ;              ;245.964182;-26.492050
245.96358611;-26.52830000;25616;17.968; 0.005; 0.904; 0.006; 0.205; 0.008;              ;245.963586;-26.528300
245.96330000;-26.54545000;25617;21.868; 0.031; 1.787; 0.077;      ;      ;              ;245.963300;-26.545450
245.96248194;-26.59556000;25618;21.473; 0.021; 1.679; 0.050;      ;      ;              ;245.962482;-26.595560
245.96392500;-26.51257000;25620;15.473; 0.003; 1.073; 0.006; 0.495; 0.006;              ;245.963925;-26.512570
245.96490306;-26.45471000;25624;18.873; 0.010; 1.038; 0.012; 0.537; 0.018;              ;245.964903;-26.454710
245.96462611;-26.47237000;25625;20.736; 0.012; 0.926; 0.021; 0.384; 0.040;              ;245.964626;-26.472370
245.96287389;-26.57635000;25629;17.320; 0.005; 0.855; 0.005; 0.133; 0.005;              ;245.962874;-26.576350
245.96440306;-26.48691000;25631;18.042; 0.004; 0.940; 0.005; 0.347; 0.009;              ;245.964403;-26.486910
245.96332611;-26.55068000;25632;22.740; 0.052; 0.138; 0.068;-0.498; 0.073;              ;245.963326;-26.550680
245.96340694;-26.54861000;25635;16.851; 0.003; 0.841; 0.004; 0.139; 0.005;              ;245.963407;-26.548610
245.96353194;-26.54137000;25637;20.512; 0.012; 1.432; 0.024;      ;      ;              ;245.963532;-26.541370
245.96358194;-26.53940000;25638;22.087; 0.037; 1.812; 0.100;      ;      ;              ;245.963582;-26.539400
245.96375389;-26.53018000;25640;19.752; 0.006; 1.249; 0.013; 0.952; 0.034;              ;245.963754;-26.530180
245.96274500;-26.58876000;25642;17.579; 0.007; 0.876; 0.008; 0.170; 0.009;              ;245.962745;-26.588760
245.96398611;-26.51707000;25644;18.455; 0.005; 0.987; 0.006; 0.286; 0.009;              ;245.963986;-26.517070
245.96423806;-26.50314000;25646;18.203; 0.004; 0.949; 0.005; 0.251; 0.007;              ;245.964238;-26.503140
245.96295500;-26.58046000;25651;17.262; 0.005; 0.855; 0.006; 0.136; 0.007;              ;245.962955;-26.580460
245.96390694;-26.52578000;25654;19.935; 0.010; 1.281; 0.017; 1.014; 0.047;              ;245.963907;-26.525780
245.96324806;-26.56632000;25655;20.555; 0.013; 1.433; 0.023;      ;      ;              ;245.963248;-26.566320
245.96449500;-26.49390000;25657;17.481; 0.004; 0.867; 0.005; 0.149; 0.006;              ;245.964495;-26.493900
245.96394694;-26.52803000;25660;18.743; 0.007; 1.050; 0.010; 0.422; 0.012;              ;245.963947;-26.528030
245.96418694;-26.51555000;25662;17.898; 0.004; 0.984; 0.005; 0.343; 0.006;              ;245.964187;-26.515550
245.96443611;-26.50111000;25663;18.875; 0.005; 1.062; 0.007; 0.454; 0.016;              ;245.964436;-26.501110
245.96290389;-26.59170000;25668;19.690; 0.011; 1.245; 0.015; 0.909; 0.033;              ;245.962904;-26.591700
245.96433111;-26.51160000;25673;17.177; 0.004; 0.850; 0.006; 0.132; 0.006;              ;245.964331;-26.511600
245.96355306;-26.55903000;25677;19.582; 0.006; 1.193; 0.012; 0.879; 0.027;              ;245.963553;-26.559030
245.96335611;-26.57110000;25679;19.652; 0.006; 1.206; 0.012; 0.903; 0.031;              ;245.963356;-26.571100
245.96430389;-26.51798000;25681;19.175; 0.006; 1.116; 0.008; 0.645; 0.022;              ;245.964304;-26.517980
245.96345194;-26.56848000;25683;22.405; 0.040; 1.794; 0.127;      ;      ;              ;245.963452;-26.568480
245.96321889;-26.58305000;25685;17.604; 0.005; 0.876; 0.006; 0.140; 0.006;              ;245.963219;-26.583050
245.96375000;-26.55377000;25687;22.016; 0.032; 1.774; 0.078;      ;      ;              ;245.963750;-26.553770
245.96360889;-26.56367000;25692;16.802; 0.003; 0.853; 0.004; 0.156; 0.004;              ;245.963609;-26.563670
245.96430889;-26.52966000;25698;21.676; 0.025; 0.992; 0.047; 0.389; 0.114;              ;245.964309;-26.529660
245.96489500;-26.49598000;25700;16.275; 0.003; 0.970; 0.004; 0.311; 0.004;              ;245.964895;-26.495980
245.96399111;-26.54958000;25701;18.178; 0.004; 0.944; 0.005; 0.214; 0.008;              ;245.963991;-26.549580
245.96425306;-26.53507000;25704;18.113; 0.005; 0.933; 0.006; 0.246; 0.008;              ;245.964253;-26.535070
245.96501889;-26.49052000;25706;19.022; 0.005; 1.100; 0.006; 0.578; 0.017;              ;245.965019;-26.490520
245.96489889;-26.49890000;25708;21.067; 0.019; 1.559; 0.039;      ;      ;              ;245.964899;-26.498900
245.96558111;-26.45898000;25710;19.814; 0.011; 1.266; 0.015; 0.912; 0.039;              ;245.965581;-26.458980
245.96506889;-26.48965000;25713;20.897; 0.014; 0.984; 0.022; 0.173; 0.043;              ;245.965069;-26.489650
245.96370500;-26.57034000;25717;18.947; 0.005; 1.311; 0.007; 1.242; 0.027;              ;245.963705;-26.570340
245.96372694;-26.56909000;25718;19.400; 0.008; 1.165; 0.012; 0.716; 0.023;              ;245.963727;-26.569090
245.96447889;-26.52538000;25720;18.212; 0.005; 0.960; 0.006; 0.243; 0.009;              ;245.964479;-26.525380
245.96428500;-26.53691000;25721;20.522; 0.012; 1.483; 0.021;      ;      ;              ;245.964285;-26.536910
245.96503889;-26.49324000;25724;18.585; 0.005; 1.005; 0.006; 0.367; 0.013;              ;245.965039;-26.493240
245.96398111;-26.55855000;25730;19.657; 0.007; 1.212; 0.012; 0.951; 0.037;              ;245.963981;-26.558550
245.96476306;-26.51508000;25731;21.362; 0.022; 1.692; 0.051;      ;      ;              ;245.964763;-26.515080
245.96436194;-26.53863000;25732;19.387; 0.008; 1.138; 0.012; 0.749; 0.027;              ;245.964362;-26.538630
245.96568611;-26.46055000;25734;19.322; 0.009; 1.180; 0.019; 0.795; 0.028;              ;245.965686;-26.460550
245.96451500;-26.53012000;25736;20.383; 0.011; 1.438; 0.020;      ;      ;              ;245.964515;-26.530120
245.96467611;-26.52157000;25739;17.462; 0.004; 0.862; 0.005; 0.134; 0.007;              ;245.964676;-26.521570
245.96518806;-26.49227000;25741;17.487; 0.003; 0.862; 0.004; 0.161; 0.005;              ;245.965188;-26.492270
245.96496500;-26.50610000;25744;20.686; 0.017; 1.531; 0.028;      ;      ;              ;245.964965;-26.506100
245.96577500;-26.45807000;25745;17.614; 0.007; 0.871; 0.008; 0.165; 0.011;              ;245.965775;-26.458070
245.96517611;-26.49395000;25747;19.913; 0.008; 1.279; 0.018; 1.080; 0.060;              ;245.965176;-26.493950
245.96532611;-26.48773000;25750;20.235; 0.008; 1.341; 0.015; 1.212; 0.070;              ;245.965326;-26.487730
245.96343500;-26.59839000;25752;18.484; 0.013; 0.989; 0.015;      ;      ;              ;245.963435;-26.598390
245.96479389;-26.51981000;25754;17.580; 0.004; 0.869; 0.004; 0.153; 0.005;              ;245.964794;-26.519810
245.96523500;-26.49487000;25755;20.057; 0.009; 1.300; 0.015; 1.039; 0.055;              ;245.965235;-26.494870
245.96541194;-26.48501000;25757;20.704; 0.012; 0.995; 0.019; 0.503; 0.049;              ;245.965412;-26.485010
245.96490000;-26.51646000;25759;20.035; 0.008; 1.307; 0.015; 1.069; 0.041;              ;245.964900;-26.516460
245.96383194;-26.58167000;25763;19.664; 0.009; 1.184; 0.014; 0.878; 0.037;              ;245.963832;-26.581670
245.96452806;-26.54206000;25765;17.031; 0.003; 0.849; 0.004; 0.145; 0.004;              ;245.964528;-26.542060
245.96517611;-26.50501000;25767;20.935; 0.018; 0.883; 0.029; 0.371; 0.050;              ;245.965176;-26.505010
245.96572806;-26.47260000;25770;16.960; 0.004; 0.826; 0.004; 0.127; 0.004;              ;245.965728;-26.472600
245.96389306;-26.58031000;25771;20.363; 0.015; 1.136; 0.025; 1.031; 0.060;              ;245.963893;-26.580310
245.96529389;-26.49907000;25772;18.868; 0.005; 1.065; 0.007; 0.501; 0.020;              ;245.965294;-26.499070
245.96525694;-26.50418000;25775;17.448; 0.004; 0.846; 0.004; 0.149; 0.005;              ;245.965257;-26.504180
245.96532806;-26.50042000;25776;21.199; 0.014; 0.931; 0.025; 0.155; 0.057;              ;245.965328;-26.500420
245.96572611;-26.47749000;25778;18.864; 0.005; 0.951; 0.007; 0.345; 0.013;              ;245.965726;-26.477490
245.96557889;-26.48651000;25781;18.900; 0.006; 1.055; 0.008; 0.497; 0.013;              ;245.965579;-26.486510
245.96501694;-26.52033000;25783;16.713; 0.003; 0.830; 0.004; 0.140; 0.004;              ;245.965017;-26.520330
245.96491694;-26.52937000;25787;21.288; 0.020; 1.637; 0.049;      ;      ;              ;245.964917;-26.529370
245.96503000;-26.52412000;25788;17.675; 0.004; 0.867; 0.005; 0.160; 0.007;              ;245.965030;-26.524120
245.96461694;-26.54869000;25792;18.532; 0.004; 0.999; 0.006; 0.329; 0.012;              ;245.964617;-26.548690
245.96397611;-26.58749000;25794;19.050; 0.009; 1.088; 0.012; 0.577; 0.017;              ;245.963976;-26.587490
245.96531889;-26.50971000;25795;20.533; 0.012; 1.531; 0.028;      ;      ;              ;245.965319;-26.509710
245.96497500;-26.53034000;25797;18.394; 0.005; 0.968; 0.006; 0.315; 0.012;              ;245.964975;-26.530340
245.96412000;-26.58094000;25799;18.490; 0.014; 0.945; 0.019; 0.371; 0.024;              ;245.964120;-26.580940
245.96475889;-26.54799000;25801;18.304; 0.005; 0.985; 0.006; 0.244; 0.009;              ;245.964759;-26.547990
245.96493111;-26.53821000;25804;16.906; 0.003; 0.859; 0.004; 0.155; 0.004;              ;245.964931;-26.538210
245.96467500;-26.55476000;25808;16.016; 0.003; 1.048; 0.004; 0.443; 0.004;              ;245.964675;-26.554760
245.96632611;-26.45741000;25811;19.142; 0.007; 1.108; 0.010; 0.637; 0.019;              ;245.966326;-26.457410
245.96602611;-26.47840000;25814;19.810; 0.008; 1.246; 0.013; 1.014; 0.044;              ;245.966026;-26.478400
245.96472111;-26.55540000;25815;18.218; 0.006; 0.967; 0.008; 0.271; 0.009;              ;245.964721;-26.555400
245.96530806;-26.52376000;25817;20.529; 0.014; 1.424; 0.026;      ;      ;              ;245.965308;-26.523760
245.96505500;-26.53950000;25819;16.667; 0.004; 0.863; 0.004; 0.156; 0.004;              ;245.965055;-26.539500
245.96460806;-26.56688000;25821;20.415; 0.010; 1.417; 0.018;      ;      ;              ;245.964608;-26.566880
245.96526306;-26.52951000;25823;18.662; 0.004; 1.023; 0.006; 0.410; 0.012;              ;245.965263;-26.529510
245.96602889;-26.48433000;25824;20.819; 0.010; 1.513; 0.029;      ;      ;              ;245.966029;-26.484330
245.96632694;-26.46810000;25829;21.557; 0.023; 1.648; 0.054;      ;      ;              ;245.966327;-26.468100
245.96612694;-26.48003000;25830;18.260; 0.005; 0.959; 0.006; 0.260; 0.009;              ;245.966127;-26.480030
245.96533389;-26.52702000;25832;17.285; 0.004; 0.845; 0.004; 0.123; 0.005;              ;245.965334;-26.527020
245.96505500;-26.54346000;25833;19.430; 0.005; 1.241; 0.011; 0.819; 0.033;              ;245.965055;-26.543460
245.96547111;-26.52101000;25837;15.825; 0.003; 1.042; 0.004; 0.365; 0.005;              ;245.965471;-26.521010
245.96537000;-26.52794000;25838;19.424; 0.006; 1.160; 0.011; 0.784; 0.023;              ;245.965370;-26.527940
245.96458306;-26.57569000;25844;18.982; 0.006; 1.082; 0.007; 0.565; 0.014;              ;245.964583;-26.575690
245.96449111;-26.58102000;25845;16.709; 0.004; 0.831; 0.005; 0.141; 0.007;              ;245.964491;-26.581020
245.96488111;-26.55886000;25846;21.419; 0.016; 0.834; 0.026; 0.153; 0.068;              ;245.964881;-26.558860
