#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-11T00:19:26 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-11T00:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PASP/116/1012/cat1&-order=I&-out=n_SMV&-out=SMV&-out=Umag&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=Imag&-out=Memb&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61161012
#Name: J/PASP/116/1012
#Title: A star catalog for the open cluster NGC 188 (Stetson+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/pasp/116/1012	    IVOID of underlying data collection
#INFO	creator=Stetson P.B.	    First author or institution
#INFO	cites=bibcode:2004PASP..116.1012S	    Article or Data origin sources
#INFO	editor=Publications of the Astronomical Society of the Pacific	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/116/1012	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61161012	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_116_1012_cat1:
#Name: J/PASP/116/1012/cat1
#Title: Original photometry merged with previously published photometry and memberships
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_SMV	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV	(I7)	Sequential ID number	[ucd=meta.id;meta.main]
#Column	Umag	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	Imag	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	Memb	(I3)	? Mean membership probability in %	[ucd=stat]
#Column	RAJ2000	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;n_SMV;SMV;Umag;Bmag;e_Bmag;Vmag;e_Vmag;Rmag;e_Rmag;Imag;Memb;RAJ2000;DEJ2000
014.0384167;+85.5705000;x;  11335;      ;21.953;0.0186;20.477;0.0165;      ;      ;      ;   ;00 56 09.22;+85 34 13.8
013.9934583;+85.4627500;x;  11336;      ;20.303;0.0173;18.983;0.0160;      ;      ;      ;  2;00 55 58.43;+85 27 45.9
013.8148750;+85.0420278;x;  11337;      ;19.015;0.0165;17.536;0.0153;      ;      ;      ;  0;00 55 15.57;+85 02 31.3
013.7914167;+84.9803333;x;  11338;      ;19.813;0.0189;18.291;0.0189;      ;      ;      ;  0;00 55 09.94;+84 58 49.2
013.7818333;+84.9520556;x;  11339;      ;18.955;0.0161;18.286;0.0190;      ;      ;      ;  3;00 55 07.64;+84 57 07.4
013.8027917;+85.0064722;x;  11340;      ;18.178;0.0160;17.359;0.0156;      ;      ;      ;  0;00 55 12.67;+85 00 23.3
013.9170833;+85.2830556;x;  11341;16.628;16.419;0.0120;15.739;0.0118;15.335;0.0186;14.976; 86;00 55 40.10;+85 16 59.0
013.9159167;+85.2800556;x;  11342;15.139;15.002;0.0130;14.316;0.0118;13.915;0.0185;13.527;  0;00 55 39.82;+85 16 48.2
013.8851667;+85.2032500;x;  11344;      ;18.244;0.0129;17.051;0.0120;16.310;0.0200;15.723;  1;00 55 32.44;+85 12 11.7
013.7785417;+84.9315556;x;  11345;      ;21.794;0.0150;21.114;0.0322;      ;      ;      ;   ;00 55 06.85;+84 55 53.6
014.0740000;+85.6078611;x;  11346;      ;17.683;0.0159;16.908;0.0166;      ;      ;      ; 40;00 56 17.76;+85 36 28.3
013.7750833;+84.9176944;x;  11347;      ;21.288;0.0153;20.528;0.0150;      ;      ;      ;   ;00 55 06.02;+84 55 03.7
013.8417917;+85.0876389;x;  11348;      ;16.940;0.0159;16.104;0.0153;      ;      ;      ; 95;00 55 22.03;+85 05 15.5
014.0067500;+85.4633611;x;  11349;      ;20.299;0.0217;18.942;0.0167;      ;      ;      ;  0;00 56 01.62;+85 27 48.1
013.8788750;+85.1746111;x;  11350;      ;21.979;0.0201;20.987;0.0178;      ;      ;      ;   ;00 55 30.93;+85 10 28.6
013.8352500;+85.0653056;x;  11351;      ;21.489;0.0169;20.055;0.0162;      ;      ;      ;   ;00 55 20.46;+85 03 55.1
013.8287500;+85.0467778;x;  11352;      ;16.446;0.0161;15.790;0.0152;      ;      ;      ;  0;00 55 18.90;+85 02 48.4
013.9861667;+85.4112500;x;  11353;      ;16.617;0.0138;15.895;0.0133;15.538;0.0270;15.165; 82;00 55 56.68;+85 24 40.5
014.0865833;+85.6176667;x;  11354;      ;20.248;0.0157;18.928;0.0164;      ;      ;      ;  0;00 56 20.78;+85 37 03.6
013.9375417;+85.3018889;x;  11355;      ;18.734;0.0144;18.112;0.0125;17.713;0.0275;17.335;  0;00 55 45.01;+85 18 06.8
014.1331667;+85.7031944;x;  11356;      ;19.157;0.0168;17.625;0.0193;      ;      ;      ;  0;00 56 31.96;+85 42 11.5
013.9795833;+85.3841944;x;  11357;      ;19.393;0.0151;18.423;0.0130;17.876;0.0340;17.352; 64;00 55 55.10;+85 23 03.1
013.8007917;+84.9443889;x;  11358;      ;15.797;0.0157;15.258;0.0163;      ;      ;      ;  0;00 55 12.19;+84 56 39.8
013.9650000;+85.3351944;x;  11359;      ;19.745;0.0157;18.547;0.0135;17.788;0.0285;17.163; 56;00 55 51.60;+85 20 06.7
013.9061250;+85.1982778;x;  11360;      ;18.421;0.0132;17.479;0.0121;16.954;0.0305;16.467; 82;00 55 37.47;+85 11 53.8
013.9725833;+85.3484167;x;  11361;      ;18.905;0.0140;17.865;0.0124;17.259;0.0262;16.759; 88;00 55 53.42;+85 20 54.3
013.9005833;+85.1819167;x;  11362;      ;      ;      ;20.876;0.0150;      ;      ;      ;   ;00 55 36.14;+85 10 54.9
014.0490417;+85.4973611;x;  11364;      ;21.778;0.0168;20.444;0.0161;      ;      ;      ;   ;00 56 11.77;+85 29 50.5
013.9124167;+85.1808056;x;  11365;      ;17.713;0.0125;16.817;0.0120;16.321;0.0281;15.821; 83;00 55 38.98;+85 10 50.9
013.8850417;+85.1070278;x;  11367;      ;21.602;0.0230;20.228;0.0165;      ;      ;      ;   ;00 55 32.41;+85 06 25.3
014.0439583;+85.4589722;x;  11368; 8.534; 8.400;0.0288;10.488;0.0142;      ;      ;      ;  0;00 56 10.55;+85 27 32.3
014.1258333;+85.6150000;x;  11369;      ;17.423;0.0164;16.403;0.0163;      ;      ;      ;  0;00 56 30.20;+85 36 54.0
014.1035000;+85.5645556;x;  11370;      ;22.215;0.0150;20.797;0.0208;      ;      ;      ;   ;00 56 24.84;+85 33 52.4
013.9185000;+85.1583611;x;  11371;      ;21.552;0.0244;20.017;0.0166;      ;      ;      ;  0;00 55 40.44;+85 09 30.1
013.9398750;+85.2058333;x;  11372;13.704;12.258;0.0147;10.835;0.0132;      ;      ;      ; 54;00 55 45.57;+85 12 21.0
014.1652083;+85.6723333;x;  11374;      ;19.280;0.0175;18.417;0.0198;      ;      ;      ;   ;00 56 39.65;+85 40 20.4
013.9717500;+85.2725278;x;  11375;      ;20.072;0.0163;18.829;0.0142;18.038;0.0353;17.410; 71;00 55 53.22;+85 16 21.1
014.0355000;+85.4094167;x;  11376;      ;20.392;0.0161;19.421;0.0155;      ;      ;      ;  0;00 56 08.52;+85 24 33.9
013.8886667;+85.0695833;x;  11378;      ;21.397;0.0181;20.439;0.0166;      ;      ;      ;   ;00 55 33.28;+85 04 10.5
014.0900417;+85.5160000;x;  11379;      ;22.243;0.0150;21.276;0.0217;      ;      ;      ;   ;00 56 21.61;+85 30 57.6
013.8337500;+84.9307222;x;  11380;      ;21.458;0.0150;20.417;0.0150;      ;      ;      ;   ;00 55 20.10;+84 55 50.6
013.8273333;+84.9127222;x;  11381;      ;20.329;0.0168;19.483;0.0158;      ;      ;      ;   ;00 55 18.56;+84 54 45.8
013.9236250;+85.1486389;x;  11383;      ;19.316;0.0185;19.290;0.0160;      ;      ;      ;  0;00 55 41.67;+85 08 55.1
014.1148750;+85.5615000;x;  11384;      ;18.804;0.0156;17.784;0.0155;      ;      ;      ;  0;00 56 27.57;+85 33 41.4
013.9391667;+85.1806667;x;  11386;      ;20.795;0.0176;19.147;0.0159;      ;      ;      ;  0;00 55 45.40;+85 10 50.4
014.0106250;+85.3381111;x;  11387;      ;20.983;0.0171;20.227;0.0162;      ;      ;      ;  0;00 56 02.55;+85 20 17.2
014.1276667;+85.5685000;x;  11388;      ;19.633;0.0158;18.687;0.0154;      ;      ;      ;  0;00 56 30.64;+85 34 06.6
013.8795833;+85.0190556;x;  11389;      ;      ;      ;21.705;0.0150;      ;      ;      ;   ;00 55 31.10;+85 01 08.6
013.9394167;+85.1595833;x;  11390;      ;20.390;0.0173;19.334;0.0160;      ;      ;      ; 10;00 55 45.46;+85 09 34.5
014.0172917;+85.3320556;x;  11391;      ;19.268;0.0156;18.177;0.0139;17.579;0.0318;17.021; 86;00 56 04.15;+85 19 55.4
013.9052500;+85.0750833;x;  11392;      ;17.439;0.0161;16.738;0.0153;      ;      ;      ;  0;00 55 37.26;+85 04 30.3
014.1410417;+85.5849167;x;  11393;      ;15.370;0.0153;14.699;0.0155;      ;      ;      ;  0;00 56 33.85;+85 35 05.7
014.0401667;+85.3765278;x;  11394;18.828;18.063;0.0132;17.168;0.0124;      ;      ;16.278; 93;00 56 09.64;+85 22 35.5
013.9586250;+85.1930278;x;  11395;      ;16.775;0.0158;15.726;0.0153;      ;      ;      ;  0;00 55 50.07;+85 11 34.9
013.8807917;+85.0070000;x;  11396;      ;20.585;0.0378;19.962;0.0201;      ;      ;      ;   ;00 55 31.39;+85 00 25.2
014.1186250;+85.5310833;x;  11398;      ;16.776;0.0152;15.815;0.0154;      ;      ;      ;  0;00 56 28.47;+85 31 51.9
013.8842917;+85.0105000;x;  11399;      ;18.788;0.0554;17.748;0.0349;      ;      ;      ;   ;00 55 32.23;+85 00 37.8
013.8802917;+84.9990556;x;  11400;      ;19.592;0.0184;18.536;0.0171;      ;      ;      ; 37;00 55 31.27;+84 59 56.6
013.8887083;+85.0132500;x;  11402;      ;20.027;0.0169;18.450;0.0158;      ;      ;      ;  0;00 55 33.29;+85 00 47.7
014.0194583;+85.3159444;x;  11403;      ;20.947;0.0168;20.156;0.0159;      ;      ;      ;  0;00 56 04.67;+85 18 57.4
013.9145000;+85.0703056;x;  11405;      ;      ;      ;21.063;0.0150;      ;      ;      ;   ;00 55 39.48;+85 04 13.1
013.9883750;+85.2378889;x;  11406;      ;19.378;0.0168;18.621;0.0156;      ;      ;      ;  3;00 55 57.21;+85 14 16.4
013.8935833;+85.0125556;x;  11407;      ;22.067;0.0150;20.497;0.0189;      ;      ;      ;   ;00 55 34.46;+85 00 45.2
014.0837500;+85.4370278;x;  11408;      ;19.635;0.0166;18.379;0.0154;      ;      ;      ; 69;00 56 20.10;+85 26 13.3
013.8753750;+84.9627778;x;  11409;      ;18.878;0.0175;17.717;0.0182;      ;      ;      ;  0;00 55 30.09;+84 57 46.0
014.0828750;+85.4269444;x;  11410;      ;15.840;0.0154;15.126;0.0154;      ;      ;      ; 84;00 56 19.89;+85 25 37.0
014.0846250;+85.4293056;x;  11411;      ;13.066;0.0127;11.510;0.0157;      ;      ;      ;  3;00 56 20.31;+85 25 45.5
013.8994583;+85.0102778;x;  11412;      ;21.411;0.0244;20.325;0.0218;      ;      ;      ;   ;00 55 35.87;+85 00 37.0
013.9751250;+85.1888889;x;  11413;      ;21.703;0.0222;20.356;0.0187;      ;      ;      ;  1;00 55 54.03;+85 11 20.0
013.9528750;+85.1300556;x;  11414;      ;22.352;0.0150;20.819;0.0182;      ;      ;      ;   ;00 55 48.69;+85 07 48.2
014.2062083;+85.6539722;x;  11415;      ;18.278;0.0172;17.680;0.0219;      ;      ;      ;  0;00 56 49.49;+85 39 14.3
014.0849167;+85.4158333;x;  11416;      ;      ;      ;21.140;0.0150;      ;      ;      ;   ;00 56 20.38;+85 24 57.0
014.1533750;+85.5528333;x;  11417;      ;22.251;0.0150;20.648;0.0193;      ;      ;      ;   ;00 56 36.81;+85 33 10.2
014.2146250;+85.6683889;x;  11418;      ;20.093;0.0180;18.829;0.0219;      ;      ;      ;  0;00 56 51.51;+85 40 06.2
014.1412917;+85.5277222;x;  11419;      ;21.881;0.0207;20.482;0.0169;      ;      ;      ;   ;00 56 33.91;+85 31 39.8
014.1429583;+85.5299167;x;  11420;      ;21.357;0.0200;19.780;0.0156;      ;      ;      ;  0;00 56 34.31;+85 31 47.7
014.0750833;+85.3872222;x;  11421;      ;19.090;0.0154;18.423;0.0142;18.143;0.0523;17.891;  0;00 56 18.02;+85 23 14.0
013.9519583;+85.1138056;x;  11422;      ;21.277;0.0150;19.862;0.0249;      ;      ;      ;   ;00 55 48.47;+85 06 49.7
013.9387500;+85.0714722;x;  11424;      ;16.577;0.0160;15.942;0.0152;      ;      ;      ;  0;00 55 45.30;+85 04 17.3
014.0169167;+85.2494167;x;  11425;      ;21.779;0.0190;21.182;0.0191;      ;      ;      ;  0;00 56 04.06;+85 14 57.9
014.0425833;+85.3051944;x;  11426;      ;16.264;0.0166;15.567;0.0156;      ;      ;      ; 96;00 56 10.22;+85 18 18.7
013.9806250;+85.1671944;x;  11427;      ;20.742;0.0194;19.157;0.0165;      ;      ;      ;  0;00 55 55.35;+85 10 01.9
013.9578333;+85.1133611;x;  11428;      ;17.828;0.0164;17.210;0.0155;      ;      ;      ;  0;00 55 49.88;+85 06 48.1
014.1605417;+85.5451111;x;  11429;      ;20.849;0.0362;20.066;0.0204;      ;      ;      ;   ;00 56 38.53;+85 32 42.4
013.9021250;+84.9785833;x;  11430;      ;17.268;0.0172;16.322;0.0202;      ;      ;      ; 68;00 55 36.51;+84 58 42.9
013.9609167;+85.1160556;x;  11431;      ;21.177;0.0213;19.688;0.0160;      ;      ;      ;  0;00 55 50.62;+85 06 57.8
014.0890833;+85.3956944;x;  11432;      ;15.862;0.0157;15.032;0.0153;      ;      ;      ;  0;00 56 21.38;+85 23 44.5
014.2020417;+85.6183611;x;  11433;      ;21.105;0.0251;19.847;0.0169;      ;      ;      ;   ;00 56 48.49;+85 37 06.1
013.9225000;+85.0216111;x;  11434;      ;17.411;0.0158;16.495;0.0153;      ;      ;      ;  0;00 55 41.40;+85 01 17.8
013.9446250;+85.0702778;x;  11437;      ;21.615;0.0227;20.027;0.0221;      ;      ;      ;   ;00 55 46.71;+85 04 13.0
014.1523750;+85.5186667;x;  11438;      ;21.613;0.0177;20.813;0.0168;      ;      ;      ;   ;00 56 36.57;+85 31 07.2
014.0248750;+85.2470000;x;  11439;      ;21.406;0.0175;19.965;0.0163;      ;      ;      ; 28;00 56 05.97;+85 14 49.2
014.0541250;+85.3070833;x;  11440;      ;20.477;0.0165;19.604;0.0160;      ;      ;      ;  0;00 56 12.99;+85 18 25.5
014.0044583;+85.1963889;x;  11441;      ;19.018;0.0164;18.329;0.0155;      ;      ;      ;  0;00 56 01.07;+85 11 47.0
013.9540417;+85.0791944;x;  11442;      ;17.024;0.0162;16.331;0.0153;      ;      ;      ; 46;00 55 48.97;+85 04 45.1
014.0572917;+85.3101389;x;  11443;      ;21.788;0.0212;20.246;0.0160;      ;      ;      ; 32;00 56 13.75;+85 18 36.5
014.1187917;+85.4354722;x;  11444;      ;21.157;0.0184;19.771;0.0157;      ;      ;      ;  0;00 56 28.51;+85 26 07.7
013.9791250;+85.1310000;x;  11445;      ;19.793;0.0174;18.640;0.0156;      ;      ;      ;  0;00 55 54.99;+85 07 51.6
014.1403333;+85.4693889;x;  11447;      ;17.437;0.0161;16.791;0.0153;      ;      ;      ;  0;00 56 33.68;+85 28 09.8
014.2326250;+85.6448333;x;  11448;      ;18.149;0.0157;16.685;0.0246;      ;      ;      ;  0;00 56 55.83;+85 38 41.4
014.1947083;+85.5689167;x;  11449;      ;15.816;0.0152;15.073;0.0155;      ;      ;      ;  0;00 56 46.73;+85 34 08.1
013.9325417;+85.0052778;x;  11450;      ;21.369;0.0166;19.878;0.0170;      ;      ;      ;  0;00 55 43.81;+85 00 19.0
014.1521667;+85.4822222;x;  11451;      ;17.223;0.0161;16.380;0.0153;      ;      ;      ;  0;00 56 36.52;+85 28 56.0
014.1402917;+85.4497222;x;  11453;      ;21.935;0.0305;20.842;0.0188;      ;      ;      ;   ;00 56 33.67;+85 26 59.0
014.1165000;+85.4003333;x;  11454;      ;16.105;0.0156;15.244;0.0153;      ;      ;      ;  0;00 56 27.96;+85 24 01.2
014.0018333;+85.1526111;x;  11455;      ;19.929;0.0192;18.865;0.0158;      ;      ;      ;  0;00 56 00.44;+85 09 09.4
013.9845417;+85.1127222;x;  11456;      ;19.854;0.0167;19.029;0.0154;      ;      ;      ;  0;00 55 56.29;+85 06 45.8
014.0987917;+85.3603889;x;  11458;      ;      ;      ;21.244;0.0150;      ;      ;      ;   ;00 56 23.71;+85 21 37.4
014.1739167;+85.5085000;x;  11459;      ;22.247;0.0150;21.515;0.0227;      ;      ;      ;   ;00 56 41.74;+85 30 30.6
013.9607083;+85.0495833;x;  11460;      ;22.479;0.0150;21.037;0.0212;      ;      ;      ;   ;00 55 50.57;+85 02 58.5
014.2208750;+85.5963611;x;  11461;      ;19.944;0.0158;18.723;0.0157;      ;      ;      ; 37;00 56 53.01;+85 35 46.9
014.1146667;+85.3869722;x;  11462;      ;21.574;0.0170;21.006;0.0176;      ;      ;      ;  0;00 56 27.52;+85 23 13.1
014.1291667;+85.4124444;x;  11464;      ;18.860;0.0157;18.051;0.0153;      ;      ;      ;  3;00 56 31.00;+85 24 44.8
014.1409583;+85.4338056;x;  11465;      ;15.175;0.0170;13.898;0.0164;      ;      ;      ;  0;00 56 33.83;+85 26 01.7
014.0630000;+85.2714722;x;  11466;      ;22.159;0.0150;21.457;0.0184;      ;      ;      ;   ;00 56 15.12;+85 16 17.3
014.0535833;+85.2509722;x;  11467;      ;17.129;0.0159;16.369;0.0154;      ;      ;      ; 93;00 56 12.86;+85 15 03.5
014.2053750;+85.5565278;x;  11468;      ;20.944;0.0162;19.629;0.0155;      ;      ;      ;  4;00 56 49.29;+85 33 23.5
013.9642500;+85.0450278;x;  11469;      ;20.982;0.0196;20.386;0.0164;      ;      ;      ;  0;00 55 51.42;+85 02 42.1
014.0700000;+85.2748333;x;  11470;      ;18.103;0.0162;17.187;0.0155;      ;      ;      ;  0;00 56 16.80;+85 16 29.4
013.9755417;+85.0603611;x;  11471;      ;17.095;0.0161;16.289;0.0153;      ;      ;      ; 93;00 55 54.13;+85 03 37.3
013.9366250;+84.9640833;x;  11472;      ;17.821;0.0184;17.126;0.0193;      ;      ;      ;  1;00 55 44.79;+84 57 50.7
014.0161250;+85.1496389;x;  11473;      ;18.433;0.0180;17.490;0.0157;      ;      ;      ; 65;00 56 03.87;+85 08 58.7
014.0749167;+85.2748611;x;  11474;      ;18.192;0.0161;17.261;0.0153;      ;      ;      ; 14;00 56 17.98;+85 16 29.5
014.0545000;+85.2272500;x;  11475;      ;17.898;0.0159;17.052;0.0154;      ;      ;      ;  0;00 56 13.08;+85 13 38.1
014.1615000;+85.4498889;x;  11476;      ;18.700;0.0160;17.686;0.0154;      ;      ;      ;  0;00 56 38.76;+85 26 59.6
014.0660000;+85.2445278;x;  11477;      ;16.400;0.0159;15.678;0.0154;      ;      ;      ;  2;00 56 15.84;+85 14 40.3
014.0414583;+85.1835278;x;  11478;      ;20.432;0.0174;19.076;0.0158;      ;      ;      ; 15;00 56 09.95;+85 11 00.7
014.1708750;+85.4518056;x;  11479;      ;20.739;0.0219;19.819;0.0165;      ;      ;      ;  5;00 56 41.01;+85 27 06.5
014.0981250;+85.3019722;x;  11480;10.294; 9.610;0.0288;10.919;0.0142;      ;      ;      ; 73;00 56 23.55;+85 18 07.1
014.1282500;+85.3637778;x;  11481;      ;      ;      ;20.515;0.0150;      ;      ;      ;   ;00 56 30.78;+85 21 49.6
014.1634167;+85.4329444;x;  11482;      ;18.240;0.0156;17.624;0.0154;      ;      ;      ;  0;00 56 39.22;+85 25 58.6
013.9791250;+85.0312778;x;  11483;      ;17.042;0.0164;16.285;0.0153;      ;      ;      ; 91;00 55 54.99;+85 01 52.6
014.3178333;+85.7166667;x;  11484;      ;19.210;0.0160;17.958;0.0192;      ;      ;      ;   ;00 57 16.28;+85 43 00.0
013.9887500;+85.0455278;x;  11485;      ;19.575;0.0193;18.854;0.0196;      ;      ;      ;  0;00 55 57.30;+85 02 43.9
014.0449583;+85.1724444;x;  11486;      ;21.892;0.0237;20.223;0.0171;      ;      ;      ;   ;00 56 10.79;+85 10 20.8
014.1462917;+85.3851667;x;  11487;      ;19.863;0.0159;19.221;0.0154;      ;      ;      ;  0;00 56 35.11;+85 23 06.6
014.0170000;+85.0903889;x;  11488;      ;19.918;0.0171;19.208;0.0156;      ;      ;      ;  3;00 56 04.08;+85 05 25.4
014.3030833;+85.6668889;x;  11489;      ;21.733;0.0150;20.256;0.0246;      ;      ;      ;   ;00 57 12.74;+85 40 00.8
014.0897500;+85.2454167;x;  11490;13.274;13.436;0.0138;12.853;0.0142;      ;      ;      ; 25;00 56 21.54;+85 14 43.5
013.9445417;+84.9118611;x;  11492;      ;15.113;0.0179;14.148;0.0232;      ;      ;      ; 42;00 55 46.69;+84 54 42.7
014.1262500;+85.3206944;x;  11493;      ;22.241;0.0150;21.464;0.0235;      ;      ;      ;   ;00 56 30.30;+85 19 14.5
013.9735000;+84.9749444;x;  11494;      ;18.588;0.0181;17.693;0.0191;      ;      ;      ;  0;00 55 53.64;+84 58 29.8
014.1032083;+85.2644444;x;  11495;      ;16.507;0.0158;15.906;0.0155;      ;      ;      ;  0;00 56 24.77;+85 15 52.0
014.0939583;+85.2439444;x;  11497;      ;15.700;0.0162;15.027;0.0153;      ;      ;      ;  0;00 56 22.55;+85 14 38.2
014.1446250;+85.3488889;x;  11498;      ;21.577;0.0196;20.206;0.0158;      ;      ;      ;  0;00 56 34.71;+85 20 56.0
014.0127083;+85.0583333;x;  11499;      ;22.293;0.0150;20.784;0.0174;      ;      ;      ;   ;00 56 03.05;+85 03 30.0
013.9687917;+84.9509722;x;  11500;      ;18.883;0.0280;17.975;0.0319;      ;      ;      ;  1;00 55 52.51;+84 57 03.5
014.3185833;+85.6642778;x;  11502;      ;18.775;0.0166;17.950;0.0195;      ;      ;      ;  0;00 57 16.46;+85 39 51.4
014.1563333;+85.3465556;x;  11505;      ;21.670;0.0220;21.464;0.0323;      ;      ;      ;   ;00 56 37.52;+85 20 47.6
014.1965000;+85.4261944;x;  11506;      ;21.047;0.0174;19.729;0.0155;      ;      ;      ;  0;00 56 47.16;+85 25 34.3
014.1979167;+85.4283889;x;  11507;      ;19.289;0.0160;18.563;0.0153;      ;      ;      ; 17;00 56 47.50;+85 25 42.2
014.1267083;+85.2780556;x;  11508;      ;21.161;0.0177;19.522;0.0159;      ;      ;      ;  0;00 56 30.41;+85 16 41.0
014.1232917;+85.2687500;x;  11510;      ;22.005;0.0192;20.320;0.0172;      ;      ;      ;   ;00 56 29.59;+85 16 07.5
014.0797500;+85.1752222;x;  11511;      ;21.173;0.0222;20.693;0.0191;      ;      ;      ;  0;00 56 19.14;+85 10 30.8
014.1717917;+85.3631389;x;  11512;      ;17.497;0.0158;16.688;0.0153;      ;      ;      ;  0;00 56 41.23;+85 21 47.3
014.2596250;+85.5314722;x;  11513;      ;20.948;0.0166;20.350;0.0171;      ;      ;      ;  0;00 57 02.31;+85 31 53.3
014.0797083;+85.1668611;x;  11514;      ;22.170;0.0150;20.336;0.0262;      ;      ;      ;   ;00 56 19.13;+85 10 00.7
014.3530000;+85.6922222;x;  11515;      ;18.837;0.0170;17.738;0.0183;      ;      ;      ;  0;00 57 24.72;+85 41 32.0
014.0430417;+85.0740833;x;  11516;      ;21.218;0.0192;20.206;0.0158;      ;      ;      ;  0;00 56 10.33;+85 04 26.7
014.1362083;+85.2703889;x;  11518;      ;21.850;0.0227;20.786;0.0168;      ;      ;      ;   ;00 56 32.69;+85 16 13.4
014.3642083;+85.7006389;x;  11519;      ;21.606;0.0150;19.822;0.0242;      ;      ;      ;   ;00 57 27.41;+85 42 02.3
014.0491250;+85.0783889;x;  11520;      ;18.265;0.0165;17.597;0.0153;      ;      ;      ;  0;00 56 11.79;+85 04 42.2
014.0926250;+85.1700000;x;  11523;      ;19.965;0.0174;18.769;0.0157;      ;      ;      ;  0;00 56 22.23;+85 10 12.0
014.2077917;+85.4045000;x;  11525;      ;22.360;0.0150;21.472;0.0231;      ;      ;      ;   ;00 56 49.87;+85 24 16.2
014.3387500;+85.6453333;x;  11526;      ;      ;      ;20.706;0.0150;      ;      ;      ;   ;00 57 21.30;+85 38 43.2
014.0876250;+85.1524167;x;  11527;      ;20.571;0.0189;19.570;0.0165;      ;      ;      ;  0;00 56 21.03;+85 09 08.7
014.3352083;+85.6345000;x;  11529;      ;21.507;0.0150;20.564;0.0212;      ;      ;      ;   ;00 57 20.45;+85 38 04.2
014.2273333;+85.4342500;x;  11530;      ;20.275;0.0189;19.290;0.0154;      ;      ;      ;  0;00 56 54.56;+85 26 03.3
014.3747500;+85.6959444;x;  11531;      ;21.770;0.0372;20.071;0.0227;      ;      ;      ;   ;00 57 29.94;+85 41 45.4
014.0827083;+85.1228889;x;  11532;      ;19.645;0.0172;18.487;0.0155;      ;      ;      ; 22;00 56 19.85;+85 07 22.4
014.3229167;+85.5997222;x;  11533;      ;20.149;0.0163;18.862;0.0160;      ;      ;      ; 19;00 57 17.50;+85 35 59.0
014.0615833;+85.0697222;x;  11537;      ;20.755;0.0170;19.932;0.0159;      ;      ;      ;  1;00 56 14.78;+85 04 11.0
014.0700000;+85.0858056;x;  11538;      ;21.318;0.0431;19.785;0.0191;      ;      ;      ;   ;00 56 16.80;+85 05 08.9
014.0324167;+84.9921111;x;  11542;      ;18.908;0.0196;18.031;0.0167;      ;      ;      ;  0;00 56 07.78;+84 59 31.6
014.3957083;+85.7119167;x;  11543;      ;15.480;0.0183;14.519;0.0175;      ;      ;      ;  0;00 57 34.97;+85 42 42.9
